Feature 1 name;Feature 1 value;Feature 2 name;Feature 2 value;Target name;Target value
Age (years);30.0;Exercise Frequency (times/week);4.0;Heart Health Score;86.0
Age (years);50.0;Exercise Frequency (times/week);2.0;Heart Health Score;75.0
Age (years);40.0;Exercise Frequency (times/week);6.0;Heart Health Score;81.0
Age (years);30.0;Exercise Frequency (times/week);4.0;Heart Health Score;86.0
Age (years);50.0;Exercise Frequency (times/week);3.0;Heart Health Score;77.0
Age (years);40.0;Exercise Frequency (times/week);6.0;Heart Health Score;81.0
Age (years);30.0;Exercise Frequency (times/week);5.0;Heart Health Score;87.0
Age (years);50.0;Exercise Frequency (times/week);3.0;Heart Health Score;77.0
Age (years);40.0;Exercise Frequency (times/week);7.0;Heart Health Score;82.0
Age (years);30.0;Exercise Frequency (times/week);5.0;Heart Health Score;87.0
Age (years);50.0;Exercise Frequency (times/week);4.0;Heart Health Score;78.0
Age (years);40.0;Exercise Frequency (times/week);7.0;Heart Health Score;82.0
Age (years);30.0;Exercise Frequency (times/week);6.0;Heart Health Score;88.0
Age (years);50.0;Exercise Frequency (times/week);4.0;Heart Health Score;78.0
Number of Ingredients;4.0;Cooking Time (minutes);20.0;Taste Score;75.0
Number of Ingredients;5.0;Cooking Time (minutes);15.0;Taste Score;78.0
Number of Ingredients;5.0;Cooking Time (minutes);15.0;Taste Score;78.0
Number of Ingredients;4.0;Cooking Time (minutes);20.0;Taste Score;75.0
Number of Ingredients;6.0;Cooking Time (minutes);10.0;Taste Score;80.0
Number of Ingredients;5.0;Cooking Time (minutes);15.0;Taste Score;78.0
Number of Ingredients;4.0;Cooking Time (minutes);25.0;Taste Score;73.0
Number of Ingredients;6.0;Cooking Time (minutes);10.0;Taste Score;80.0
Number of Ingredients;5.0;Cooking Time (minutes);20.0;Taste Score;76.0
Number of Ingredients;4.0;Cooking Time (minutes);25.0;Taste Score;73.0
Number of Ingredients;6.0;Cooking Time (minutes);12.0;Taste Score;82.0
Number of Ingredients;5.0;Cooking Time (minutes);20.0;Taste Score;76.0
Number of Ingredients;4.0;Cooking Time (minutes);30.0;Taste Score;71.0
Number of Ingredients;6.0;Cooking Time (minutes);12.0;Taste Score;82.0
Number of Ingredients;5.0;Cooking Time (minutes);22.0;Taste Score;74.0
Number of Ingredients;4.0;Cooking Time (minutes);30.0;Taste Score;71.0
Number of Ingredients;6.0;Cooking Time (minutes);14.0;Taste Score;83.0
Number of Ingredients;5.0;Cooking Time (minutes);22.0;Taste Score;74.0
Number of Ingredients;4.0;Cooking Time (minutes);35.0;Taste Score;70.0
Number of Ingredients;6.0;Cooking Time (minutes);14.0;Taste Score;83.0
Distance (miles);10.0;Speed (mph);50.0;Travel Time (minutes);12.0
Distance (miles);15.0;Speed (mph);60.0;Travel Time (minutes);15.0
Distance (miles);15.0;Speed (mph);60.0;Travel Time (minutes);15.0
Distance (miles);10.0;Speed (mph);50.0;Travel Time (minutes);12.0
Distance (miles);20.0;Speed (mph);55.0;Travel Time (minutes);22.0
Distance (miles);15.0;Speed (mph);60.0;Travel Time (minutes);15.0
Distance (miles);10.0;Speed (mph);65.0;Travel Time (minutes);9.0
Distance (miles);20.0;Speed (mph);55.0;Travel Time (minutes);22.0
Distance (miles);15.0;Speed (mph);70.0;Travel Time (minutes);13.0
Distance (miles);10.0;Speed (mph);65.0;Travel Time (minutes);9.0
Distance (miles);20.0;Speed (mph);60.0;Travel Time (minutes);20.0
Distance (miles);15.0;Speed (mph);70.0;Travel Time (minutes);13.0
Distance (miles);10.0;Speed (mph);75.0;Travel Time (minutes);8.0
Distance (miles);20.0;Speed (mph);60.0;Travel Time (minutes);20.0
Distance (miles);15.0;Speed (mph);80.0;Travel Time (minutes);11.0
Distance (miles);10.0;Speed (mph);75.0;Travel Time (minutes);8.0
Distance (miles);20.0;Speed (mph);65.0;Travel Time (minutes);18.0
Distance (miles);15.0;Speed (mph);80.0;Travel Time (minutes);11.0
Distance (miles);10.0;Speed (mph);85.0;Travel Time (minutes);7.0
Distance (miles);20.0;Speed (mph);65.0;Travel Time (minutes);18.0
Amount of Rain (inches);2.0;Soil Quality (1-10);7.0;Plant Growth (inches);15.0
Amount of Rain (inches);3.0;Soil Quality (1-10);6.0;Plant Growth (inches);18.0
Amount of Rain (inches);3.0;Soil Quality (1-10);6.0;Plant Growth (inches);18.0
Amount of Rain (inches);2.0;Soil Quality (1-10);7.0;Plant Growth (inches);15.0
Amount of Rain (inches);4.0;Soil Quality (1-10);5.0;Plant Growth (inches);20.0
Amount of Rain (inches);3.0;Soil Quality (1-10);6.0;Plant Growth (inches);18.0
Amount of Rain (inches);2.0;Soil Quality (1-10);8.0;Plant Growth (inches);16.0
Amount of Rain (inches);4.0;Soil Quality (1-10);5.0;Plant Growth (inches);20.0
Amount of Rain (inches);3.0;Soil Quality (1-10);7.0;Plant Growth (inches);17.0
Amount of Rain (inches);2.0;Soil Quality (1-10);8.0;Plant Growth (inches);16.0
Amount of Rain (inches);4.0;Soil Quality (1-10);4.0;Plant Growth (inches);22.0
Amount of Rain (inches);3.0;Soil Quality (1-10);7.0;Plant Growth (inches);17.0
Amount of Rain (inches);2.0;Soil Quality (1-10);9.0;Plant Growth (inches);17.0
Amount of Rain (inches);4.0;Soil Quality (1-10);4.0;Plant Growth (inches);22.0
Amount of Rain (inches);3.0;Soil Quality (1-10);8.0;Plant Growth (inches);18.0
Amount of Rain (inches);2.0;Soil Quality (1-10);9.0;Plant Growth (inches);17.0
Amount of Rain (inches);4.0;Soil Quality (1-10);3.0;Plant Growth (inches);24.0
Amount of Rain (inches);3.0;Soil Quality (1-10);8.0;Plant Growth (inches);18.0
Amount of Rain (inches);2.0;Soil Quality (1-10);10.0;Plant Growth (inches);18.0
Amount of Rain (inches);4.0;Soil Quality (1-10);3.0;Plant Growth (inches);24.0
Number of Likes;100.0;Number of Followers;1000.0;Post Reach;500.0
Number of Likes;150.0;Number of Followers;900.0;Post Reach;600.0
Number of Likes;150.0;Number of Followers;900.0;Post Reach;600.0
Number of Likes;100.0;Number of Followers;1000.0;Post Reach;500.0
Number of Likes;200.0;Number of Followers;800.0;Post Reach;700.0
Number of Likes;150.0;Number of Followers;900.0;Post Reach;600.0
Number of Likes;100.0;Number of Followers;1100.0;Post Reach;550.0
Number of Likes;200.0;Number of Followers;800.0;Post Reach;700.0
Number of Likes;150.0;Number of Followers;1000.0;Post Reach;625.0
Number of Likes;100.0;Number of Followers;1100.0;Post Reach;550.0
Number of Likes;200.0;Number of Followers;700.0;Post Reach;750.0
Number of Likes;150.0;Number of Followers;1000.0;Post Reach;625.0
Number of Likes;100.0;Number of Followers;1200.0;Post Reach;575.0
Number of Likes;200.0;Number of Followers;700.0;Post Reach;750.0
Number of Likes;150.0;Number of Followers;1100.0;Post Reach;650.0
Number of Likes;100.0;Number of Followers;1200.0;Post Reach;575.0
Number of Likes;200.0;Number of Followers;600.0;Post Reach;800.0
Number of Likes;150.0;Number of Followers;1100.0;Post Reach;650.0
Number of Likes;100.0;Number of Followers;1300.0;Post Reach;600.0
Number of Likes;200.0;Number of Followers;600.0;Post Reach;800.0
Cooking Time (min);30.0;Oven Temperature (°C);200.0;Taste Score;8.5
Cooking Time (min);45.0;Oven Temperature (°C);180.0;Taste Score;8.0
Cooking Time (min);25.0;Oven Temperature (°C);220.0;Taste Score;9.0
Cooking Time (min);35.0;Oven Temperature (°C);190.0;Taste Score;8.5
Cooking Time (min);40.0;Oven Temperature (°C);190.0;Taste Score;8.0
Cooking Time (min);50.0;Oven Temperature (°C);180.0;Taste Score;7.5
Cooking Time (min);20.0;Oven Temperature (°C);210.0;Taste Score;9.5
Cooking Time (min);25.0;Oven Temperature (°C);200.0;Taste Score;9.0
Cooking Time (min);35.0;Oven Temperature (°C);200.0;Taste Score;8.5
Cooking Time (min);40.0;Oven Temperature (°C);190.0;Taste Score;8.0
Cooking Time (min);28.0;Oven Temperature (°C);220.0;Taste Score;9.0
Cooking Time (min);32.0;Oven Temperature (°C);210.0;Taste Score;8.7
Cooking Time (min);30.0;Oven Temperature (°C);190.0;Taste Score;8.0
Cooking Time (min);35.0;Oven Temperature (°C);180.0;Taste Score;7.8
Cooking Time (min);45.0;Oven Temperature (°C);210.0;Taste Score;9.2
Cooking Time (min);50.0;Oven Temperature (°C);200.0;Taste Score;9.0
Cooking Time (min);22.0;Oven Temperature (°C);200.0;Taste Score;9.0
Cooking Time (min);27.0;Oven Temperature (°C);190.0;Taste Score;8.7
Cooking Time (min);30.0;Oven Temperature (°C);190.0;Taste Score;8.5
Cooking Time (min);35.0;Oven Temperature (°C);180.0;Taste Score;8.2
Studying Hours;3.0;Class Attendance (%);80.0;Exam Score;75.0
Studying Hours;4.0;Class Attendance (%);70.0;Exam Score;76.0
Studying Hours;2.0;Class Attendance (%);90.0;Exam Score;78.0
Studying Hours;3.0;Class Attendance (%);85.0;Exam Score;77.0
Studying Hours;5.0;Class Attendance (%);60.0;Exam Score;70.0
Studying Hours;6.0;Class Attendance (%);50.0;Exam Score;68.0
Studying Hours;4.0;Class Attendance (%);85.0;Exam Score;80.0
Studying Hours;5.0;Class Attendance (%);75.0;Exam Score;79.0
Studying Hours;3.0;Class Attendance (%);70.0;Exam Score;72.0
Studying Hours;4.0;Class Attendance (%);65.0;Exam Score;71.0
Studying Hours;2.0;Class Attendance (%);95.0;Exam Score;82.0
Studying Hours;3.0;Class Attendance (%);85.0;Exam Score;81.0
Studying Hours;5.0;Class Attendance (%);75.0;Exam Score;74.0
Studying Hours;6.0;Class Attendance (%);65.0;Exam Score;72.0
Studying Hours;4.0;Class Attendance (%);80.0;Exam Score;78.0
Studying Hours;5.0;Class Attendance (%);70.0;Exam Score;76.0
Studying Hours;3.0;Class Attendance (%);65.0;Exam Score;70.0
Studying Hours;4.0;Class Attendance (%);60.0;Exam Score;68.0
Studying Hours;2.0;Class Attendance (%);85.0;Exam Score;77.0
Studying Hours;3.0;Class Attendance (%);75.0;Exam Score;75.0
Distance (km);10.0;Speed (km/h);50.0;Arrival Time (min);12.0
Distance (km);15.0;Speed (km/h);40.0;Arrival Time (min);19.0
Distance (km);20.0;Speed (km/h);60.0;Arrival Time (min);20.0
Distance (km);25.0;Speed (km/h);50.0;Arrival Time (min);25.0
Distance (km);15.0;Speed (km/h);55.0;Arrival Time (min);14.0
Distance (km);20.0;Speed (km/h);50.0;Arrival Time (min);16.0
Distance (km);12.0;Speed (km/h);45.0;Arrival Time (min);16.0
Distance (km);18.0;Speed (km/h);40.0;Arrival Time (min);23.0
Distance (km);18.0;Speed (km/h);65.0;Arrival Time (min);14.0
Distance (km);22.0;Speed (km/h);60.0;Arrival Time (min);15.0
Distance (km);10.0;Speed (km/h);55.0;Arrival Time (min);11.0
Distance (km);14.0;Speed (km/h);50.0;Arrival Time (min);13.0
Distance (km);25.0;Speed (km/h);70.0;Arrival Time (min);18.0
Distance (km);30.0;Speed (km/h);60.0;Arrival Time (min);20.0
Distance (km);16.0;Speed (km/h);60.0;Arrival Time (min);13.0
Distance (km);20.0;Speed (km/h);55.0;Arrival Time (min);15.0
Distance (km);14.0;Speed (km/h);50.0;Arrival Time (min);14.0
Distance (km);18.0;Speed (km/h);45.0;Arrival Time (min);16.0
Distance (km);20.0;Speed (km/h);65.0;Arrival Time (min);15.0
Distance (km);25.0;Speed (km/h);60.0;Arrival Time (min);16.0
Room Size (m²);20.0;Number of Windows;3.0;Light Level;7.0
Room Size (m²);25.0;Number of Windows;2.0;Light Level;6.0
Room Size (m²);18.0;Number of Windows;4.0;Light Level;8.0
Room Size (m²);22.0;Number of Windows;3.0;Light Level;7.0
Room Size (m²);25.0;Number of Windows;2.0;Light Level;6.0
Room Size (m²);30.0;Number of Windows;1.0;Light Level;5.0
Room Size (m²);15.0;Number of Windows;3.0;Light Level;7.0
Room Size (m²);20.0;Number of Windows;2.0;Light Level;6.0
Room Size (m²);22.0;Number of Windows;4.0;Light Level;8.0
Room Size (m²);27.0;Number of Windows;3.0;Light Level;7.0
Room Size (m²);17.0;Number of Windows;3.0;Light Level;7.0
Room Size (m²);21.0;Number of Windows;2.0;Light Level;6.0
Room Size (m²);24.0;Number of Windows;2.0;Light Level;6.0
Room Size (m²);28.0;Number of Windows;1.0;Light Level;5.0
Room Size (m²);16.0;Number of Windows;4.0;Light Level;8.0
Room Size (m²);20.0;Number of Windows;3.0;Light Level;7.0
Room Size (m²);23.0;Number of Windows;3.0;Light Level;7.0
Room Size (m²);27.0;Number of Windows;2.0;Light Level;6.0
Room Size (m²);19.0;Number of Windows;4.0;Light Level;8.0
Room Size (m²);23.0;Number of Windows;3.0;Light Level;7.0
Age (years);5.0;Miles Driven;10000.0;Car Wear;3.0
Age (years);6.0;Miles Driven;12000.0;Car Wear;4.0
Age (years);4.0;Miles Driven;15000.0;Car Wear;4.0
Age (years);5.0;Miles Driven;17000.0;Car Wear;5.0
Age (years);6.0;Miles Driven;8000.0;Car Wear;3.0
Age (years);7.0;Miles Driven;9000.0;Car Wear;4.0
Age (years);3.0;Miles Driven;20000.0;Car Wear;5.0
Age (years);4.0;Miles Driven;22000.0;Car Wear;6.0
Age (years);5.0;Miles Driven;12000.0;Car Wear;4.0
Age (years);6.0;Miles Driven;14000.0;Car Wear;5.0
Age (years);4.0;Miles Driven;18000.0;Car Wear;5.0
Age (years);5.0;Miles Driven;20000.0;Car Wear;6.0
Age (years);6.0;Miles Driven;10000.0;Car Wear;3.0
Age (years);7.0;Miles Driven;11000.0;Car Wear;4.0
Age (years);3.0;Miles Driven;15000.0;Car Wear;4.0
Age (years);4.0;Miles Driven;17000.0;Car Wear;5.0
Age (years);5.0;Miles Driven;13000.0;Car Wear;4.0
Age (years);6.0;Miles Driven;15000.0;Car Wear;5.0
Age (years);4.0;Miles Driven;16000.0;Car Wear;5.0
Age (years);5.0;Miles Driven;18000.0;Car Wear;6.0
Price ($);50.0;Brand Reputation;4.0;Quality Rating;8.0
Price ($);60.0;Brand Reputation;3.0;Quality Rating;7.0
Price ($);40.0;Brand Reputation;5.0;Quality Rating;9.0
Price ($);50.0;Brand Reputation;4.0;Quality Rating;8.0
Price ($);70.0;Brand Reputation;3.0;Quality Rating;7.0
Price ($);80.0;Brand Reputation;2.0;Quality Rating;6.0
Price ($);30.0;Brand Reputation;6.0;Quality Rating;9.0
Price ($);40.0;Brand Reputation;5.0;Quality Rating;8.0
Price ($);60.0;Brand Reputation;4.0;Quality Rating;8.0
Price ($);70.0;Brand Reputation;3.0;Quality Rating;7.0
Price ($);50.0;Brand Reputation;5.0;Quality Rating;9.0
Price ($);60.0;Brand Reputation;4.0;Quality Rating;8.0
Price ($);80.0;Brand Reputation;2.0;Quality Rating;6.0
Price ($);90.0;Brand Reputation;1.0;Quality Rating;5.0
Price ($);40.0;Brand Reputation;6.0;Quality Rating;9.0
Price ($);50.0;Brand Reputation;5.0;Quality Rating;8.0
Price ($);70.0;Brand Reputation;3.0;Quality Rating;7.0
Price ($);80.0;Brand Reputation;2.0;Quality Rating;6.0
Price ($);60.0;Brand Reputation;4.0;Quality Rating;8.0
Price ($);70.0;Brand Reputation;3.0;Quality Rating;7.0
Coffee Bean Weight (g);10.0;Roast Time (min);15.0;Flavor Score;8.0
Coffee Bean Weight (g);12.0;Roast Time (min);14.0;Flavor Score;7.0
Coffee Bean Weight (g);12.0;Roast Time (min);16.0;Flavor Score;9.0
Coffee Bean Weight (g);14.0;Roast Time (min);15.0;Flavor Score;8.0
Coffee Bean Weight (g);14.0;Roast Time (min);13.0;Flavor Score;7.0
Coffee Bean Weight (g);16.0;Roast Time (min);12.0;Flavor Score;6.0
Coffee Bean Weight (g);11.0;Roast Time (min);17.0;Flavor Score;9.0
Coffee Bean Weight (g);13.0;Roast Time (min);16.0;Flavor Score;8.0
Coffee Bean Weight (g);13.0;Roast Time (min);14.0;Flavor Score;8.0
Coffee Bean Weight (g);15.0;Roast Time (min);13.0;Flavor Score;7.0
Coffee Bean Weight (g);10.0;Roast Time (min);16.0;Flavor Score;9.0
Coffee Bean Weight (g);12.0;Roast Time (min);15.0;Flavor Score;8.0
Coffee Bean Weight (g);15.0;Roast Time (min);12.0;Flavor Score;6.0
Coffee Bean Weight (g);17.0;Roast Time (min);11.0;Flavor Score;5.0
Coffee Bean Weight (g);12.0;Roast Time (min);15.0;Flavor Score;8.0
Coffee Bean Weight (g);14.0;Roast Time (min);14.0;Flavor Score;7.0
Coffee Bean Weight (g);14.0;Roast Time (min);13.0;Flavor Score;7.0
Coffee Bean Weight (g);16.0;Roast Time (min);12.0;Flavor Score;6.0
Coffee Bean Weight (g);11.0;Roast Time (min);16.0;Flavor Score;8.0
Coffee Bean Weight (g);13.0;Roast Time (min);15.0;Flavor Score;7.0
Exercise Time (min);30.0;Heart Rate (bpm);130.0;Fat Burn (g);50.0
Exercise Time (min);40.0;Heart Rate (bpm);120.0;Fat Burn (g);45.0
Exercise Time (min);40.0;Heart Rate (bpm);140.0;Fat Burn (g);60.0
Exercise Time (min);50.0;Heart Rate (bpm);130.0;Fat Burn (g);55.0
Exercise Time (min);20.0;Heart Rate (bpm);120.0;Fat Burn (g);35.0
Exercise Time (min);30.0;Heart Rate (bpm);110.0;Fat Burn (g);30.0
Exercise Time (min);50.0;Heart Rate (bpm);150.0;Fat Burn (g);75.0
Exercise Time (min);60.0;Heart Rate (bpm);140.0;Fat Burn (g);70.0
Exercise Time (min);35.0;Heart Rate (bpm);135.0;Fat Burn (g);55.0
Exercise Time (min);45.0;Heart Rate (bpm);125.0;Fat Burn (g);50.0
Exercise Time (min);25.0;Heart Rate (bpm);125.0;Fat Burn (g);40.0
Exercise Time (min);35.0;Heart Rate (bpm);115.0;Fat Burn (g);35.0
Exercise Time (min);60.0;Heart Rate (bpm);160.0;Fat Burn (g);85.0
Exercise Time (min);70.0;Heart Rate (bpm);150.0;Fat Burn (g);80.0
Exercise Time (min);45.0;Heart Rate (bpm);145.0;Fat Burn (g);65.0
Exercise Time (min);55.0;Heart Rate (bpm);135.0;Fat Burn (g);60.0
Exercise Time (min);30.0;Heart Rate (bpm);130.0;Fat Burn (g);50.0
Exercise Time (min);40.0;Heart Rate (bpm);120.0;Fat Burn (g);45.0
Exercise Time (min);20.0;Heart Rate (bpm);120.0;Fat Burn (g);35.0
Exercise Time (min);30.0;Heart Rate (bpm);110.0;Fat Burn (g);30.0
Song Length (min);3.0;Artist Popularity (1-10);8.0;Enjoyment Score;8.5
Song Length (min);4.0;Artist Popularity (1-10);7.0;Enjoyment Score;8.0
Song Length (min);4.0;Artist Popularity (1-10);9.0;Enjoyment Score;9.0
Song Length (min);5.0;Artist Popularity (1-10);8.0;Enjoyment Score;8.5
Song Length (min);5.0;Artist Popularity (1-10);6.0;Enjoyment Score;7.5
Song Length (min);6.0;Artist Popularity (1-10);5.0;Enjoyment Score;7.0
Song Length (min);2.0;Artist Popularity (1-10);10.0;Enjoyment Score;9.5
Song Length (min);3.0;Artist Popularity (1-10);9.0;Enjoyment Score;9.0
Song Length (min);3.0;Artist Popularity (1-10);7.0;Enjoyment Score;8.0
Song Length (min);4.0;Artist Popularity (1-10);6.0;Enjoyment Score;7.5
Song Length (min);4.0;Artist Popularity (1-10);8.0;Enjoyment Score;8.5
Song Length (min);5.0;Artist Popularity (1-10);7.0;Enjoyment Score;8.0
Song Length (min);5.0;Artist Popularity (1-10);5.0;Enjoyment Score;7.0
Song Length (min);6.0;Artist Popularity (1-10);4.0;Enjoyment Score;6.5
Song Length (min);3.0;Artist Popularity (1-10);9.0;Enjoyment Score;9.0
Song Length (min);4.0;Artist Popularity (1-10);8.0;Enjoyment Score;8.5
Song Length (min);2.0;Artist Popularity (1-10);7.0;Enjoyment Score;7.5
Song Length (min);3.0;Artist Popularity (1-10);6.0;Enjoyment Score;7.0
Song Length (min);4.0;Artist Popularity (1-10);10.0;Enjoyment Score;9.5
Song Length (min);5.0;Artist Popularity (1-10);9.0;Enjoyment Score;9.0
Book Length (pages);200.0;Author Fame (1-10);7.0;Enjoyment Score;8.0
Book Length (pages);250.0;Author Fame (1-10);6.0;Enjoyment Score;7.5
Book Length (pages);300.0;Author Fame (1-10);8.0;Enjoyment Score;8.5
Book Length (pages);350.0;Author Fame (1-10);7.0;Enjoyment Score;8.0
Book Length (pages);150.0;Author Fame (1-10);6.0;Enjoyment Score;7.0
Book Length (pages);200.0;Author Fame (1-10);5.0;Enjoyment Score;6.5
Book Length (pages);400.0;Author Fame (1-10);9.0;Enjoyment Score;9.0
Book Length (pages);450.0;Author Fame (1-10);8.0;Enjoyment Score;8.5
Book Length (pages);250.0;Author Fame (1-10);7.0;Enjoyment Score;8.0
Book Length (pages);300.0;Author Fame (1-10);6.0;Enjoyment Score;7.5
Book Length (pages);300.0;Author Fame (1-10);8.0;Enjoyment Score;8.5
Book Length (pages);350.0;Author Fame (1-10);7.0;Enjoyment Score;8.0
Book Length (pages);180.0;Author Fame (1-10);5.0;Enjoyment Score;6.5
Book Length (pages);220.0;Author Fame (1-10);4.0;Enjoyment Score;6.0
Book Length (pages);400.0;Author Fame (1-10);10.0;Enjoyment Score;9.5
Book Length (pages);450.0;Author Fame (1-10);9.0;Enjoyment Score;9.0
Book Length (pages);200.0;Author Fame (1-10);7.0;Enjoyment Score;8.0
Book Length (pages);250.0;Author Fame (1-10);6.0;Enjoyment Score;7.5
Book Length (pages);300.0;Author Fame (1-10);8.0;Enjoyment Score;8.5
Book Length (pages);350.0;Author Fame (1-10);7.0;Enjoyment Score;8.0
Book Thickness (cm);2.0;Number of Pages;300.0;Reading Time (minutes);180.0
Book Thickness (cm);1.5;Number of Pages;250.0;Reading Time (minutes);150.0
Book Thickness (cm);2.5;Number of Pages;400.0;Reading Time (minutes);250.0
Book Thickness (cm);2.0;Number of Pages;350.0;Reading Time (minutes);200.0
Book Thickness (cm);1.8;Number of Pages;220.0;Reading Time (minutes);132.0
Book Thickness (cm);1.2;Number of Pages;180.0;Reading Time (minutes);108.0
Book Thickness (cm);3.0;Number of Pages;500.0;Reading Time (minutes);300.0
Book Thickness (cm);2.5;Number of Pages;450.0;Reading Time (minutes);270.0
Book Thickness (cm);1.5;Number of Pages;200.0;Reading Time (minutes);120.0
Book Thickness (cm);1.0;Number of Pages;150.0;Reading Time (minutes);90.0
Book Thickness (cm);2.2;Number of Pages;320.0;Reading Time (minutes);192.0
Book Thickness (cm);1.8;Number of Pages;280.0;Reading Time (minutes);168.0
Book Thickness (cm);2.8;Number of Pages;420.0;Reading Time (minutes);252.0
Book Thickness (cm);2.4;Number of Pages;380.0;Reading Time (minutes);228.0
Book Thickness (cm);1.7;Number of Pages;240.0;Reading Time (minutes);144.0
Book Thickness (cm);1.3;Number of Pages;200.0;Reading Time (minutes);120.0
Book Thickness (cm);2.6;Number of Pages;360.0;Reading Time (minutes);216.0
Book Thickness (cm);2.1;Number of Pages;300.0;Reading Time (minutes);180.0
Book Thickness (cm);1.9;Number of Pages;260.0;Reading Time (minutes);156.0
Book Thickness (cm);1.4;Number of Pages;220.0;Reading Time (minutes);132.0
Phone Weight (g);150.0;Battery Capacity (mAh);4000.0;Battery Life (hours);10.0
Phone Weight (g);200.0;Battery Capacity (mAh);3500.0;Battery Life (hours);9.0
Phone Weight (g);180.0;Battery Capacity (mAh);4500.0;Battery Life (hours);11.0
Phone Weight (g);160.0;Battery Capacity (mAh);4000.0;Battery Life (hours);10.0
Phone Weight (g);140.0;Battery Capacity (mAh);3500.0;Battery Life (hours);8.5
Phone Weight (g);170.0;Battery Capacity (mAh);3000.0;Battery Life (hours);8.0
Phone Weight (g);190.0;Battery Capacity (mAh);5000.0;Battery Life (hours);12.0
Phone Weight (g);180.0;Battery Capacity (mAh);4500.0;Battery Life (hours);11.5
Phone Weight (g);160.0;Battery Capacity (mAh);4200.0;Battery Life (hours);10.5
Phone Weight (g);150.0;Battery Capacity (mAh);3800.0;Battery Life (hours);10.0
Phone Weight (g);170.0;Battery Capacity (mAh);4800.0;Battery Life (hours);11.8
Phone Weight (g);160.0;Battery Capacity (mAh);4400.0;Battery Life (hours);11.0
Phone Weight (g);130.0;Battery Capacity (mAh);3300.0;Battery Life (hours);8.0
Phone Weight (g);140.0;Battery Capacity (mAh);2900.0;Battery Life (hours);7.5
Phone Weight (g);185.0;Battery Capacity (mAh);5100.0;Battery Life (hours);12.3
Phone Weight (g);175.0;Battery Capacity (mAh);4700.0;Battery Life (hours);11.8
Phone Weight (g);155.0;Battery Capacity (mAh);4100.0;Battery Life (hours);10.3
Phone Weight (g);145.0;Battery Capacity (mAh);3700.0;Battery Life (hours);9.9
Phone Weight (g);165.0;Battery Capacity (mAh);4300.0;Battery Life (hours);10.8
Phone Weight (g);155.0;Battery Capacity (mAh);3900.0;Battery Life (hours);10.2
Car Engine Size (L);2.0;Fuel Efficiency (km/L);12.0;Distance on Full Tank (km);480.0
Car Engine Size (L);1.8;Fuel Efficiency (km/L);14.0;Distance on Full Tank (km);420.0
Car Engine Size (L);2.5;Fuel Efficiency (km/L);10.0;Distance on Full Tank (km);400.0
Car Engine Size (L);2.2;Fuel Efficiency (km/L);12.0;Distance on Full Tank (km);432.0
Car Engine Size (L);1.6;Fuel Efficiency (km/L);15.0;Distance on Full Tank (km);525.0
Car Engine Size (L);1.4;Fuel Efficiency (km/L);17.0;Distance on Full Tank (km);595.0
Car Engine Size (L);3.0;Fuel Efficiency (km/L);8.0;Distance on Full Tank (km);320.0
Car Engine Size (L);2.8;Fuel Efficiency (km/L);10.0;Distance on Full Tank (km);350.0
Car Engine Size (L);2.2;Fuel Efficiency (km/L);11.0;Distance on Full Tank (km);440.0
Car Engine Size (L);2.0;Fuel Efficiency (km/L);13.0;Distance on Full Tank (km);481.0
Car Engine Size (L);1.8;Fuel Efficiency (km/L);13.0;Distance on Full Tank (km);481.0
Car Engine Size (L);1.6;Fuel Efficiency (km/L);15.0;Distance on Full Tank (km);525.0
Car Engine Size (L);2.4;Fuel Efficiency (km/L);9.0;Distance on Full Tank (km);360.0
Car Engine Size (L);2.2;Fuel Efficiency (km/L);11.0;Distance on Full Tank (km);407.0
Car Engine Size (L);1.5;Fuel Efficiency (km/L);16.0;Distance on Full Tank (km);560.0
Car Engine Size (L);1.3;Fuel Efficiency (km/L);18.0;Distance on Full Tank (km);612.0
Car Engine Size (L);2.6;Fuel Efficiency (km/L);7.0;Distance on Full Tank (km);280.0
Car Engine Size (L);2.4;Fuel Efficiency (km/L);9.0;Distance on Full Tank (km);360.0
Car Engine Size (L);1.7;Fuel Efficiency (km/L);14.0;Distance on Full Tank (km);490.0
Car Engine Size (L);1.5;Fuel Efficiency (km/L);16.0;Distance on Full Tank (km);560.0
Exercise Time (min);30.0;Intensity (1-10);7.0;Calories Burned;210.0
Exercise Time (min);25.0;Intensity (1-10);8.0;Calories Burned;200.0
Exercise Time (min);40.0;Intensity (1-10);6.0;Calories Burned;240.0
Exercise Time (min);35.0;Intensity (1-10);7.0;Calories Burned;245.0
Exercise Time (min);20.0;Intensity (1-10);8.0;Calories Burned;160.0
Exercise Time (min);15.0;Intensity (1-10);9.0;Calories Burned;135.0
Exercise Time (min);50.0;Intensity (1-10);5.0;Calories Burned;250.0
Exercise Time (min);45.0;Intensity (1-10);6.0;Calories Burned;270.0
Exercise Time (min);25.0;Intensity (1-10);9.0;Calories Burned;225.0
Exercise Time (min);20.0;Intensity (1-10);10.0;Calories Burned;200.0
Exercise Time (min);35.0;Intensity (1-10);7.0;Calories Burned;245.0
Exercise Time (min);30.0;Intensity (1-10);8.0;Calories Burned;240.0
Exercise Time (min);15.0;Intensity (1-10);10.0;Calories Burned;150.0
Exercise Time (min);10.0;Intensity (1-10);11.0;Calories Burned;110.0
Exercise Time (min);45.0;Intensity (1-10);6.0;Calories Burned;270.0
