Feature 1 name;Feature 1 value;Feature 2 name;Feature 2 value;Target name;Target value
Plant height;110.0;Plant width;5.0;Flower production;22.0
Plant height;100.0;Plant width;6.0;Flower production;20.0
Plant height;80.0;Plant width;7.0;Flower production;16.0
House size;200.0;House floors;2.0;Market value;300.0
House size;180.0;House floors;3.0;Market value;280.0
House size;220.0;House floors;1.0;Market value;320.0
House size;200.0;House floors;2.0;Market value;300.0
House size;180.0;House floors;3.0;Market value;270.0
House size;160.0;House floors;4.0;Market value;250.0
House size;250.0;House floors;2.0;Market value;350.0
House size;230.0;House floors;3.0;Market value;330.0
House size;190.0;House floors;3.0;Market value;280.0
House size;170.0;House floors;4.0;Market value;260.0
House size;240.0;House floors;1.0;Market value;340.0
House size;220.0;House floors;2.0;Market value;320.0
House size;170.0;House floors;4.0;Market value;250.0
House size;150.0;House floors;5.0;Market value;230.0
House size;210.0;House floors;2.0;Market value;310.0
House size;190.0;House floors;3.0;Market value;290.0
House size;230.0;House floors;3.0;Market value;330.0
House size;210.0;House floors;4.0;Market value;310.0
House size;200.0;House floors;2.0;Market value;300.0
House size;180.0;House floors;3.0;Market value;280.0
Cooking Time;30.0;Ingredients;5;Deliciousness;7.0
Cooking Time;45.0;Ingredients;4;Deliciousness;6.0
Cooking Time;20.0;Ingredients;6;Deliciousness;8.0
Cooking Time;35.0;Ingredients;3;Deliciousness;7.0
Cooking Time;40.0;Ingredients;4;Deliciousness;6.0
Cooking Time;25.0;Ingredients;5;Deliciousness;7.0
Cooking Time;25.0;Ingredients;7;Deliciousness;9.0
Cooking Time;50.0;Ingredients;2;Deliciousness;5.0
Cooking Time;35.0;Ingredients;5;Deliciousness;7.0
Cooking Time;20.0;Ingredients;6;Deliciousness;8.0
Cooking Time;50.0;Ingredients;3;Deliciousness;6.0
Cooking Time;30.0;Ingredients;4;Deliciousness;7.0
Cooking Time;15.0;Ingredients;6;Deliciousness;9.0
Cooking Time;40.0;Ingredients;3;Deliciousness;6.0
Cooking Time;45.0;Ingredients;2;Deliciousness;5.0
Cooking Time;25.0;Ingredients;5;Deliciousness;8.0
Cooking Time;20.0;Ingredients;4;Deliciousness;8.0
Cooking Time;30.0;Ingredients;3;Deliciousness;7.0
Cooking Time;30.0;Ingredients;6;Deliciousness;7.0
Cooking Time;40.0;Ingredients;2;Deliciousness;5.0
Engine Power;200.0;Weight;1500;Speed;180.0
Engine Power;180.0;Weight;1400;Speed;170.0
Engine Power;250.0;Weight;1600;Speed;190.0
Engine Power;220.0;Weight;1500;Speed;180.0
Engine Power;180.0;Weight;1400;Speed;170.0
Engine Power;220.0;Weight;1600;Speed;185.0
Engine Power;230.0;Weight;1700;Speed;185.0
Engine Power;210.0;Weight;1500;Speed;175.0
Engine Power;210.0;Weight;1500;Speed;175.0
Engine Power;240.0;Weight;1800;Speed;180.0
Engine Power;240.0;Weight;1600;Speed;180.0
Engine Power;200.0;Weight;1400;Speed;170.0
Engine Power;220.0;Weight;1500;Speed;175.0
Engine Power;250.0;Weight;1700;Speed;180.0
Engine Power;190.0;Weight;1400;Speed;165.0
Engine Power;230.0;Weight;1600;Speed;175.0
Engine Power;200.0;Weight;1500;Speed;170.0
Engine Power;240.0;Weight;1700;Speed;180.0
Engine Power;250.0;Weight;1800;Speed;185.0
Engine Power;210.0;Weight;1500;Speed;170.0
Age;5.0;Size;20;Comfort;7.0
Age;10.0;Size;25;Comfort;6.0
Age;3.0;Size;25;Comfort;8.0
Age;12.0;Size;30;Comfort;5.0
Age;10.0;Size;15;Comfort;6.0
Age;5.0;Size;20;Comfort;7.0
Age;8.0;Size;30;Comfort;5.0
Age;4.0;Size;25;Comfort;8.0
Age;12.0;Size;20;Comfort;5.0
Age;6.0;Size;25;Comfort;7.0
Age;6.0;Size;25;Comfort;7.0
Age;10.0;Size;30;Comfort;6.0
Age;4.0;Size;30;Comfort;8.0
Age;8.0;Size;20;Comfort;6.0
Age;10.0;Size;15;Comfort;6.0
Age;3.0;Size;25;Comfort;8.0
Age;5.0;Size;20;Comfort;7.0
Age;12.0;Size;25;Comfort;6.0
Age;7.0;Size;25;Comfort;6.0
Age;4.0;Size;30;Comfort;7.0
Price;100.0;Size;50;Value;8.0
Price;120.0;Size;60;Value;7.0
Price;80.0;Size;40;Value;9.0
Price;100.0;Size;50;Value;8.0
Price;120.0;Size;60;Value;7.0
Price;80.0;Size;40;Value;9.0
Price;90.0;Size;30;Value;6.0
Price;110.0;Size;40;Value;8.0
Price;110.0;Size;50;Value;7.0
Price;90.0;Size;30;Value;6.0
Price;100.0;Size;40;Value;8.0
Price;130.0;Size;60;Value;6.0
Price;80.0;Size;30;Value;9.0
Price;100.0;Size;40;Value;8.0
Price;130.0;Size;60;Value;6.0
Price;90.0;Size;30;Value;7.0
Price;90.0;Size;40;Value;8.0
Price;110.0;Size;50;Value;7.0
Price;120.0;Size;50;Value;7.0
Price;100.0;Size;40;Value;8.0
Study Time;5.0;Distractions;2;Exam Score;80.0
Study Time;7.0;Distractions;3;Exam Score;70.0
Study Time;4.0;Distractions;1;Exam Score;85.0
Study Time;6.0;Distractions;2;Exam Score;75.0
Study Time;6.0;Distractions;3;Exam Score;75.0
Study Time;5.0;Distractions;2;Exam Score;80.0
Study Time;3.0;Distractions;1;Exam Score;90.0
Study Time;8.0;Distractions;4;Exam Score;65.0
Study Time;7.0;Distractions;2;Exam Score;75.0
Study Time;4.0;Distractions;1;Exam Score;85.0
Study Time;5.0;Distractions;3;Exam Score;70.0
Study Time;6.0;Distractions;2;Exam Score;75.0
Study Time;6.0;Distractions;1;Exam Score;85.0
Study Time;5.0;Distractions;3;Exam Score;75.0
Study Time;4.0;Distractions;2;Exam Score;80.0
Study Time;7.0;Distractions;4;Exam Score;65.0
Study Time;8.0;Distractions;3;Exam Score;70.0
Study Time;5.0;Distractions;1;Exam Score;85.0
Study Time;5.0;Distractions;2;Exam Score;80.0
Study Time;6.0;Distractions;3;Exam Score;75.0
Speed;60.0;Weight;10;Distance;150.0
Speed;50.0;Weight;15;Distance;140.0
Speed;55.0;Weight;12;Distance;145.0
Speed;65.0;Weight;10;Distance;155.0
Speed;65.0;Weight;10;Distance;155.0
Speed;55.0;Weight;15;Distance;145.0
Speed;50.0;Weight;15;Distance;140.0
Speed;60.0;Weight;10;Distance;150.0
Speed;70.0;Weight;12;Distance;160.0
Speed;55.0;Weight;10;Distance;150.0
Speed;60.0;Weight;15;Distance;145.0
Speed;55.0;Weight;10;Distance;150.0
Speed;55.0;Weight;10;Distance;150.0
Speed;65.0;Weight;15;Distance;140.0
Speed;65.0;Weight;12;Distance;155.0
Speed;50.0;Weight;10;Distance;150.0
Speed;50.0;Weight;10;Distance;150.0
Speed;60.0;Weight;15;Distance;145.0
Speed;60.0;Weight;12;Distance;155.0
Speed;55.0;Weight;10;Distance;150.0
Temperature;25.0;Time;2;Comfort;7.0
Temperature;30.0;Time;3;Comfort;6.0
Temperature;20.0;Time;1;Comfort;8.0
Temperature;28.0;Time;2;Comfort;7.0
Temperature;30.0;Time;3;Comfort;6.0
Temperature;25.0;Time;2;Comfort;7.0
Temperature;22.0;Time;1;Comfort;8.0
Temperature;32.0;Time;4;Comfort;5.0
Temperature;28.0;Time;2;Comfort;7.0
Temperature;20.0;Time;1;Comfort;8.0
Temperature;32.0;Time;4;Comfort;5.0
Temperature;24.0;Time;2;Comfort;7.0
Temperature;24.0;Time;2;Comfort;7.0
Temperature;30.0;Time;3;Comfort;6.0
Temperature;20.0;Time;1;Comfort;8.0
Temperature;28.0;Time;2;Comfort;7.0
Temperature;25.0;Time;2;Comfort;7.0
Temperature;32.0;Time;4;Comfort;5.0
Temperature;30.0;Time;3;Comfort;6.0
Temperature;22.0;Time;1;Comfort;8.0
Battery Life;24.0;Weight;500;Portability;8.0
Battery Life;18.0;Weight;400;Portability;7.0
Battery Life;30.0;Weight;600;Portability;7.0
Battery Life;20.0;Weight;500;Portability;8.0
Battery Life;18.0;Weight;400;Portability;7.0
Battery Life;24.0;Weight;500;Portability;8.0
Battery Life;20.0;Weight;500;Portability;8.0
Battery Life;30.0;Weight;600;Portability;7.0
Battery Life;24.0;Weight;550;Portability;7.0
Battery Life;18.0;Weight;450;Portability;8.0
Battery Life;30.0;Weight;600;Portability;7.0
Battery Life;22.0;Weight;500;Portability;8.0
Battery Life;22.0;Weight;500;Portability;8.0
Battery Life;20.0;Weight;450;Portability;7.0
Battery Life;18.0;Weight;450;Portability;8.0
Battery Life;24.0;Weight;550;Portability;7.0
Battery Life;20.0;Weight;500;Portability;8.0
Battery Life;30.0;Weight;600;Portability;7.0
Battery Life;24.0;Weight;500;Portability;8.0
Battery Life;18.0;Weight;400;Portability;7.0
Effort;5.0;Time;2;Result;8.0
Effort;7.0;Time;3;Result;7.0
Effort;4.0;Time;1;Result;9.0
Effort;6.0;Time;2;Result;8.0
Effort;6.0;Time;3;Result;7.0
Effort;5.0;Time;2;Result;8.0
Effort;3.0;Time;1;Result;10.0
Effort;8.0;Time;4;Result;6.0
Effort;7.0;Time;2;Result;7.0
Effort;4.0;Time;1;Result;9.0
Effort;5.0;Time;3;Result;7.0
Effort;6.0;Time;2;Result;8.0
Effort;6.0;Time;1;Result;9.0
Effort;5.0;Time;3;Result;7.0
Effort;4.0;Time;2;Result;8.0
Effort;7.0;Time;4;Result;6.0
Effort;8.0;Time;3;Result;7.0
Effort;5.0;Time;1;Result;9.0
Effort;5.0;Time;2;Result;8.0
Effort;6.0;Time;3;Result;7.0
Fuel Efficiency;30.0;Weight;1500;Distance;450.0
Fuel Efficiency;25.0;Weight;1600;Distance;400.0
Fuel Efficiency;28.0;Weight;1400;Distance;420.0
Fuel Efficiency;32.0;Weight;1500;Distance;480.0
Fuel Efficiency;32.0;Weight;1500;Distance;480.0
Fuel Efficiency;28.0;Weight;1400;Distance;420.0
Fuel Efficiency;25.0;Weight;1600;Distance;400.0
Fuel Efficiency;30.0;Weight;1500;Distance;450.0
Fuel Efficiency;35.0;Weight;1400;Distance;490.0
Fuel Efficiency;27.0;Weight;1500;Distance;405.0
Fuel Efficiency;27.0;Weight;1500;Distance;405.0
Fuel Efficiency;35.0;Weight;1400;Distance;490.0
Fuel Efficiency;30.0;Weight;1600;Distance;420.0
Fuel Efficiency;28.0;Weight;1400;Distance;420.0
Fuel Efficiency;28.0;Weight;1400;Distance;420.0
Fuel Efficiency;32.0;Weight;1500;Distance;480.0
Fuel Efficiency;32.0;Weight;1500;Distance;480.0
Fuel Efficiency;25.0;Weight;1600;Distance;400.0
Fuel Efficiency;30.0;Weight;1500;Distance;450.0
Fuel Efficiency;25.0;Weight;1600;Distance;400.0
Weight (kg);80.0;Size (cm);120;Price;1200.0
Weight (kg);70.0;Size (cm);130;Price;1050.0
Weight (kg);75.0;Size (cm);110;Price;1100.0
Weight (kg);85.0;Size (cm);125;Price;1250.0
Weight (kg);90.0;Size (cm);115;Price;1300.0
Weight (kg);80.0;Size (cm);120;Price;1200.0
Weight (kg);65.0;Size (cm);100;Price;900.0
Weight (kg);70.0;Size (cm);110;Price;950.0
Weight (kg);82.0;Size (cm);125;Price;1250.0
Weight (kg);80.0;Size (cm);130;Price;1220.0
Weight (kg);78.0;Size (cm);115;Price;1100.0
Weight (kg);82.0;Size (cm);120;Price;1150.0
Weight (kg);95.0;Size (cm);135;Price;1400.0
Weight (kg);90.0;Size (cm);140;Price;1350.0
Weight (kg);68.0;Size (cm);105;Price;920.0
Weight (kg);72.0;Size (cm);110;Price;960.0
Weight (kg);88.0;Size (cm);120;Price;1300.0
Weight (kg);85.0;Size (cm);125;Price;1270.0
Weight (kg);74.0;Size (cm);112;Price;1050.0
Weight (kg);77.0;Size (cm);118;Price;1100.0
Distance (km);50.0;Fuel Efficiency (km/L);15;Fuel Cost;4.0
Distance (km);60.0;Fuel Efficiency (km/L);12;Fuel Cost;5.0
Distance (km);40.0;Fuel Efficiency (km/L);18;Fuel Cost;2.22
Distance (km);50.0;Fuel Efficiency (km/L);16;Fuel Cost;3.13
Distance (km);60.0;Fuel Efficiency (km/L);10;Fuel Cost;6.0
Distance (km);55.0;Fuel Efficiency (km/L);12;Fuel Cost;4.58
Distance (km);70.0;Fuel Efficiency (km/L);14;Fuel Cost;5.0
Distance (km);65.0;Fuel Efficiency (km/L);13;Fuel Cost;5.0
Distance (km);55.0;Fuel Efficiency (km/L);16;Fuel Cost;3.44
Distance (km);60.0;Fuel Efficiency (km/L);15;Fuel Cost;4.0
Distance (km);45.0;Fuel Efficiency (km/L);12;Fuel Cost;3.75
Distance (km);50.0;Fuel Efficiency (km/L);10;Fuel Cost;5.0
Distance (km);80.0;Fuel Efficiency (km/L);18;Fuel Cost;4.44
Distance (km);75.0;Fuel Efficiency (km/L);17;Fuel Cost;4.41
Distance (km);35.0;Fuel Efficiency (km/L);10;Fuel Cost;3.5
Distance (km);40.0;Fuel Efficiency (km/L);11;Fuel Cost;3.64
Distance (km);65.0;Fuel Efficiency (km/L);14;Fuel Cost;4.64
Distance (km);70.0;Fuel Efficiency (km/L);13;Fuel Cost;5.38
Distance (km);50.0;Fuel Efficiency (km/L);13;Fuel Cost;3.85
Distance (km);45.0;Fuel Efficiency (km/L);12;Fuel Cost;3.75
Height (cm);180.0;Arm Span (cm);175;Jump Height (cm);80.0
Height (cm);170.0;Arm Span (cm);170;Jump Height (cm);75.0
Height (cm);175.0;Arm Span (cm);170;Jump Height (cm);78.0
Height (cm);185.0;Arm Span (cm);180;Jump Height (cm);82.0
Height (cm);190.0;Arm Span (cm);185;Jump Height (cm);85.0
Height (cm);180.0;Arm Span (cm);180;Jump Height (cm);80.0
Height (cm);165.0;Arm Span (cm);160;Jump Height (cm);72.0
Height (cm);170.0;Arm Span (cm);165;Jump Height (cm);74.0
Height (cm);170.0;Arm Span (cm);165;Jump Height (cm);76.0
Height (cm);165.0;Arm Span (cm);160;Jump Height (cm);73.0
Height (cm);185.0;Arm Span (cm);180;Jump Height (cm);83.0
Height (cm);190.0;Arm Span (cm);185;Jump Height (cm);85.0
Height (cm);160.0;Arm Span (cm);155;Jump Height (cm);70.0
Height (cm);165.0;Arm Span (cm);160;Jump Height (cm);72.0
Height (cm);175.0;Arm Span (cm);170;Jump Height (cm);78.0
Height (cm);170.0;Arm Span (cm);165;Jump Height (cm);75.0
Height (cm);180.0;Arm Span (cm);175;Jump Height (cm);80.0
Height (cm);185.0;Arm Span (cm);180;Jump Height (cm);82.0
Height (cm);170.0;Arm Span (cm);165;Jump Height (cm);76.0
Height (cm);175.0;Arm Span (cm);170;Jump Height (cm);78.0
Time (minutes);30.0;Difficulty (1-10);7;Stress Level (1-10);6.0
Time (minutes);40.0;Difficulty (1-10);6;Stress Level (1-10);5.0
Time (minutes);25.0;Difficulty (1-10);9;Stress Level (1-10);7.0
Time (minutes);35.0;Difficulty (1-10);8;Stress Level (1-10);6.0
Time (minutes);40.0;Difficulty (1-10);5;Stress Level (1-10);4.0
Time (minutes);30.0;Difficulty (1-10);6;Stress Level (1-10);5.0
Time (minutes);35.0;Difficulty (1-10);8;Stress Level (1-10);6.0
Time (minutes);45.0;Difficulty (1-10);7;Stress Level (1-10);5.0
Time (minutes);20.0;Difficulty (1-10);10;Stress Level (1-10);7.0
Time (minutes);30.0;Difficulty (1-10);9;Stress Level (1-10);6.0
Time (minutes);45.0;Difficulty (1-10);4;Stress Level (1-10);3.0
Time (minutes);35.0;Difficulty (1-10);5;Stress Level (1-10);4.0
Time (minutes);25.0;Difficulty (1-10);6;Stress Level (1-10);5.0
Time (minutes);30.0;Difficulty (1-10);7;Stress Level (1-10);6.0
Time (minutes);30.0;Difficulty (1-10);8;Stress Level (1-10);6.0
Time (minutes);40.0;Difficulty (1-10);7;Stress Level (1-10);5.0
Time (minutes);20.0;Difficulty (1-10);7;Stress Level (1-10);5.0
Time (minutes);25.0;Difficulty (1-10);8;Stress Level (1-10);6.0
Time (minutes);40.0;Difficulty (1-10);6;Stress Level (1-10);5.0
Time (minutes);35.0;Difficulty (1-10);5;Stress Level (1-10);4.0
Speed (km/h);60.0;Distance (km);30;Time (minutes);30.0
Speed (km/h);50.0;Distance (km);25;Time (minutes);30.0
Speed (km/h);70.0;Distance (km);40;Time (minutes);34.0
Speed (km/h);65.0;Distance (km);39;Time (minutes);37.0
Speed (km/h);55.0;Distance (km);25;Time (minutes);27.0
Speed (km/h);60.0;Distance (km);30;Time (minutes);30.0
Speed (km/h);80.0;Distance (km);40;Time (minutes);30.0
Speed (km/h);75.0;Distance (km);37;Time (minutes);30.0
Speed (km/h);65.0;Distance (km);35;Time (minutes);32.0
Speed (km/h);60.0;Distance (km);30;Time (minutes);30.0
Speed (km/h);50.0;Distance (km);20;Time (minutes);24.0
Speed (km/h);55.0;Distance (km);22;Time (minutes);25.0
Speed (km/h);75.0;Distance (km);40;Time (minutes);32.0
Speed (km/h);70.0;Distance (km);35;Time (minutes);30.0
Speed (km/h);60.0;Distance (km);30;Time (minutes);30.0
Speed (km/h);65.0;Distance (km);32;Time (minutes);31.0
Speed (km/h);55.0;Distance (km);25;Time (minutes);27.0
Speed (km/h);50.0;Distance (km);24;Time (minutes);29.0
Speed (km/h);70.0;Distance (km);35;Time (minutes);30.0
Speed (km/h);65.0;Distance (km);32;Time (minutes);29.0
Price (€);100.0;Size (cm²);100;Value for Money;1.0
Price (€);120.0;Size (cm²);120;Value for Money;1.0
Price (€);150.0;Size (cm²);150;Value for Money;1.0
Price (€);180.0;Size (cm²);180;Value for Money;1.0
Price (€);120.0;Size (cm²);120;Value for Money;1.0
Price (€);130.0;Size (cm²);130;Value for Money;1.0
Price (€);80.0;Size (cm²);80;Value for Money;1.0
Price (€);90.0;Size (cm²);90;Value for Money;1.0
Price (€);200.0;Size (cm²);200;Value for Money;1.0
Price (€);210.0;Size (cm²);210;Value for Money;1.0
Price (€);110.0;Size (cm²);110;Value for Money;1.0
Price (€);130.0;Size (cm²);130;Value for Money;1.0
Price (€);90.0;Size (cm²);90;Value for Money;1.0
Price (€);100.0;Size (cm²);100;Value for Money;1.0
Price (€);130.0;Size (cm²);130;Value for Money;1.0
Price (€);140.0;Size (cm²);140;Value for Money;1.0
Price (€);160.0;Size (cm²);160;Value for Money;1.0
Price (€);170.0;Size (cm²);170;Value for Money;1.0
Price (€);100.0;Size (cm²);100;Value for Money;1.0
Price (€);110.0;Size (cm²);110;Value for Money;1.0
Fat (g);10.0;Protein (g);20;Calories;200.0
Fat (g);15.0;Protein (g);15;Calories;225.0
Fat (g);12.0;Protein (g);25;Calories;260.0
Fat (g);10.0;Protein (g);30;Calories;250.0
Fat (g);18.0;Protein (g);22;Calories;280.0
Fat (g);15.0;Protein (g);28;Calories;275.0
Fat (g);8.0;Protein (g);30;Calories;250.0
Fat (g);12.0;Protein (g);25;Calories;260.0
Fat (g);14.0;Protein (g);28;Calories;290.0
Fat (g);16.0;Protein (g);24;Calories;280.0
Fat (g);10.0;Protein (g);35;Calories;270.0
Fat (g);12.0;Protein (g);30;Calories;275.0
Fat (g);16.0;Protein (g);20;Calories;280.0
Fat (g);18.0;Protein (g);18;Calories;285.0
Fat (g);9.0;Protein (g);32;Calories;250.0
Fat (g);11.0;Protein (g);28;Calories;260.0
Fat (g);12.0;Protein (g);28;Calories;270.0
Fat (g);14.0;Protein (g);25;Calories;275.0
Fat (g);15.0;Protein (g);25;Calories;280.0
Fat (g);13.0;Protein (g);30;Calories;275.0
Age (years);30.0;Experience (years);10;Performance (1-10);8.0
Age (years);40.0;Experience (years);15;Performance (1-10);9.0
Age (years);25.0;Experience (years);5;Performance (1-10);6.0
Age (years);35.0;Experience (years);12;Performance (1-10);8.0
Age (years);40.0;Experience (years);20;Performance (1-10);9.0
Age (years);50.0;Experience (years);25;Performance (1-10);9.0
Age (years);28.0;Experience (years);8;Performance (1-10);7.0
Age (years);32.0;Experience (years);10;Performance (1-10);8.0
Age (years);35.0;Experience (years);15;Performance (1-10);8.0
Age (years);45.0;Experience (years);20;Performance (1-10);9.0
Age (years);22.0;Experience (years);4;Performance (1-10);5.0
Age (years);28.0;Experience (years);8;Performance (1-10);7.0
Age (years);32.0;Experience (years);10;Performance (1-10);8.0
Age (years);38.0;Experience (years);14;Performance (1-10);9.0
Age (years);27.0;Experience (years);6;Performance (1-10);6.0
Age (years);30.0;Experience (years);9;Performance (1-10);8.0
Age (years);34.0;Experience (years);12;Performance (1-10);8.0
Age (years);40.0;Experience (years);16;Performance (1-10);9.0
Age (years);29.0;Experience (years);7;Performance (1-10);6.0
Age (years);33.0;Experience (years);11;Performance (1-10);8.0
Screen Size (inches);6.0;Battery Life (hours);10;User Satisfaction (1-10);7.0
Screen Size (inches);5.0;Battery Life (hours);12;User Satisfaction (1-10);8.0
Screen Size (inches);7.0;Battery Life (hours);8;User Satisfaction (1-10);6.0
Screen Size (inches);6.0;Battery Life (hours);10;User Satisfaction (1-10);7.0
Screen Size (inches);5.0;Battery Life (hours);12;User Satisfaction (1-10);8.0
Screen Size (inches);4.0;Battery Life (hours);14;User Satisfaction (1-10);9.0
Screen Size (inches);6.0;Battery Life (hours);9;User Satisfaction (1-10);6.0
Screen Size (inches);7.0;Battery Life (hours);11;User Satisfaction (1-10);7.0
Screen Size (inches);8.0;Battery Life (hours);7;User Satisfaction (1-10);6.0
Screen Size (inches);7.0;Battery Life (hours);9;User Satisfaction (1-10);7.0
Screen Size (inches);5.0;Battery Life (hours);11;User Satisfaction (1-10);7.0
Screen Size (inches);6.0;Battery Life (hours);13;User Satisfaction (1-10);8.0
Screen Size (inches);7.0;Battery Life (hours);10;User Satisfaction (1-10);7.0
Screen Size (inches);6.0;Battery Life (hours);12;User Satisfaction (1-10);8.0
Screen Size (inches);6.0;Battery Life (hours);8;User Satisfaction (1-10);6.0
Screen Size (inches);5.0;Battery Life (hours);10;User Satisfaction (1-10);7.0
Screen Size (inches);5.0;Battery Life (hours);13;User Satisfaction (1-10);8.0
Screen Size (inches);4.0;Battery Life (hours);15;User Satisfaction (1-10);9.0
Screen Size (inches);7.0;Battery Life (hours);9;User Satisfaction (1-10);7.0
Screen Size (inches);6.0;Battery Life (hours);11;User Satisfaction (1-10);8.0
Price (€);100.0;Brand Reputation (1-10);7;Quality Rating (1-10);8.0
Price (€);120.0;Brand Reputation (1-10);8;Quality Rating (1-10);9.0
Price (€);150.0;Brand Reputation (1-10);6;Quality Rating (1-10);7.0
Price (€);140.0;Brand Reputation (1-10);8;Quality Rating (1-10);8.0
Price (€);120.0;Brand Reputation (1-10);8;Quality Rating (1-10);9.0
Price (€);130.0;Brand Reputation (1-10);7;Quality Rating (1-10);8.0
Price (€);80.0;Brand Reputation (1-10);9;Quality Rating (1-10);9.0
Price (€);90.0;Brand Reputation (1-10);7;Quality Rating (1-10);8.0
Price (€);200.0;Brand Reputation (1-10);5;Quality Rating (1-10);7.0
Price (€);190.0;Brand Reputation (1-10);7;Quality Rating (1-10);8.0
Price (€);110.0;Brand Reputation (1-10);8;Quality Rating (1-10);8.0
Price (€);120.0;Brand Reputation (1-10);9;Quality Rating (1-10);9.0
Price (€);90.0;Brand Reputation (1-10);7;Quality Rating (1-10);7.0
Price (€);100.0;Brand Reputation (1-10);8;Quality Rating (1-10);8.0
Price (€);130.0;Brand Reputation (1-10);9;Quality Rating (1-10);9.0
Price (€);140.0;Brand Reputation (1-10);8;Quality Rating (1-10);8.0
Price (€);160.0;Brand Reputation (1-10);7;Quality Rating (1-10);7.0
Price (€);150.0;Brand Reputation (1-10);8;Quality Rating (1-10);8.0
Price (€);100.0;Brand Reputation (1-10);8;Quality Rating (1-10);8.0
Price (€);110.0;Brand Reputation (1-10);9;Quality Rating (1-10);9.0
Book Thickness;1.5;Number of Pages;250.0;Reading Time (minutes);300.0
Book Thickness;2.0;Number of Pages;300.0;Reading Time (minutes);360.0
Book Thickness;1.2;Number of Pages;200.0;Reading Time (minutes);240.0
Book Thickness;1.8;Number of Pages;280.0;Reading Time (minutes);324.0
Book Thickness;1.7;Number of Pages;270.0;Reading Time (minutes);324.0
Book Thickness;2.2;Number of Pages;310.0;Reading Time (minutes);374.0
Book Thickness;1.3;Number of Pages;220.0;Reading Time (minutes);260.0
Book Thickness;1.6;Number of Pages;260.0;Reading Time (minutes);304.0
Book Thickness;1.9;Number of Pages;310.0;Reading Time (minutes);368.0
Book Thickness;2.4;Number of Pages;340.0;Reading Time (minutes);416.0
Book Thickness;1.4;Number of Pages;230.0;Reading Time (minutes);276.0
Book Thickness;1.7;Number of Pages;250.0;Reading Time (minutes);297.5
Book Thickness;1.6;Number of Pages;260.0;Reading Time (minutes);304.0
Book Thickness;2.0;Number of Pages;290.0;Reading Time (minutes);350.0
Book Thickness;1.8;Number of Pages;290.0;Reading Time (minutes);342.0
Book Thickness;2.3;Number of Pages;320.0;Reading Time (minutes);391.0
Book Thickness;1.5;Number of Pages;240.0;Reading Time (minutes);288.0
Book Thickness;1.9;Number of Pages;270.0;Reading Time (minutes);332.5
Book Thickness;1.7;Number of Pages;280.0;Reading Time (minutes);324.0
Book Thickness;2.1;Number of Pages;300.0;Reading Time (minutes);378.0
Car Horsepower;250.0;Car Weight;3000.0;Acceleration (seconds);6.2
Car Horsepower;300.0;Car Weight;3200.0;Acceleration (seconds);5.8
Car Horsepower;220.0;Car Weight;2800.0;Acceleration (seconds);6.6
Car Horsepower;280.0;Car Weight;3000.0;Acceleration (seconds);6.0
Car Horsepower;270.0;Car Weight;3100.0;Acceleration (seconds);6.0
Car Horsepower;320.0;Car Weight;3300.0;Acceleration (seconds);5.6
Car Horsepower;240.0;Car Weight;2900.0;Acceleration (seconds);6.7
Car Horsepower;290.0;Car Weight;3100.0;Acceleration (seconds);6.2
Car Horsepower;260.0;Car Weight;3000.0;Acceleration (seconds);6.3
Car Horsepower;310.0;Car Weight;3200.0;Acceleration (seconds);5.9
Car Horsepower;230.0;Car Weight;2800.0;Acceleration (seconds);6.8
Car Horsepower;290.0;Car Weight;3000.0;Acceleration (seconds);6.4
Car Horsepower;280.0;Car Weight;3100.0;Acceleration (seconds);5.9
Car Horsepower;330.0;Car Weight;3300.0;Acceleration (seconds);5.5
Car Horsepower;250.0;Car Weight;2900.0;Acceleration (seconds);6.5
Car Horsepower;300.0;Car Weight;3100.0;Acceleration (seconds);6.0
Car Horsepower;240.0;Car Weight;2800.0;Acceleration (seconds);6.7
Car Horsepower;290.0;Car Weight;3000.0;Acceleration (seconds);6.3
Car Horsepower;270.0;Car Weight;3000.0;Acceleration (seconds);6.2
Car Horsepower;320.0;Car Weight;3200.0;Acceleration (seconds);5.8
Phone Battery Capacity;4000.0;Phone Screen Size;6.5;Phone Battery Life (hours);24.0
Phone Battery Capacity;3500.0;Phone Screen Size;5.8;Phone Battery Life (hours);22.0
Phone Battery Capacity;3800.0;Phone Screen Size;6.1;Phone Battery Life (hours);23.0
Phone Battery Capacity;3200.0;Phone Screen Size;5.5;Phone Battery Life (hours);20.0
Phone Battery Capacity;4200.0;Phone Screen Size;6.8;Phone Battery Life (hours);25.0
Phone Battery Capacity;3700.0;Phone Screen Size;6.2;Phone Battery Life (hours);23.0
Phone Battery Capacity;3900.0;Phone Screen Size;6.3;Phone Battery Life (hours);23.5
Phone Battery Capacity;3400.0;Phone Screen Size;5.7;Phone Battery Life (hours);21.0
Phone Battery Capacity;4100.0;Phone Screen Size;6.7;Phone Battery Life (hours);25.0
Phone Battery Capacity;3600.0;Phone Screen Size;6.0;Phone Battery Life (hours);22.5
Phone Battery Capacity;3700.0;Phone Screen Size;5.9;Phone Battery Life (hours);22.0
Phone Battery Capacity;3300.0;Phone Screen Size;5.4;Phone Battery Life (hours);20.0
Phone Battery Capacity;4300.0;Phone Screen Size;6.9;Phone Battery Life (hours);26.0
