Feature 1 name,Feature 1 value,Feature 2 name,Feature 2 value,Target name,Target value,task_id,trial_id
Distance from center (km),2.0,Size (m²),30,Rent (per month),1400.0,32,7
Distance from center (km),5.0,Size (m²),40,Rent (per month),1200.0,32,8
Distance from center (km),4.0,Size (m²),50,Rent (per month),1300.0,32,9
Distance from center (km),3.0,Size (m²),60,Rent (per month),1400.0,32,10
Distance from center (km),7.0,Size (m²),70,Rent (per month),1000.0,32,11
Distance from center (km),5.0,Size (m²),80,Rent (per month),1300.0,32,12
Distance from center (km),1.0,Size (m²),40,Rent (per month),1600.0,32,13
Distance from center (km),2.0,Size (m²),50,Rent (per month),1500.0,32,14
Distance from center (km),5.0,Size (m²),60,Rent (per month),1200.0,32,15
Distance from center (km),3.0,Size (m²),70,Rent (per month),1400.0,32,16
Distance from center (km),2.0,Size (m²),40,Rent (per month),1400.0,32,17
Distance from center (km),6.0,Size (m²),50,Rent (per month),1100.0,32,18
Distance from center (km),3.0,Size (m²),30,Rent (per month),1300.0,32,19
Distance from center (km),4.0,Size (m²),40,Rent (per month),1200.0,32,20
Hours of sleep,7.0,Caffeine intake (mg),100,Energy level (1-10),6.0,33,1
Hours of sleep,8.0,Caffeine intake (mg),50,Energy level (1-10),8.0,33,2
Hours of sleep,6.0,Caffeine intake (mg),150,Energy level (1-10),5.0,33,3
Hours of sleep,9.0,Caffeine intake (mg),30,Energy level (1-10),9.0,33,4
Hours of sleep,8.0,Caffeine intake (mg),80,Energy level (1-10),7.0,33,5
Hours of sleep,7.0,Caffeine intake (mg),120,Energy level (1-10),5.0,33,6
Hours of sleep,5.0,Caffeine intake (mg),200,Energy level (1-10),4.0,33,7
Hours of sleep,10.0,Caffeine intake (mg),20,Energy level (1-10),10.0,33,8
Hours of sleep,9.0,Caffeine intake (mg),40,Energy level (1-10),9.0,33,9
Hours of sleep,6.0,Caffeine intake (mg),180,Energy level (1-10),4.0,33,10
Hours of sleep,7.0,Caffeine intake (mg),120,Energy level (1-10),5.0,33,11
Hours of sleep,8.0,Caffeine intake (mg),60,Energy level (1-10),7.0,33,12
Hours of sleep,10.0,Caffeine intake (mg),30,Energy level (1-10),10.0,33,13
Hours of sleep,7.0,Caffeine intake (mg),140,Energy level (1-10),5.0,33,14
Hours of sleep,6.0,Caffeine intake (mg),100,Energy level (1-10),5.0,33,15
Hours of sleep,8.0,Caffeine intake (mg),70,Energy level (1-10),7.0,33,16
Hours of sleep,8.0,Caffeine intake (mg),60,Energy level (1-10),7.0,33,17
Hours of sleep,9.0,Caffeine intake (mg),40,Energy level (1-10),8.0,33,18
Hours of sleep,5.0,Caffeine intake (mg),180,Energy level (1-10),4.0,33,19
Hours of sleep,7.0,Caffeine intake (mg),100,Energy level (1-10),6.0,33,20
Number of reviews,100.0,Price (in $),50,Customer satisfaction (1-10),8.0,34,1
Number of reviews,200.0,Price (in $),40,Customer satisfaction (1-10),9.0,34,2
Number of reviews,50.0,Price (in $),60,Customer satisfaction (1-10),6.0,34,3
Number of reviews,150.0,Price (in $),50,Customer satisfaction (1-10),8.0,34,4
Number of reviews,150.0,Price (in $),45,Customer satisfaction (1-10),8.5,34,5
Number of reviews,100.0,Price (in $),55,Customer satisfaction (1-10),7.5,34,6
Number of reviews,80.0,Price (in $),65,Customer satisfaction (1-10),6.5,34,7
Number of reviews,200.0,Price (in $),55,Customer satisfaction (1-10),8.5,34,8
Number of reviews,200.0,Price (in $),40,Customer satisfaction (1-10),9.0,34,9
Number of reviews,150.0,Price (in $),50,Customer satisfaction (1-10),8.0,34,10
Number of reviews,120.0,Price (in $),50,Customer satisfaction (1-10),8.0,34,11
Number of reviews,250.0,Price (in $),45,Customer satisfaction (1-10),9.5,34,12
Number of reviews,70.0,Price (in $),60,Customer satisfaction (1-10),6.5,34,13
Number of reviews,180.0,Price (in $),55,Customer satisfaction (1-10),8.5,34,14
Number of reviews,180.0,Price (in $),55,Customer satisfaction (1-10),8.5,34,15
Number of reviews,100.0,Price (in $),60,Customer satisfaction (1-10),7.5,34,16
Number of reviews,100.0,Price (in $),50,Customer satisfaction (1-10),8.0,34,17
Number of reviews,200.0,Price (in $),40,Customer satisfaction (1-10),9.0,34,18
Number of reviews,150.0,Price (in $),55,Customer satisfaction (1-10),8.0,34,19
Number of reviews,220.0,Price (in $),45,Customer satisfaction (1-10),9.5,34,20
Screen size (inches),6.0,Battery capacity (mAh),3000,Battery life (hours),8.0,35,1
Screen size (inches),7.0,Battery capacity (mAh),4000,Battery life (hours),10.0,35,2
Screen size (inches),5.0,Battery capacity (mAh),2500,Battery life (hours),7.0,35,3
Screen size (inches),6.0,Battery capacity (mAh),3500,Battery life (hours),9.0,35,4
Screen size (inches),7.0,Battery capacity (mAh),4500,Battery life (hours),11.0,35,5
Screen size (inches),6.0,Battery capacity (mAh),3000,Battery life (hours),8.0,35,6
Screen size (inches),6.5,Battery capacity (mAh),3500,Battery life (hours),9.0,35,7
Screen size (inches),5.5,Battery capacity (mAh),2500,Battery life (hours),7.0,35,8
Screen size (inches),7.5,Battery capacity (mAh),5000,Battery life (hours),12.0,35,9
Screen size (inches),6.0,Battery capacity (mAh),3000,Battery life (hours),8.0,35,10
Screen size (inches),5.0,Battery capacity (mAh),2000,Battery life (hours),6.0,35,11
Screen size (inches),6.0,Battery capacity (mAh),3000,Battery life (hours),8.0,35,12
Screen size (inches),6.0,Battery capacity (mAh),3500,Battery life (hours),9.0,35,13
Screen size (inches),7.0,Battery capacity (mAh),4500,Battery life (hours),11.0,35,14
Screen size (inches),5.5,Battery capacity (mAh),2500,Battery life (hours),7.0,35,15
Screen size (inches),6.5,Battery capacity (mAh),3500,Battery life (hours),9.0,35,16
Screen size (inches),7.0,Battery capacity (mAh),4000,Battery life (hours),10.0,35,17
Screen size (inches),6.0,Battery capacity (mAh),3000,Battery life (hours),8.0,35,18
Screen size (inches),6.5,Battery capacity (mAh),3500,Battery life (hours),9.0,35,19
Screen size (inches),5.5,Battery capacity (mAh),2500,Battery life (hours),7.0,35,20
Tree height,10.0,Tree thickness,2.0,Shadow coverage,70.0,36,1
Tree height,8.0,Tree thickness,3.0,Shadow coverage,60.0,36,2
Tree height,12.0,Tree thickness,1.0,Shadow coverage,75.0,36,3
Tree height,10.0,Tree thickness,2.0,Shadow coverage,70.0,36,4
Tree height,8.0,Tree thickness,4.0,Shadow coverage,65.0,36,5
Tree height,6.0,Tree thickness,5.0,Shadow coverage,60.0,36,6
Tree height,15.0,Tree thickness,2.0,Shadow coverage,85.0,36,7
Tree height,13.0,Tree thickness,3.0,Shadow coverage,80.0,36,8
Tree height,9.0,Tree thickness,3.0,Shadow coverage,70.0,36,9
Tree height,7.0,Tree thickness,4.0,Shadow coverage,65.0,36,10
Tree height,14.0,Tree thickness,1.0,Shadow coverage,80.0,36,11
Tree height,12.0,Tree thickness,2.0,Shadow coverage,75.0,36,12
Tree height,7.0,Tree thickness,5.0,Shadow coverage,60.0,36,13
Tree height,5.0,Tree thickness,6.0,Shadow coverage,55.0,36,14
Tree height,11.0,Tree thickness,3.0,Shadow coverage,75.0,36,15
Tree height,9.0,Tree thickness,4.0,Shadow coverage,70.0,36,16
Tree height,13.0,Tree thickness,2.0,Shadow coverage,80.0,36,17
Tree height,11.0,Tree thickness,3.0,Shadow coverage,75.0,36,18
Tree height,10.0,Tree thickness,4.0,Shadow coverage,75.0,36,19
Tree height,8.0,Tree thickness,5.0,Shadow coverage,70.0,36,20
Room size,15.0,Room furniture,2.0,Comfort level,8.0,37,1
Room size,12.0,Room furniture,3.0,Comfort level,6.0,37,2
Room size,18.0,Room furniture,1.0,Comfort level,9.0,37,3
Room size,16.0,Room furniture,2.0,Comfort level,8.0,37,4
Room size,10.0,Room furniture,3.0,Comfort level,5.0,37,5
Room size,8.0,Room furniture,4.0,Comfort level,4.0,37,6
Room size,20.0,Room furniture,2.0,Comfort level,10.0,37,7
Room size,18.0,Room furniture,3.0,Comfort level,9.0,37,8
Room size,14.0,Room furniture,3.0,Comfort level,7.0,37,9
Room size,12.0,Room furniture,4.0,Comfort level,6.0,37,10
Room size,22.0,Room furniture,1.0,Comfort level,11.0,37,11
Room size,20.0,Room furniture,2.0,Comfort level,10.0,37,12
Room size,12.0,Room furniture,4.0,Comfort level,5.0,37,13
Room size,10.0,Room furniture,5.0,Comfort level,4.0,37,14
Room size,16.0,Room furniture,2.0,Comfort level,8.0,37,15
Room size,14.0,Room furniture,3.0,Comfort level,7.0,37,16
Room size,13.0,Room furniture,3.0,Comfort level,6.0,37,17
Room size,11.0,Room furniture,4.0,Comfort level,5.0,37,18
Room size,19.0,Room furniture,2.0,Comfort level,9.0,37,19
Room size,17.0,Room furniture,3.0,Comfort level,8.0,37,20
Exercise intensity,8.0,Exercise duration,30.0,Weight loss,5.0,38,1
Exercise intensity,6.0,Exercise duration,40.0,Weight loss,4.0,38,2
Exercise intensity,7.0,Exercise duration,45.0,Weight loss,4.0,38,3
Exercise intensity,5.0,Exercise duration,60.0,Weight loss,3.0,38,4
Exercise intensity,10.0,Exercise duration,20.0,Weight loss,6.0,38,5
Exercise intensity,8.0,Exercise duration,30.0,Weight loss,5.0,38,6
Exercise intensity,9.0,Exercise duration,30.0,Weight loss,5.0,38,7
Exercise intensity,7.0,Exercise duration,40.0,Weight loss,4.0,38,8
Exercise intensity,6.0,Exercise duration,60.0,Weight loss,3.0,38,9
Exercise intensity,4.0,Exercise duration,70.0,Weight loss,2.0,38,10
Exercise intensity,11.0,Exercise duration,25.0,Weight loss,7.0,38,11
Exercise intensity,9.0,Exercise duration,35.0,Weight loss,6.0,38,12
Exercise intensity,8.0,Exercise duration,40.0,Weight loss,5.0,38,13
Exercise intensity,6.0,Exercise duration,50.0,Weight loss,4.0,38,14
Exercise intensity,10.0,Exercise duration,30.0,Weight loss,6.0,38,15
Exercise intensity,8.0,Exercise duration,40.0,Weight loss,5.0,38,16
Exercise intensity,7.0,Exercise duration,50.0,Weight loss,4.0,38,17
Exercise intensity,5.0,Exercise duration,60.0,Weight loss,3.0,38,18
Exercise intensity,9.0,Exercise duration,35.0,Weight loss,5.0,38,19
Exercise intensity,7.0,Exercise duration,45.0,Weight loss,4.0,38,20
Phone battery,5000.0,Phone size,10.0,Battery life,30.0,39,1
Phone battery,4000.0,Phone size,12.0,Battery life,25.0,39,2
Phone battery,4500.0,Phone size,15.0,Battery life,28.0,39,3
Phone battery,4000.0,Phone size,18.0,Battery life,24.0,39,4
Phone battery,6000.0,Phone size,8.0,Battery life,35.0,39,5
Phone battery,5000.0,Phone size,10.0,Battery life,30.0,39,6
Phone battery,3500.0,Phone size,20.0,Battery life,22.0,39,7
Phone battery,3000.0,Phone size,22.0,Battery life,20.0,39,8
Phone battery,5500.0,Phone size,12.0,Battery life,32.0,39,9
Phone battery,5000.0,Phone size,14.0,Battery life,28.0,39,10
Phone battery,6500.0,Phone size,9.0,Battery life,38.0,39,11
Phone battery,6000.0,Phone size,11.0,Battery life,34.0,39,12
Phone battery,4000.0,Phone size,18.0,Battery life,24.0,39,13
Phone battery,3500.0,Phone size,20.0,Battery life,22.0,39,14
Phone battery,5000.0,Phone size,14.0,Battery life,30.0,39,15
Phone battery,4500.0,Phone size,16.0,Battery life,27.0,39,16
Phone battery,4800.0,Phone size,16.0,Battery life,28.0,39,17
Phone battery,4200.0,Phone size,18.0,Battery life,26.0,39,18
Phone battery,5200.0,Phone size,10.0,Battery life,32.0,39,19
Phone battery,4800.0,Phone size,12.0,Battery life,30.0,39,20
Plant height,100.0,Plant width,5.0,Flower production,20.0,40,1
Plant height,80.0,Plant width,6.0,Flower production,16.0,40,2
Plant height,120.0,Plant width,4.0,Flower production,24.0,40,3
Plant height,100.0,Plant width,5.0,Flower production,20.0,40,4
Plant height,80.0,Plant width,7.0,Flower production,14.0,40,5
Plant height,60.0,Plant width,8.0,Flower production,12.0,40,6
Plant height,150.0,Plant width,3.0,Flower production,30.0,40,7
Plant height,130.0,Plant width,4.0,Flower production,26.0,40,8
Plant height,90.0,Plant width,6.0,Flower production,18.0,40,9
Plant height,70.0,Plant width,7.0,Flower production,14.0,40,10
Plant height,140.0,Plant width,4.0,Flower production,28.0,40,11
Plant height,120.0,Plant width,5.0,Flower production,24.0,40,12
Plant height,70.0,Plant width,8.0,Flower production,12.0,40,13
Plant height,50.0,Plant width,9.0,Flower production,10.0,40,14
Plant height,110.0,Plant width,5.0,Flower production,22.0,40,15
Plant height,90.0,Plant width,6.0,Flower production,18.0,40,16
Plant height,130.0,Plant width,4.0,Flower production,26.0,40,17
Plant height,110.0,Plant width,5.0,Flower production,22.0,40,18
Plant height,100.0,Plant width,6.0,Flower production,20.0,40,19
Plant height,80.0,Plant width,7.0,Flower production,16.0,40,20
House size,200.0,House floors,2.0,Market value,300.0,41,1
House size,180.0,House floors,3.0,Market value,280.0,41,2
House size,220.0,House floors,1.0,Market value,320.0,41,3
House size,200.0,House floors,2.0,Market value,300.0,41,4
House size,180.0,House floors,3.0,Market value,270.0,41,5
House size,160.0,House floors,4.0,Market value,250.0,41,6
House size,250.0,House floors,2.0,Market value,350.0,41,7
House size,230.0,House floors,3.0,Market value,330.0,41,8
House size,190.0,House floors,3.0,Market value,280.0,41,9
House size,170.0,House floors,4.0,Market value,260.0,41,10
House size,240.0,House floors,1.0,Market value,340.0,41,11
House size,220.0,House floors,2.0,Market value,320.0,41,12
House size,170.0,House floors,4.0,Market value,250.0,41,13
House size,150.0,House floors,5.0,Market value,230.0,41,14
House size,210.0,House floors,2.0,Market value,310.0,41,15
House size,190.0,House floors,3.0,Market value,290.0,41,16
House size,230.0,House floors,3.0,Market value,330.0,41,17
House size,210.0,House floors,4.0,Market value,310.0,41,18
House size,200.0,House floors,2.0,Market value,300.0,41,19
House size,180.0,House floors,3.0,Market value,280.0,41,20
Cooking Time,30.0,Ingredients,5,Deliciousness,7.0,42,1
Cooking Time,45.0,Ingredients,4,Deliciousness,6.0,42,2
Cooking Time,20.0,Ingredients,6,Deliciousness,8.0,42,3
Cooking Time,35.0,Ingredients,3,Deliciousness,7.0,42,4
Cooking Time,40.0,Ingredients,4,Deliciousness,6.0,42,5
Cooking Time,25.0,Ingredients,5,Deliciousness,7.0,42,6
Cooking Time,25.0,Ingredients,7,Deliciousness,9.0,42,7
Cooking Time,50.0,Ingredients,2,Deliciousness,5.0,42,8
Cooking Time,35.0,Ingredients,5,Deliciousness,7.0,42,9
Cooking Time,20.0,Ingredients,6,Deliciousness,8.0,42,10
Cooking Time,50.0,Ingredients,3,Deliciousness,6.0,42,11
Cooking Time,30.0,Ingredients,4,Deliciousness,7.0,42,12
Cooking Time,15.0,Ingredients,6,Deliciousness,9.0,42,13
Cooking Time,40.0,Ingredients,3,Deliciousness,6.0,42,14
Cooking Time,45.0,Ingredients,2,Deliciousness,5.0,42,15
Cooking Time,25.0,Ingredients,5,Deliciousness,8.0,42,16
Cooking Time,20.0,Ingredients,4,Deliciousness,8.0,42,17
Cooking Time,30.0,Ingredients,3,Deliciousness,7.0,42,18
Cooking Time,30.0,Ingredients,6,Deliciousness,7.0,42,19
Cooking Time,40.0,Ingredients,2,Deliciousness,5.0,42,20
Age,5.0,Size,20,Comfort,7.0,43,1
Age,10.0,Size,25,Comfort,6.0,43,2
Age,3.0,Size,25,Comfort,8.0,43,3
Age,12.0,Size,30,Comfort,5.0,43,4
Age,10.0,Size,15,Comfort,6.0,43,5
Age,5.0,Size,20,Comfort,7.0,43,6
Age,8.0,Size,30,Comfort,5.0,43,7
Age,4.0,Size,25,Comfort,8.0,43,8
Age,12.0,Size,20,Comfort,5.0,43,9
Age,6.0,Size,25,Comfort,7.0,43,10
Age,6.0,Size,25,Comfort,7.0,43,11
Age,10.0,Size,30,Comfort,6.0,43,12
Age,4.0,Size,30,Comfort,8.0,43,13
Age,8.0,Size,20,Comfort,6.0,43,14
Age,10.0,Size,15,Comfort,6.0,43,15
Age,3.0,Size,25,Comfort,8.0,43,16
Age,5.0,Size,20,Comfort,7.0,43,17
Age,12.0,Size,25,Comfort,6.0,43,18
Age,7.0,Size,25,Comfort,6.0,43,19
Age,4.0,Size,30,Comfort,7.0,43,20
Study Time,5.0,Distractions,2,Exam Score,80.0,12,61
Study Time,7.0,Distractions,3,Exam Score,70.0,12,62
Study Time,4.0,Distractions,1,Exam Score,85.0,12,63
Study Time,6.0,Distractions,2,Exam Score,75.0,12,64
Study Time,6.0,Distractions,3,Exam Score,75.0,12,65
Study Time,5.0,Distractions,2,Exam Score,80.0,12,66
Study Time,3.0,Distractions,1,Exam Score,90.0,12,67
Study Time,8.0,Distractions,4,Exam Score,65.0,12,68
Study Time,7.0,Distractions,2,Exam Score,75.0,12,69
Study Time,4.0,Distractions,1,Exam Score,85.0,12,70
Study Time,5.0,Distractions,3,Exam Score,70.0,12,71
Study Time,6.0,Distractions,2,Exam Score,75.0,12,72
Study Time,6.0,Distractions,1,Exam Score,85.0,12,73
Study Time,5.0,Distractions,3,Exam Score,75.0,12,74
Study Time,4.0,Distractions,2,Exam Score,80.0,12,75
Study Time,7.0,Distractions,4,Exam Score,65.0,12,76
Study Time,8.0,Distractions,3,Exam Score,70.0,12,77
Study Time,5.0,Distractions,1,Exam Score,85.0,12,78
Study Time,5.0,Distractions,2,Exam Score,80.0,12,79
Study Time,6.0,Distractions,3,Exam Score,75.0,12,80
Speed,60.0,Weight,10,Distance,150.0,44,1
Speed,50.0,Weight,15,Distance,140.0,44,2
Speed,55.0,Weight,12,Distance,145.0,44,3
Speed,65.0,Weight,10,Distance,155.0,44,4
Speed,65.0,Weight,10,Distance,155.0,44,5
Speed,55.0,Weight,15,Distance,145.0,44,6
Speed,50.0,Weight,15,Distance,140.0,44,7
Speed,60.0,Weight,10,Distance,150.0,44,8
Speed,70.0,Weight,12,Distance,160.0,44,9
Speed,55.0,Weight,10,Distance,150.0,44,10
Speed,60.0,Weight,15,Distance,145.0,44,11
Speed,55.0,Weight,10,Distance,150.0,44,12
Speed,55.0,Weight,10,Distance,150.0,44,13
Speed,65.0,Weight,15,Distance,140.0,44,14
Speed,65.0,Weight,12,Distance,155.0,44,15
Speed,50.0,Weight,10,Distance,150.0,44,16
Speed,50.0,Weight,10,Distance,150.0,44,17
Speed,60.0,Weight,15,Distance,145.0,44,18
Speed,60.0,Weight,12,Distance,155.0,44,19
Speed,55.0,Weight,10,Distance,150.0,44,20
Temperature,25.0,Time,2,Comfort,7.0,43,21
Temperature,30.0,Time,3,Comfort,6.0,43,22
Temperature,20.0,Time,1,Comfort,8.0,43,23
Temperature,28.0,Time,2,Comfort,7.0,43,24
Temperature,30.0,Time,3,Comfort,6.0,43,25
Temperature,25.0,Time,2,Comfort,7.0,43,26
Temperature,22.0,Time,1,Comfort,8.0,43,27
Temperature,32.0,Time,4,Comfort,5.0,43,28
Temperature,28.0,Time,2,Comfort,7.0,43,29
Temperature,20.0,Time,1,Comfort,8.0,43,30
Temperature,32.0,Time,4,Comfort,5.0,43,31
Temperature,24.0,Time,2,Comfort,7.0,43,32
Temperature,24.0,Time,2,Comfort,7.0,43,33
Temperature,30.0,Time,3,Comfort,6.0,43,34
Temperature,20.0,Time,1,Comfort,8.0,43,35
Temperature,28.0,Time,2,Comfort,7.0,43,36
Temperature,25.0,Time,2,Comfort,7.0,43,37
Temperature,32.0,Time,4,Comfort,5.0,43,38
Temperature,30.0,Time,3,Comfort,6.0,43,39
Temperature,22.0,Time,1,Comfort,8.0,43,40
Fuel Efficiency,30.0,Weight,1500,Distance,450.0,44,21
Fuel Efficiency,25.0,Weight,1600,Distance,400.0,44,22
Fuel Efficiency,28.0,Weight,1400,Distance,420.0,44,23
Fuel Efficiency,32.0,Weight,1500,Distance,480.0,44,24
Fuel Efficiency,32.0,Weight,1500,Distance,480.0,44,25
Fuel Efficiency,28.0,Weight,1400,Distance,420.0,44,26
Fuel Efficiency,25.0,Weight,1600,Distance,400.0,44,27
Fuel Efficiency,30.0,Weight,1500,Distance,450.0,44,28
Fuel Efficiency,35.0,Weight,1400,Distance,490.0,44,29
Fuel Efficiency,27.0,Weight,1500,Distance,405.0,44,30
Fuel Efficiency,27.0,Weight,1500,Distance,405.0,44,31
Fuel Efficiency,35.0,Weight,1400,Distance,490.0,44,32
Fuel Efficiency,30.0,Weight,1600,Distance,420.0,44,33
Fuel Efficiency,28.0,Weight,1400,Distance,420.0,44,34
Fuel Efficiency,28.0,Weight,1400,Distance,420.0,44,35
Fuel Efficiency,32.0,Weight,1500,Distance,480.0,44,36
Fuel Efficiency,32.0,Weight,1500,Distance,480.0,44,37
Fuel Efficiency,25.0,Weight,1600,Distance,400.0,44,38
Fuel Efficiency,30.0,Weight,1500,Distance,450.0,44,39
Fuel Efficiency,25.0,Weight,1600,Distance,400.0,44,40
Weight (kg),80.0,Size (cm),120,Price,1200.0,13,21
Weight (kg),70.0,Size (cm),130,Price,1050.0,13,22
Weight (kg),75.0,Size (cm),110,Price,1100.0,13,23
Weight (kg),85.0,Size (cm),125,Price,1250.0,13,24
Weight (kg),90.0,Size (cm),115,Price,1300.0,13,25
Weight (kg),80.0,Size (cm),120,Price,1200.0,13,26
Weight (kg),65.0,Size (cm),100,Price,900.0,13,27
Weight (kg),70.0,Size (cm),110,Price,950.0,13,28
Weight (kg),82.0,Size (cm),125,Price,1250.0,13,29
Weight (kg),80.0,Size (cm),130,Price,1220.0,13,30
Weight (kg),78.0,Size (cm),115,Price,1100.0,13,31
Weight (kg),82.0,Size (cm),120,Price,1150.0,13,32
Weight (kg),95.0,Size (cm),135,Price,1400.0,13,33
Weight (kg),90.0,Size (cm),140,Price,1350.0,13,34
Weight (kg),68.0,Size (cm),105,Price,920.0,13,35
Weight (kg),72.0,Size (cm),110,Price,960.0,13,36
Weight (kg),88.0,Size (cm),120,Price,1300.0,13,37
Weight (kg),85.0,Size (cm),125,Price,1270.0,13,38
Weight (kg),74.0,Size (cm),112,Price,1050.0,13,39
Weight (kg),77.0,Size (cm),118,Price,1100.0,13,40
Exercise Duration,30.0,Exercise Intensity,5.0,Calories Burned,200.0,22,21
Exercise Duration,45.0,Exercise Intensity,4.0,Calories Burned,210.0,22,22
Exercise Duration,25.0,Exercise Intensity,6.0,Calories Burned,180.0,22,23
Exercise Duration,40.0,Exercise Intensity,5.0,Calories Burned,200.0,22,24
Exercise Duration,40.0,Exercise Intensity,4.0,Calories Burned,220.0,22,25
Exercise Duration,50.0,Exercise Intensity,3.0,Calories Burned,210.0,22,26
Exercise Duration,35.0,Exercise Intensity,5.0,Calories Burned,210.0,22,27
Exercise Duration,45.0,Exercise Intensity,4.0,Calories Burned,200.0,22,28
Exercise Duration,30.0,Exercise Intensity,6.0,Calories Burned,190.0,22,29
Exercise Duration,40.0,Exercise Intensity,5.0,Calories Burned,210.0,22,30
Exercise Duration,20.0,Exercise Intensity,7.0,Calories Burned,170.0,22,31
Exercise Duration,35.0,Exercise Intensity,6.0,Calories Burned,190.0,22,32
Exercise Duration,45.0,Exercise Intensity,3.0,Calories Burned,200.0,22,33
Exercise Duration,55.0,Exercise Intensity,2.0,Calories Burned,190.0,22,34
Exercise Duration,30.0,Exercise Intensity,5.0,Calories Burned,200.0,22,35
Exercise Duration,40.0,Exercise Intensity,4.0,Calories Burned,210.0,22,36
Exercise Duration,35.0,Exercise Intensity,4.0,Calories Burned,200.0,22,37
Exercise Duration,45.0,Exercise Intensity,3.0,Calories Burned,190.0,22,38
Exercise Duration,25.0,Exercise Intensity,5.0,Calories Burned,180.0,22,39
Exercise Duration,35.0,Exercise Intensity,4.0,Calories Burned,190.0,22,40
Student Study Time,2.0,Student Distractions,5.0,Test Score,75.0,45,1
Student Study Time,3.0,Student Distractions,6.0,Test Score,70.0,45,2
Student Study Time,1.0,Student Distractions,4.0,Test Score,70.0,45,3
Student Study Time,2.0,Student Distractions,5.0,Test Score,65.0,45,4
Student Study Time,3.0,Student Distractions,7.0,Test Score,72.0,45,5
Student Study Time,4.0,Student Distractions,8.0,Test Score,68.0,45,6
Student Study Time,2.0,Student Distractions,6.0,Test Score,74.0,45,7
Student Study Time,3.0,Student Distractions,7.0,Test Score,70.0,45,8
Student Study Time,1.0,Student Distractions,3.0,Test Score,72.0,45,9
Student Study Time,2.0,Student Distractions,4.0,Test Score,68.0,45,10
Student Study Time,4.0,Student Distractions,9.0,Test Score,70.0,45,11
Student Study Time,5.0,Student Distractions,10.0,Test Score,65.0,45,12
Student Study Time,2.0,Student Distractions,5.0,Test Score,73.0,45,13
Student Study Time,3.0,Student Distractions,6.0,Test Score,69.0,45,14
Student Study Time,1.0,Student Distractions,4.0,Test Score,70.0,45,15
Student Study Time,2.0,Student Distractions,5.0,Test Score,66.0,45,16
Student Study Time,3.0,Student Distractions,8.0,Test Score,71.0,45,17
Student Study Time,4.0,Student Distractions,9.0,Test Score,67.0,45,18
Student Study Time,2.0,Student Distractions,6.0,Test Score,74.0,45,19
Student Study Time,3.0,Student Distractions,7.0,Test Score,70.0,45,20
Plant Height,30.0,Plant Leaves,10.0,Water Usage (ml/day),200.0,46,1
Plant Height,40.0,Plant Leaves,12.0,Water Usage (ml/day),180.0,46,2
Plant Height,25.0,Plant Leaves,8.0,Water Usage (ml/day),180.0,46,3
Plant Height,35.0,Plant Leaves,10.0,Water Usage (ml/day),160.0,46,4
Plant Height,35.0,Plant Leaves,11.0,Water Usage (ml/day),190.0,46,5
Plant Height,45.0,Plant Leaves,13.0,Water Usage (ml/day),170.0,46,6
Plant Height,28.0,Plant Leaves,9.0,Water Usage (ml/day),185.0,46,7
Plant Height,38.0,Plant Leaves,11.0,Water Usage (ml/day),165.0,46,8
Plant Height,27.0,Plant Leaves,8.0,Water Usage (ml/day),175.0,46,9
Plant Height,37.0,Plant Leaves,10.0,Water Usage (ml/day),155.0,46,10
Plant Height,32.0,Plant Leaves,12.0,Water Usage (ml/day),195.0,46,11
Plant Height,42.0,Plant Leaves,14.0,Water Usage (ml/day),175.0,46,12
Plant Height,29.0,Plant Leaves,10.0,Water Usage (ml/day),185.0,46,13
Plant Height,39.0,Plant Leaves,12.0,Water Usage (ml/day),165.0,46,14
Plant Height,26.0,Plant Leaves,9.0,Water Usage (ml/day),180.0,46,15
Plant Height,36.0,Plant Leaves,11.0,Water Usage (ml/day),160.0,46,16
Plant Height,34.0,Plant Leaves,11.0,Water Usage (ml/day),190.0,46,17
Plant Height,44.0,Plant Leaves,13.0,Water Usage (ml/day),170.0,46,18
Plant Height,28.0,Plant Leaves,10.0,Water Usage (ml/day),185.0,46,19
Plant Height,38.0,Plant Leaves,12.0,Water Usage (ml/day),165.0,46,20
Restaurant Size,100.0,Restaurant Reviews,4.5,Wait Time (minutes),30.0,47,1
Restaurant Size,120.0,Restaurant Reviews,4.2,Wait Time (minutes),35.0,47,2
Restaurant Size,80.0,Restaurant Reviews,4.3,Wait Time (minutes),25.0,47,3
Restaurant Size,100.0,Restaurant Reviews,4.0,Wait Time (minutes),30.0,47,4
Restaurant Size,110.0,Restaurant Reviews,4.6,Wait Time (minutes),28.0,47,5
Restaurant Size,130.0,Restaurant Reviews,4.3,Wait Time (minutes),33.0,47,6
Restaurant Size,90.0,Restaurant Reviews,4.4,Wait Time (minutes),27.0,47,7
Restaurant Size,110.0,Restaurant Reviews,4.1,Wait Time (minutes),32.0,47,8
Restaurant Size,120.0,Restaurant Reviews,4.7,Wait Time (minutes),26.0,47,9
Restaurant Size,140.0,Restaurant Reviews,4.4,Wait Time (minutes),31.0,47,10
Restaurant Size,70.0,Restaurant Reviews,4.2,Wait Time (minutes),24.0,47,11
Restaurant Size,90.0,Restaurant Reviews,3.9,Wait Time (minutes),29.0,47,12
Restaurant Size,100.0,Restaurant Reviews,4.5,Wait Time (minutes),29.0,47,13
