Feature 1 name,Feature 1 value,Feature 2 name,Feature 2 value,Target name,Target value,task_id,trial_id
Car Speed (mph),65.0,Fuel Efficiency (mpg),26.0,Time to Destination (hours),1.7,18,14
Car Speed (mph),85.0,Fuel Efficiency (mpg),18.0,Time to Destination (hours),1.0,18,15
Car Speed (mph),75.0,Fuel Efficiency (mpg),20.0,Time to Destination (hours),1.4,18,16
Car Speed (mph),95.0,Fuel Efficiency (mpg),12.0,Time to Destination (hours),0.7,18,17
Car Speed (mph),85.0,Fuel Efficiency (mpg),16.0,Time to Destination (hours),1.1,18,18
Car Speed (mph),110.0,Fuel Efficiency (mpg),8.0,Time to Destination (hours),0.5,18,19
Car Speed (mph),95.0,Fuel Efficiency (mpg),14.0,Time to Destination (hours),0.9,18,20
Tree Height (ft),40.0,Tree Diameter (in),10.0,Shade Area (sq ft),120.0,19,1
Tree Height (ft),30.0,Tree Diameter (in),12.0,Shade Area (sq ft),90.0,19,2
Tree Height (ft),50.0,Tree Diameter (in),8.0,Shade Area (sq ft),150.0,19,3
Tree Height (ft),40.0,Tree Diameter (in),10.0,Shade Area (sq ft),120.0,19,4
Tree Height (ft),60.0,Tree Diameter (in),6.0,Shade Area (sq ft),180.0,19,5
Tree Height (ft),50.0,Tree Diameter (in),8.0,Shade Area (sq ft),150.0,19,6
Tree Height (ft),70.0,Tree Diameter (in),5.0,Shade Area (sq ft),210.0,19,7
Tree Height (ft),60.0,Tree Diameter (in),6.0,Shade Area (sq ft),180.0,19,8
Tree Height (ft),80.0,Tree Diameter (in),4.0,Shade Area (sq ft),240.0,19,9
Tree Height (ft),70.0,Tree Diameter (in),5.0,Shade Area (sq ft),210.0,19,10
Tree Height (ft),45.0,Tree Diameter (in),11.0,Shade Area (sq ft),130.0,19,11
Tree Height (ft),35.0,Tree Diameter (in),13.0,Shade Area (sq ft),100.0,19,12
Tree Height (ft),55.0,Tree Diameter (in),9.0,Shade Area (sq ft),160.0,19,13
Tree Height (ft),45.0,Tree Diameter (in),11.0,Shade Area (sq ft),130.0,19,14
Tree Height (ft),65.0,Tree Diameter (in),7.0,Shade Area (sq ft),190.0,19,15
Tree Height (ft),55.0,Tree Diameter (in),9.0,Shade Area (sq ft),160.0,19,16
Tree Height (ft),75.0,Tree Diameter (in),6.0,Shade Area (sq ft),220.0,19,17
Tree Height (ft),65.0,Tree Diameter (in),7.0,Shade Area (sq ft),190.0,19,18
Tree Height (ft),85.0,Tree Diameter (in),5.0,Shade Area (sq ft),250.0,19,19
Tree Height (ft),75.0,Tree Diameter (in),6.0,Shade Area (sq ft),220.0,19,20
Shirt Thickness (mm),2.0,Shirt Weight (g),150.0,Warmth Rating (1-10),7.0,20,1
Shirt Thickness (mm),1.0,Shirt Weight (g),160.0,Warmth Rating (1-10),5.0,20,2
Shirt Thickness (mm),3.0,Shirt Weight (g),140.0,Warmth Rating (1-10),8.0,20,3
Shirt Thickness (mm),2.0,Shirt Weight (g),150.0,Warmth Rating (1-10),7.0,20,4
Shirt Thickness (mm),4.0,Shirt Weight (g),130.0,Warmth Rating (1-10),9.0,20,5
Shirt Thickness (mm),3.0,Shirt Weight (g),140.0,Warmth Rating (1-10),8.0,20,6
Shirt Thickness (mm),5.0,Shirt Weight (g),120.0,Warmth Rating (1-10),10.0,20,7
Shirt Thickness (mm),4.0,Shirt Weight (g),130.0,Warmth Rating (1-10),9.0,20,8
Shirt Thickness (mm),6.0,Shirt Weight (g),110.0,Warmth Rating (1-10),11.0,20,9
Shirt Thickness (mm),5.0,Shirt Weight (g),120.0,Warmth Rating (1-10),10.0,20,10
Shirt Thickness (mm),2.5,Shirt Weight (g),155.0,Warmth Rating (1-10),7.5,20,11
Shirt Thickness (mm),1.5,Shirt Weight (g),165.0,Warmth Rating (1-10),6.5,20,12
Shirt Thickness (mm),3.5,Shirt Weight (g),145.0,Warmth Rating (1-10),8.5,20,13
Shirt Thickness (mm),2.5,Shirt Weight (g),155.0,Warmth Rating (1-10),7.5,20,14
Shirt Thickness (mm),4.5,Shirt Weight (g),135.0,Warmth Rating (1-10),9.5,20,15
Shirt Thickness (mm),3.5,Shirt Weight (g),145.0,Warmth Rating (1-10),8.5,20,16
Shirt Thickness (mm),5.5,Shirt Weight (g),125.0,Warmth Rating (1-10),10.5,20,17
Shirt Thickness (mm),4.5,Shirt Weight (g),135.0,Warmth Rating (1-10),9.5,20,18
Shirt Thickness (mm),6.5,Shirt Weight (g),115.0,Warmth Rating (1-10),11.5,20,19
Shirt Thickness (mm),5.5,Shirt Weight (g),125.0,Warmth Rating (1-10),10.5,20,20
Runner Speed (mph),6.0,Runner Weight (lbs),150.0,Race Finish Time (minutes),20.0,21,1
Runner Speed (mph),5.0,Runner Weight (lbs),160.0,Race Finish Time (minutes),22.0,21,2
Runner Speed (mph),7.0,Runner Weight (lbs),140.0,Race Finish Time (minutes),18.0,21,3
Runner Speed (mph),6.0,Runner Weight (lbs),150.0,Race Finish Time (minutes),20.0,21,4
Runner Speed (mph),8.0,Runner Weight (lbs),130.0,Race Finish Time (minutes),16.0,21,5
Runner Speed (mph),7.0,Runner Weight (lbs),140.0,Race Finish Time (minutes),18.0,21,6
Runner Speed (mph),9.0,Runner Weight (lbs),120.0,Race Finish Time (minutes),14.0,21,7
Runner Speed (mph),8.0,Runner Weight (lbs),130.0,Race Finish Time (minutes),16.0,21,8
Runner Speed (mph),10.0,Runner Weight (lbs),110.0,Race Finish Time (minutes),12.0,21,9
Runner Speed (mph),9.0,Runner Weight (lbs),120.0,Race Finish Time (minutes),14.0,21,10
Runner Speed (mph),6.5,Runner Weight (lbs),155.0,Race Finish Time (minutes),19.5,21,11
Runner Speed (mph),5.5,Runner Weight (lbs),165.0,Race Finish Time (minutes),21.5,21,12
Runner Speed (mph),7.5,Runner Weight (lbs),145.0,Race Finish Time (minutes),17.5,21,13
Runner Speed (mph),6.5,Runner Weight (lbs),155.0,Race Finish Time (minutes),19.5,21,14
Runner Speed (mph),8.5,Runner Weight (lbs),135.0,Race Finish Time (minutes),15.5,21,15
Runner Speed (mph),7.5,Runner Weight (lbs),145.0,Race Finish Time (minutes),17.5,21,16
Runner Speed (mph),9.5,Runner Weight (lbs),125.0,Race Finish Time (minutes),13.5,21,17
Runner Speed (mph),8.5,Runner Weight (lbs),135.0,Race Finish Time (minutes),15.5,21,18
Runner Speed (mph),10.5,Runner Weight (lbs),115.0,Race Finish Time (minutes),11.5,21,19
Runner Speed (mph),9.5,Runner Weight (lbs),125.0,Race Finish Time (minutes),13.5,21,20
Student Study Time,5.0,Student Sleep Hours,7,School Success,80.0,22,1
Student Study Time,4.0,Student Sleep Hours,8,School Success,75.0,22,2
Student Study Time,6.0,Student Sleep Hours,6,School Success,85.0,22,3
Student Study Time,5.0,Student Sleep Hours,7,School Success,80.0,22,4
Student Study Time,7.0,Student Sleep Hours,5,School Success,90.0,22,5
Student Study Time,6.0,Student Sleep Hours,6,School Success,85.0,22,6
Student Study Time,8.0,Student Sleep Hours,4,School Success,95.0,22,7
Student Study Time,7.0,Student Sleep Hours,5,School Success,90.0,22,8
Student Study Time,9.0,Student Sleep Hours,3,School Success,100.0,22,9
Student Study Time,8.0,Student Sleep Hours,4,School Success,95.0,22,10
Student Study Time,10.0,Student Sleep Hours,2,School Success,105.0,22,11
Student Study Time,9.0,Student Sleep Hours,3,School Success,100.0,22,12
Student Study Time,11.0,Student Sleep Hours,1,School Success,110.0,22,13
Student Study Time,10.0,Student Sleep Hours,2,School Success,105.0,22,14
Student Study Time,12.0,Student Sleep Hours,0,School Success,115.0,22,15
Student Study Time,11.0,Student Sleep Hours,1,School Success,110.0,22,16
Student Study Time,13.0,Student Sleep Hours,1,School Success,120.0,22,17
Student Study Time,12.0,Student Sleep Hours,0,School Success,115.0,22,18
Student Study Time,14.0,Student Sleep Hours,2,School Success,125.0,22,19
Student Study Time,13.0,Student Sleep Hours,1,School Success,120.0,22,20
Bicycle Weight,10.0,Bicycle Price,500,Bicycle Speed,25.0,23,1
Bicycle Weight,12.0,Bicycle Price,450,Bicycle Speed,20.0,23,2
Bicycle Weight,12.0,Bicycle Price,480,Bicycle Speed,24.0,23,3
Bicycle Weight,14.0,Bicycle Price,440,Bicycle Speed,19.0,23,4
Bicycle Weight,14.0,Bicycle Price,460,Bicycle Speed,23.0,23,5
Bicycle Weight,16.0,Bicycle Price,430,Bicycle Speed,18.0,23,6
Bicycle Weight,16.0,Bicycle Price,440,Bicycle Speed,22.0,23,7
Bicycle Weight,18.0,Bicycle Price,420,Bicycle Speed,17.0,23,8
Bicycle Weight,18.0,Bicycle Price,420,Bicycle Speed,21.0,23,9
Bicycle Weight,20.0,Bicycle Price,410,Bicycle Speed,16.0,23,10
Bicycle Weight,20.0,Bicycle Price,400,Bicycle Speed,20.0,23,11
Bicycle Weight,22.0,Bicycle Price,400,Bicycle Speed,15.0,23,12
Bicycle Weight,22.0,Bicycle Price,380,Bicycle Speed,19.0,23,13
Bicycle Weight,24.0,Bicycle Price,390,Bicycle Speed,14.0,23,14
Bicycle Weight,24.0,Bicycle Price,360,Bicycle Speed,18.0,23,15
Bicycle Weight,26.0,Bicycle Price,380,Bicycle Speed,13.0,23,16
Bicycle Weight,26.0,Bicycle Price,340,Bicycle Speed,17.0,23,17
Bicycle Weight,28.0,Bicycle Price,370,Bicycle Speed,12.0,23,18
Bicycle Weight,28.0,Bicycle Price,320,Bicycle Speed,16.0,23,19
Bicycle Weight,30.0,Bicycle Price,360,Bicycle Speed,11.0,23,20
Mobile Phone RAM,4.0,Mobile Phone Battery Size,4000,Mobile Phone Performance,70.0,24,1
Mobile Phone RAM,6.0,Mobile Phone Battery Size,3500,Mobile Phone Performance,65.0,24,2
Mobile Phone RAM,6.0,Mobile Phone Battery Size,3800,Mobile Phone Performance,75.0,24,3
Mobile Phone RAM,8.0,Mobile Phone Battery Size,3400,Mobile Phone Performance,70.0,24,4
Mobile Phone RAM,8.0,Mobile Phone Battery Size,3600,Mobile Phone Performance,80.0,24,5
Mobile Phone RAM,10.0,Mobile Phone Battery Size,3300,Mobile Phone Performance,75.0,24,6
Mobile Phone RAM,10.0,Mobile Phone Battery Size,3400,Mobile Phone Performance,85.0,24,7
Mobile Phone RAM,12.0,Mobile Phone Battery Size,3200,Mobile Phone Performance,80.0,24,8
Mobile Phone RAM,12.0,Mobile Phone Battery Size,3200,Mobile Phone Performance,90.0,24,9
Mobile Phone RAM,14.0,Mobile Phone Battery Size,3100,Mobile Phone Performance,85.0,24,10
Mobile Phone RAM,14.0,Mobile Phone Battery Size,3000,Mobile Phone Performance,95.0,24,11
Mobile Phone RAM,16.0,Mobile Phone Battery Size,3000,Mobile Phone Performance,90.0,24,12
Mobile Phone RAM,16.0,Mobile Phone Battery Size,2800,Mobile Phone Performance,100.0,24,13
Mobile Phone RAM,18.0,Mobile Phone Battery Size,2900,Mobile Phone Performance,95.0,24,14
Mobile Phone RAM,18.0,Mobile Phone Battery Size,2600,Mobile Phone Performance,105.0,24,15
Mobile Phone RAM,20.0,Mobile Phone Battery Size,2800,Mobile Phone Performance,100.0,24,16
Mobile Phone RAM,20.0,Mobile Phone Battery Size,2400,Mobile Phone Performance,110.0,24,17
Mobile Phone RAM,22.0,Mobile Phone Battery Size,2700,Mobile Phone Performance,105.0,24,18
Mobile Phone RAM,22.0,Mobile Phone Battery Size,2200,Mobile Phone Performance,115.0,24,19
Mobile Phone RAM,24.0,Mobile Phone Battery Size,2600,Mobile Phone Performance,110.0,24,20
Engine size (cc),1500.0,Weight (kg),1200,Fuel efficiency (km/l),15.0,25,1
Engine size (cc),1800.0,Weight (kg),1300,Fuel efficiency (km/l),12.0,25,2
Engine size (cc),1600.0,Weight (kg),1100,Fuel efficiency (km/l),14.0,25,3
Engine size (cc),1700.0,Weight (kg),1200,Fuel efficiency (km/l),13.0,25,4
Engine size (cc),1400.0,Weight (kg),1300,Fuel efficiency (km/l),16.0,25,5
Engine size (cc),1900.0,Weight (kg),1400,Fuel efficiency (km/l),11.0,25,6
Engine size (cc),1700.0,Weight (kg),1250,Fuel efficiency (km/l),13.0,25,7
Engine size (cc),1600.0,Weight (kg),1200,Fuel efficiency (km/l),14.0,25,8
Engine size (cc),1300.0,Weight (kg),1150,Fuel efficiency (km/l),17.0,25,9
Engine size (cc),1500.0,Weight (kg),1200,Fuel efficiency (km/l),15.0,25,10
Engine size (cc),1800.0,Weight (kg),1350,Fuel efficiency (km/l),11.0,25,11
Engine size (cc),1700.0,Weight (kg),1300,Fuel efficiency (km/l),12.0,25,12
Engine size (cc),1550.0,Weight (kg),1220,Fuel efficiency (km/l),15.0,25,13
Engine size (cc),1450.0,Weight (kg),1180,Fuel efficiency (km/l),16.0,25,14
Engine size (cc),1650.0,Weight (kg),1270,Fuel efficiency (km/l),13.0,25,15
Engine size (cc),1550.0,Weight (kg),1250,Fuel efficiency (km/l),14.0,25,16
Engine size (cc),1450.0,Weight (kg),1190,Fuel efficiency (km/l),16.0,25,17
Engine size (cc),1550.0,Weight (kg),1210,Fuel efficiency (km/l),15.0,25,18
Engine size (cc),1750.0,Weight (kg),1320,Fuel efficiency (km/l),12.0,25,19
Engine size (cc),1650.0,Weight (kg),1280,Fuel efficiency (km/l),13.0,25,20
Distance from center (km),5.0,Size (m²),50,Rent (per month),1200.0,26,1
Distance from center (km),2.0,Size (m²),60,Rent (per month),1500.0,26,2
Distance from center (km),3.0,Size (m²),40,Rent (per month),1300.0,26,3
Distance from center (km),1.0,Size (m²),50,Rent (per month),1600.0,26,4
Distance from center (km),6.0,Size (m²),60,Rent (per month),1100.0,26,5
Distance from center (km),4.0,Size (m²),70,Rent (per month),1400.0,26,6
Distance from center (km),2.0,Size (m²),30,Rent (per month),1400.0,26,7
Distance from center (km),5.0,Size (m²),40,Rent (per month),1200.0,26,8
Distance from center (km),4.0,Size (m²),50,Rent (per month),1300.0,26,9
Distance from center (km),3.0,Size (m²),60,Rent (per month),1400.0,26,10
Distance from center (km),7.0,Size (m²),70,Rent (per month),1000.0,26,11
Distance from center (km),5.0,Size (m²),80,Rent (per month),1300.0,26,12
Distance from center (km),1.0,Size (m²),40,Rent (per month),1600.0,26,13
Distance from center (km),2.0,Size (m²),50,Rent (per month),1500.0,26,14
Distance from center (km),5.0,Size (m²),60,Rent (per month),1200.0,26,15
Distance from center (km),3.0,Size (m²),70,Rent (per month),1400.0,26,16
Distance from center (km),2.0,Size (m²),40,Rent (per month),1400.0,26,17
Distance from center (km),6.0,Size (m²),50,Rent (per month),1100.0,26,18
Distance from center (km),3.0,Size (m²),30,Rent (per month),1300.0,26,19
Distance from center (km),4.0,Size (m²),40,Rent (per month),1200.0,26,20
Hours of sleep,7.0,Caffeine intake (mg),100,Energy level (1-10),6.0,27,1
Hours of sleep,8.0,Caffeine intake (mg),50,Energy level (1-10),8.0,27,2
Hours of sleep,6.0,Caffeine intake (mg),150,Energy level (1-10),5.0,27,3
Hours of sleep,9.0,Caffeine intake (mg),30,Energy level (1-10),9.0,27,4
Hours of sleep,8.0,Caffeine intake (mg),80,Energy level (1-10),7.0,27,5
Hours of sleep,7.0,Caffeine intake (mg),120,Energy level (1-10),5.0,27,6
Hours of sleep,5.0,Caffeine intake (mg),200,Energy level (1-10),4.0,27,7
Hours of sleep,10.0,Caffeine intake (mg),20,Energy level (1-10),10.0,27,8
Hours of sleep,9.0,Caffeine intake (mg),40,Energy level (1-10),9.0,27,9
Hours of sleep,6.0,Caffeine intake (mg),180,Energy level (1-10),4.0,27,10
Hours of sleep,7.0,Caffeine intake (mg),120,Energy level (1-10),5.0,27,11
Hours of sleep,8.0,Caffeine intake (mg),60,Energy level (1-10),7.0,27,12
Hours of sleep,10.0,Caffeine intake (mg),30,Energy level (1-10),10.0,27,13
Hours of sleep,7.0,Caffeine intake (mg),140,Energy level (1-10),5.0,27,14
Hours of sleep,6.0,Caffeine intake (mg),100,Energy level (1-10),5.0,27,15
Hours of sleep,8.0,Caffeine intake (mg),70,Energy level (1-10),7.0,27,16
Hours of sleep,8.0,Caffeine intake (mg),60,Energy level (1-10),7.0,27,17
Hours of sleep,9.0,Caffeine intake (mg),40,Energy level (1-10),8.0,27,18
Hours of sleep,5.0,Caffeine intake (mg),180,Energy level (1-10),4.0,27,19
Hours of sleep,7.0,Caffeine intake (mg),100,Energy level (1-10),6.0,27,20
Number of reviews,100.0,Price (in $),50,Customer satisfaction (1-10),8.0,28,1
Number of reviews,200.0,Price (in $),40,Customer satisfaction (1-10),9.0,28,2
Number of reviews,50.0,Price (in $),60,Customer satisfaction (1-10),6.0,28,3
Number of reviews,150.0,Price (in $),50,Customer satisfaction (1-10),8.0,28,4
Number of reviews,150.0,Price (in $),45,Customer satisfaction (1-10),8.5,28,5
Number of reviews,100.0,Price (in $),55,Customer satisfaction (1-10),7.5,28,6
Number of reviews,80.0,Price (in $),65,Customer satisfaction (1-10),6.5,28,7
Number of reviews,200.0,Price (in $),55,Customer satisfaction (1-10),8.5,28,8
Number of reviews,200.0,Price (in $),40,Customer satisfaction (1-10),9.0,28,9
Number of reviews,150.0,Price (in $),50,Customer satisfaction (1-10),8.0,28,10
Number of reviews,120.0,Price (in $),50,Customer satisfaction (1-10),8.0,28,11
Number of reviews,250.0,Price (in $),45,Customer satisfaction (1-10),9.5,28,12
Number of reviews,70.0,Price (in $),60,Customer satisfaction (1-10),6.5,28,13
Number of reviews,180.0,Price (in $),55,Customer satisfaction (1-10),8.5,28,14
Number of reviews,180.0,Price (in $),55,Customer satisfaction (1-10),8.5,28,15
Number of reviews,100.0,Price (in $),60,Customer satisfaction (1-10),7.5,28,16
Number of reviews,100.0,Price (in $),50,Customer satisfaction (1-10),8.0,28,17
Number of reviews,200.0,Price (in $),40,Customer satisfaction (1-10),9.0,28,18
Number of reviews,150.0,Price (in $),55,Customer satisfaction (1-10),8.0,28,19
Number of reviews,220.0,Price (in $),45,Customer satisfaction (1-10),9.5,28,20
Tree height,10.0,Tree thickness,2.0,Shadow coverage,70.0,29,1
Tree height,8.0,Tree thickness,3.0,Shadow coverage,60.0,29,2
Tree height,12.0,Tree thickness,1.0,Shadow coverage,75.0,29,3
Tree height,10.0,Tree thickness,2.0,Shadow coverage,70.0,29,4
Tree height,8.0,Tree thickness,4.0,Shadow coverage,65.0,29,5
Tree height,6.0,Tree thickness,5.0,Shadow coverage,60.0,29,6
Tree height,15.0,Tree thickness,2.0,Shadow coverage,85.0,29,7
Tree height,13.0,Tree thickness,3.0,Shadow coverage,80.0,29,8
Tree height,9.0,Tree thickness,3.0,Shadow coverage,70.0,29,9
Tree height,7.0,Tree thickness,4.0,Shadow coverage,65.0,29,10
Tree height,14.0,Tree thickness,1.0,Shadow coverage,80.0,29,11
Tree height,12.0,Tree thickness,2.0,Shadow coverage,75.0,29,12
Tree height,7.0,Tree thickness,5.0,Shadow coverage,60.0,29,13
Tree height,5.0,Tree thickness,6.0,Shadow coverage,55.0,29,14
Tree height,11.0,Tree thickness,3.0,Shadow coverage,75.0,29,15
Tree height,9.0,Tree thickness,4.0,Shadow coverage,70.0,29,16
Tree height,13.0,Tree thickness,2.0,Shadow coverage,80.0,29,17
Tree height,11.0,Tree thickness,3.0,Shadow coverage,75.0,29,18
Tree height,10.0,Tree thickness,4.0,Shadow coverage,75.0,29,19
Tree height,8.0,Tree thickness,5.0,Shadow coverage,70.0,29,20
Room size,15.0,Room furniture,2.0,Comfort level,8.0,30,1
Room size,12.0,Room furniture,3.0,Comfort level,6.0,30,2
Room size,18.0,Room furniture,1.0,Comfort level,9.0,30,3
Room size,16.0,Room furniture,2.0,Comfort level,8.0,30,4
Room size,10.0,Room furniture,3.0,Comfort level,5.0,30,5
Room size,8.0,Room furniture,4.0,Comfort level,4.0,30,6
Room size,20.0,Room furniture,2.0,Comfort level,10.0,30,7
Room size,18.0,Room furniture,3.0,Comfort level,9.0,30,8
Room size,14.0,Room furniture,3.0,Comfort level,7.0,30,9
Room size,12.0,Room furniture,4.0,Comfort level,6.0,30,10
Room size,22.0,Room furniture,1.0,Comfort level,11.0,30,11
Room size,20.0,Room furniture,2.0,Comfort level,10.0,30,12
Room size,12.0,Room furniture,4.0,Comfort level,5.0,30,13
Room size,10.0,Room furniture,5.0,Comfort level,4.0,30,14
Room size,16.0,Room furniture,2.0,Comfort level,8.0,30,15
Room size,14.0,Room furniture,3.0,Comfort level,7.0,30,16
Room size,13.0,Room furniture,3.0,Comfort level,6.0,30,17
Room size,11.0,Room furniture,4.0,Comfort level,5.0,30,18
Room size,19.0,Room furniture,2.0,Comfort level,9.0,30,19
Room size,17.0,Room furniture,3.0,Comfort level,8.0,30,20
Exercise intensity,8.0,Exercise duration,30.0,Weight loss,5.0,31,1
Exercise intensity,6.0,Exercise duration,40.0,Weight loss,4.0,31,2
Exercise intensity,7.0,Exercise duration,45.0,Weight loss,4.0,31,3
Exercise intensity,5.0,Exercise duration,60.0,Weight loss,3.0,31,4
Exercise intensity,10.0,Exercise duration,20.0,Weight loss,6.0,31,5
Exercise intensity,8.0,Exercise duration,30.0,Weight loss,5.0,31,6
Exercise intensity,9.0,Exercise duration,30.0,Weight loss,5.0,31,7
Exercise intensity,7.0,Exercise duration,40.0,Weight loss,4.0,31,8
Exercise intensity,6.0,Exercise duration,60.0,Weight loss,3.0,31,9
Exercise intensity,4.0,Exercise duration,70.0,Weight loss,2.0,31,10
Exercise intensity,11.0,Exercise duration,25.0,Weight loss,7.0,31,11
Exercise intensity,9.0,Exercise duration,35.0,Weight loss,6.0,31,12
Exercise intensity,8.0,Exercise duration,40.0,Weight loss,5.0,31,13
Exercise intensity,6.0,Exercise duration,50.0,Weight loss,4.0,31,14
Exercise intensity,10.0,Exercise duration,30.0,Weight loss,6.0,31,15
Exercise intensity,8.0,Exercise duration,40.0,Weight loss,5.0,31,16
Exercise intensity,7.0,Exercise duration,50.0,Weight loss,4.0,31,17
Exercise intensity,5.0,Exercise duration,60.0,Weight loss,3.0,31,18
Exercise intensity,9.0,Exercise duration,35.0,Weight loss,5.0,31,19
Exercise intensity,7.0,Exercise duration,45.0,Weight loss,4.0,31,20
Plant height,100.0,Plant width,5.0,Flower production,20.0,32,1
Plant height,80.0,Plant width,6.0,Flower production,16.0,32,2
Plant height,120.0,Plant width,4.0,Flower production,24.0,32,3
Plant height,100.0,Plant width,5.0,Flower production,20.0,32,4
Plant height,80.0,Plant width,7.0,Flower production,14.0,32,5
Plant height,60.0,Plant width,8.0,Flower production,12.0,32,6
Plant height,150.0,Plant width,3.0,Flower production,30.0,32,7
Plant height,130.0,Plant width,4.0,Flower production,26.0,32,8
Plant height,90.0,Plant width,6.0,Flower production,18.0,32,9
Plant height,70.0,Plant width,7.0,Flower production,14.0,32,10
Plant height,140.0,Plant width,4.0,Flower production,28.0,32,11
Plant height,120.0,Plant width,5.0,Flower production,24.0,32,12
Plant height,70.0,Plant width,8.0,Flower production,12.0,32,13
Plant height,50.0,Plant width,9.0,Flower production,10.0,32,14
Plant height,110.0,Plant width,5.0,Flower production,22.0,32,15
Plant height,90.0,Plant width,6.0,Flower production,18.0,32,16
Plant height,130.0,Plant width,4.0,Flower production,26.0,32,17
Plant height,110.0,Plant width,5.0,Flower production,22.0,32,18
Plant height,100.0,Plant width,6.0,Flower production,20.0,32,19
Plant height,80.0,Plant width,7.0,Flower production,16.0,32,20
House size,200.0,House floors,2.0,Market value,300.0,33,1
House size,180.0,House floors,3.0,Market value,280.0,33,2
House size,220.0,House floors,1.0,Market value,320.0,33,3
House size,200.0,House floors,2.0,Market value,300.0,33,4
House size,180.0,House floors,3.0,Market value,270.0,33,5
House size,160.0,House floors,4.0,Market value,250.0,33,6
House size,250.0,House floors,2.0,Market value,350.0,33,7
House size,230.0,House floors,3.0,Market value,330.0,33,8
House size,190.0,House floors,3.0,Market value,280.0,33,9
House size,170.0,House floors,4.0,Market value,260.0,33,10
House size,240.0,House floors,1.0,Market value,340.0,33,11
House size,220.0,House floors,2.0,Market value,320.0,33,12
House size,170.0,House floors,4.0,Market value,250.0,33,13
House size,150.0,House floors,5.0,Market value,230.0,33,14
House size,210.0,House floors,2.0,Market value,310.0,33,15
House size,190.0,House floors,3.0,Market value,290.0,33,16
House size,230.0,House floors,3.0,Market value,330.0,33,17
House size,210.0,House floors,4.0,Market value,310.0,33,18
House size,200.0,House floors,2.0,Market value,300.0,33,19
House size,180.0,House floors,3.0,Market value,280.0,33,20
Cooking Time,30.0,Ingredients,5,Deliciousness,7.0,34,1
Cooking Time,45.0,Ingredients,4,Deliciousness,6.0,34,2
Cooking Time,20.0,Ingredients,6,Deliciousness,8.0,34,3
Cooking Time,35.0,Ingredients,3,Deliciousness,7.0,34,4
Cooking Time,40.0,Ingredients,4,Deliciousness,6.0,34,5
Cooking Time,25.0,Ingredients,5,Deliciousness,7.0,34,6
Cooking Time,25.0,Ingredients,7,Deliciousness,9.0,34,7
Cooking Time,50.0,Ingredients,2,Deliciousness,5.0,34,8
Cooking Time,35.0,Ingredients,5,Deliciousness,7.0,34,9
Cooking Time,20.0,Ingredients,6,Deliciousness,8.0,34,10
Cooking Time,50.0,Ingredients,3,Deliciousness,6.0,34,11
Cooking Time,30.0,Ingredients,4,Deliciousness,7.0,34,12
Cooking Time,15.0,Ingredients,6,Deliciousness,9.0,34,13
Cooking Time,40.0,Ingredients,3,Deliciousness,6.0,34,14
Cooking Time,45.0,Ingredients,2,Deliciousness,5.0,34,15
Cooking Time,25.0,Ingredients,5,Deliciousness,8.0,34,16
Cooking Time,20.0,Ingredients,4,Deliciousness,8.0,34,17
Cooking Time,30.0,Ingredients,3,Deliciousness,7.0,34,18
Cooking Time,30.0,Ingredients,6,Deliciousness,7.0,34,19
Cooking Time,40.0,Ingredients,2,Deliciousness,5.0,34,20
Age,5.0,Size,20,Comfort,7.0,35,1
Age,10.0,Size,25,Comfort,6.0,35,2
Age,3.0,Size,25,Comfort,8.0,35,3
Age,12.0,Size,30,Comfort,5.0,35,4
Age,10.0,Size,15,Comfort,6.0,35,5
Age,5.0,Size,20,Comfort,7.0,35,6
Age,8.0,Size,30,Comfort,5.0,35,7
Age,4.0,Size,25,Comfort,8.0,35,8
Age,12.0,Size,20,Comfort,5.0,35,9
Age,6.0,Size,25,Comfort,7.0,35,10
Age,6.0,Size,25,Comfort,7.0,35,11
Age,10.0,Size,30,Comfort,6.0,35,12
Age,4.0,Size,30,Comfort,8.0,35,13
Age,8.0,Size,20,Comfort,6.0,35,14
Age,10.0,Size,15,Comfort,6.0,35,15
Age,3.0,Size,25,Comfort,8.0,35,16
Age,5.0,Size,20,Comfort,7.0,35,17
Age,12.0,Size,25,Comfort,6.0,35,18
Age,7.0,Size,25,Comfort,6.0,35,19
Age,4.0,Size,30,Comfort,7.0,35,20
Fuel Efficiency,30.0,Weight,1500,Distance,450.0,36,1
Fuel Efficiency,25.0,Weight,1600,Distance,400.0,36,2
Fuel Efficiency,28.0,Weight,1400,Distance,420.0,36,3
Fuel Efficiency,32.0,Weight,1500,Distance,480.0,36,4
Fuel Efficiency,32.0,Weight,1500,Distance,480.0,36,5
Fuel Efficiency,28.0,Weight,1400,Distance,420.0,36,6
Fuel Efficiency,25.0,Weight,1600,Distance,400.0,36,7
Fuel Efficiency,30.0,Weight,1500,Distance,450.0,36,8
Fuel Efficiency,35.0,Weight,1400,Distance,490.0,36,9
Fuel Efficiency,27.0,Weight,1500,Distance,405.0,36,10
Fuel Efficiency,27.0,Weight,1500,Distance,405.0,36,11
Fuel Efficiency,35.0,Weight,1400,Distance,490.0,36,12
Fuel Efficiency,30.0,Weight,1600,Distance,420.0,36,13
Fuel Efficiency,28.0,Weight,1400,Distance,420.0,36,14
Fuel Efficiency,28.0,Weight,1400,Distance,420.0,36,15
Fuel Efficiency,32.0,Weight,1500,Distance,480.0,36,16
