,task_id,participant,target,feature,answer,confidence
1111,138,1,['communitysatisfaction'],greenspaces,J,4
1112,138,2,['communitysatisfaction'],greenspaces,J,4
1113,138,3,['communitysatisfaction'],greenspaces,F,4
1114,138,4,['communitysatisfaction'],greenspaces,J,4
1115,138,5,['communitysatisfaction'],greenspaces,J,5
1116,138,6,['communitysatisfaction'],greenspaces,J,4
1117,138,7,['communitysatisfaction'],greenspaces,F,4
1118,138,8,['communitysatisfaction'],greenspaces,J,4
1119,138,9,['communitysatisfaction'],greenspaces,J,4
1120,141,0,['sleepquality'],Noiselevels,F,4
1121,141,1,['sleepquality'],Noiselevels,J,4
1122,141,2,['sleepquality'],Noiselevels,F,4
1123,141,3,['sleepquality'],Noiselevels,F,4
1124,141,4,['sleepquality'],Noiselevels,F,3
1125,141,5,['sleepquality'],Noiselevels,F,4
1126,141,6,['sleepquality'],Noiselevels,F,4
1127,141,7,['sleepquality'],Noiselevels,F,4
1128,141,8,['sleepquality'],Noiselevels,F,4
1129,141,9,['sleepquality'],Noiselevels,J,4
1130,141,0,['sleepquality'],stresshormones,F,3
1131,141,1,['sleepquality'],stresshormones,F,4
1132,141,2,['sleepquality'],stresshormones,J,1
1133,141,3,['sleepquality'],stresshormones,F,3
1134,141,4,['sleepquality'],stresshormones,F,4
1135,141,5,['sleepquality'],stresshormones,F,5
1136,141,6,['sleepquality'],stresshormones,F,5
1137,141,7,['sleepquality'],stresshormones,F,5
1138,141,8,['sleepquality'],stresshormones,F,4
1139,141,9,['sleepquality'],stresshormones,F,5
1140,143,0,['politicalstability'],Inequality,F,3
1141,143,1,['politicalstability'],Inequality,F,2
1142,143,2,['politicalstability'],Inequality,J,4
1143,143,3,['politicalstability'],Inequality,F,3
1144,143,4,['politicalstability'],Inequality,F,3
1145,143,5,['politicalstability'],Inequality,J,1
1146,143,6,['politicalstability'],Inequality,F,3
1147,143,7,['politicalstability'],Inequality,J,5
1148,143,8,['politicalstability'],Inequality,J,1
1149,143,9,['politicalstability'],Inequality,J,3
1150,143,0,['politicalstability'],socialtensions,F,2
1151,143,1,['politicalstability'],socialtensions,F,4
1152,143,2,['politicalstability'],socialtensions,F,4
1153,143,3,['politicalstability'],socialtensions,J,4
1154,143,4,['politicalstability'],socialtensions,F,4
1155,143,5,['politicalstability'],socialtensions,F,4
1156,143,6,['politicalstability'],socialtensions,F,2
1157,143,7,['politicalstability'],socialtensions,F,4
1158,143,8,['politicalstability'],socialtensions,F,3
1159,143,9,['politicalstability'],socialtensions,F,4
1160,145,0,['graduationrates'],Teacherexperience,J,3
1161,145,1,['graduationrates'],Teacherexperience,F,3
1162,145,2,['graduationrates'],Teacherexperience,J,5
1163,145,3,['graduationrates'],Teacherexperience,F,4
1164,145,4,['graduationrates'],Teacherexperience,J,5
1165,145,5,['graduationrates'],Teacherexperience,J,4
1166,145,6,['graduationrates'],Teacherexperience,J,3
1167,145,7,['graduationrates'],Teacherexperience,J,3
1168,145,8,['graduationrates'],Teacherexperience,F,4
1169,145,9,['graduationrates'],Teacherexperience,J,3
1170,145,0,['graduationrates'],classsizes,J,3
1171,145,1,['graduationrates'],classsizes,F,3
1172,145,2,['graduationrates'],classsizes,J,2
1173,145,3,['graduationrates'],classsizes,F,4
1174,145,4,['graduationrates'],classsizes,J,3
1175,145,5,['graduationrates'],classsizes,F,3
1176,145,6,['graduationrates'],classsizes,J,3
1177,145,7,['graduationrates'],classsizes,J,3
1178,145,8,['graduationrates'],classsizes,J,4
1179,145,9,['graduationrates'],classsizes,F,4
1180,146,0,['lifeexpectancy'],Healthcareaccess,J,4
1181,146,1,['lifeexpectancy'],Healthcareaccess,F,3
1182,146,2,['lifeexpectancy'],Healthcareaccess,F,3
1183,146,3,['lifeexpectancy'],Healthcareaccess,J,5
1184,146,4,['lifeexpectancy'],Healthcareaccess,J,3
1185,146,5,['lifeexpectancy'],Healthcareaccess,F,3
1186,146,6,['lifeexpectancy'],Healthcareaccess,J,3
1187,146,7,['lifeexpectancy'],Healthcareaccess,J,2
1188,146,8,['lifeexpectancy'],Healthcareaccess,J,3
1189,146,9,['lifeexpectancy'],Healthcareaccess,J,4
1190,146,0,['lifeexpectancy'],lifestylediseases,J,3
1191,146,1,['lifeexpectancy'],lifestylediseases,J,3
1192,146,2,['lifeexpectancy'],lifestylediseases,F,3
1193,146,3,['lifeexpectancy'],lifestylediseases,F,4
1194,146,4,['lifeexpectancy'],lifestylediseases,F,4
1195,146,5,['lifeexpectancy'],lifestylediseases,F,3
1196,146,6,['lifeexpectancy'],lifestylediseases,F,3
1197,146,7,['lifeexpectancy'],lifestylediseases,F,2
1198,146,8,['lifeexpectancy'],lifestylediseases,J,1
1199,146,9,['lifeexpectancy'],lifestylediseases,J,1
1200,172,0,['hospitaladmissions'],Healthcareaccess,F,4
1201,172,1,['hospitaladmissions'],Healthcareaccess,F,3
1202,172,2,['hospitaladmissions'],Healthcareaccess,F,2
1203,172,3,['hospitaladmissions'],Healthcareaccess,J,3
1204,172,4,['hospitaladmissions'],Healthcareaccess,F,3
1205,172,5,['hospitaladmissions'],Healthcareaccess,F,4
1206,172,6,['hospitaladmissions'],Healthcareaccess,F,5
1207,172,7,['hospitaladmissions'],Healthcareaccess,F,2
1208,172,8,['hospitaladmissions'],Healthcareaccess,J,2
1209,172,9,['hospitaladmissions'],Healthcareaccess,F,4
1210,172,0,['hospitaladmissions'],preventativecare,F,5
1211,172,1,['hospitaladmissions'],preventativecare,F,2
1212,172,2,['hospitaladmissions'],preventativecare,J,2
1213,172,3,['hospitaladmissions'],preventativecare,J,3
1214,172,4,['hospitaladmissions'],preventativecare,J,3
1215,172,5,['hospitaladmissions'],preventativecare,F,3
1216,172,6,['hospitaladmissions'],preventativecare,J,4
1217,172,7,['hospitaladmissions'],preventativecare,F,4
1218,172,8,['hospitaladmissions'],preventativecare,F,3
1219,172,9,['hospitaladmissions'],preventativecare,F,4
1220,175,0,['bloodpressure'],Dietquality,F,4
1221,175,1,['bloodpressure'],Dietquality,J,3
1222,175,2,['bloodpressure'],Dietquality,F,3
1223,175,3,['bloodpressure'],Dietquality,F,3
1224,175,4,['bloodpressure'],Dietquality,J,5
1225,175,5,['bloodpressure'],Dietquality,F,3
1226,175,6,['bloodpressure'],Dietquality,J,5
1227,175,7,['bloodpressure'],Dietquality,J,3
1228,175,8,['bloodpressure'],Dietquality,F,4
1229,175,9,['bloodpressure'],Dietquality,J,4
1230,175,0,['bloodpressure'],exerciseroutine,F,3
1231,175,1,['bloodpressure'],exerciseroutine,J,2
1232,175,2,['bloodpressure'],exerciseroutine,F,3
1233,175,3,['bloodpressure'],exerciseroutine,J,2
1234,175,4,['bloodpressure'],exerciseroutine,F,4
1235,175,5,['bloodpressure'],exerciseroutine,J,5
1236,175,6,['bloodpressure'],exerciseroutine,J,4
1237,175,7,['bloodpressure'],exerciseroutine,J,2
1238,175,8,['bloodpressure'],exerciseroutine,F,4
1239,175,9,['bloodpressure'],exerciseroutine,F,3
1240,183,0,['publicsafety'],Policeforcesize,F,4
1241,183,1,['publicsafety'],Policeforcesize,F,4
1242,183,2,['publicsafety'],Policeforcesize,J,2
1243,183,3,['publicsafety'],Policeforcesize,J,2
1244,183,4,['publicsafety'],Policeforcesize,J,5
1245,183,5,['publicsafety'],Policeforcesize,J,4
1246,183,6,['publicsafety'],Policeforcesize,J,3
1247,183,7,['publicsafety'],Policeforcesize,F,3
1248,183,8,['publicsafety'],Policeforcesize,F,4
1249,183,9,['publicsafety'],Policeforcesize,F,1
1250,183,0,['publicsafety'],responsetimes,F,3
1251,183,1,['publicsafety'],responsetimes,F,4
1252,183,2,['publicsafety'],responsetimes,F,2
1253,183,3,['publicsafety'],responsetimes,F,4
1254,183,4,['publicsafety'],responsetimes,F,4
1255,183,5,['publicsafety'],responsetimes,F,4
1256,183,6,['publicsafety'],responsetimes,F,2
1257,183,7,['publicsafety'],responsetimes,F,3
1258,183,8,['publicsafety'],responsetimes,J,4
1259,183,9,['publicsafety'],responsetimes,F,4
1260,186,0,['lifeexpectancy'],Healthcareaccess,J,3
1261,186,1,['lifeexpectancy'],Healthcareaccess,J,4
1262,186,2,['lifeexpectancy'],Healthcareaccess,J,4
1263,186,3,['lifeexpectancy'],Healthcareaccess,J,3
1264,186,4,['lifeexpectancy'],Healthcareaccess,J,3
1265,186,5,['lifeexpectancy'],Healthcareaccess,F,3
1266,186,6,['lifeexpectancy'],Healthcareaccess,F,4
1267,186,7,['lifeexpectancy'],Healthcareaccess,J,4
1268,186,8,['lifeexpectancy'],Healthcareaccess,J,4
1269,186,9,['lifeexpectancy'],Healthcareaccess,J,3
1270,186,0,['lifeexpectancy'],diseaseburden,F,4
1271,186,1,['lifeexpectancy'],diseaseburden,F,3
1272,186,2,['lifeexpectancy'],diseaseburden,F,2
1273,186,3,['lifeexpectancy'],diseaseburden,F,4
1274,186,4,['lifeexpectancy'],diseaseburden,F,3
1275,186,5,['lifeexpectancy'],diseaseburden,J,1
1276,186,6,['lifeexpectancy'],diseaseburden,F,3
1277,186,7,['lifeexpectancy'],diseaseburden,F,4
1278,186,8,['lifeexpectancy'],diseaseburden,F,4
1279,186,9,['lifeexpectancy'],diseaseburden,F,4
1280,189,0,['childhoodobesity'],Screentime,F,4
1281,189,1,['childhoodobesity'],Screentime,J,4
1282,189,2,['childhoodobesity'],Screentime,J,4
1283,189,3,['childhoodobesity'],Screentime,F,2
1284,189,4,['childhoodobesity'],Screentime,J,2
1285,189,5,['childhoodobesity'],Screentime,J,3
1286,189,6,['childhoodobesity'],Screentime,J,4
1287,189,7,['childhoodobesity'],Screentime,J,3
1288,189,8,['childhoodobesity'],Screentime,J,3
1289,189,9,['childhoodobesity'],Screentime,J,3
1290,189,0,['childhoodobesity'],physicalactivity,F,4
1291,189,1,['childhoodobesity'],physicalactivity,F,4
1292,189,2,['childhoodobesity'],physicalactivity,F,4
1293,189,3,['childhoodobesity'],physicalactivity,J,1
1294,189,4,['childhoodobesity'],physicalactivity,F,4
1295,189,5,['childhoodobesity'],physicalactivity,F,4
1296,189,6,['childhoodobesity'],physicalactivity,J,1
1297,189,7,['childhoodobesity'],physicalactivity,F,4
1298,189,8,['childhoodobesity'],physicalactivity,F,3
1299,189,9,['childhoodobesity'],physicalactivity,F,5
1300,190,0,['homeprices'],Housingsupply,F,3
1301,190,1,['homeprices'],Housingsupply,J,3
1302,190,2,['homeprices'],Housingsupply,F,4
1303,190,3,['homeprices'],Housingsupply,F,2
1304,190,4,['homeprices'],Housingsupply,F,4
1305,190,5,['homeprices'],Housingsupply,J,4
1306,190,6,['homeprices'],Housingsupply,F,3
1307,190,7,['homeprices'],Housingsupply,F,4
1308,190,8,['homeprices'],Housingsupply,F,4
1309,190,9,['homeprices'],Housingsupply,J,4
1310,190,0,['homeprices'],populationgrowth,J,4
1311,190,1,['homeprices'],populationgrowth,J,5
1312,190,2,['homeprices'],populationgrowth,J,4
1313,190,3,['homeprices'],populationgrowth,J,5
1314,190,4,['homeprices'],populationgrowth,J,4
1315,190,5,['homeprices'],populationgrowth,J,5
1316,190,6,['homeprices'],populationgrowth,J,5
1317,190,7,['homeprices'],populationgrowth,J,4
1318,190,8,['homeprices'],populationgrowth,F,4
1319,190,9,['homeprices'],populationgrowth,J,3
1320,193,0,['publichealth'],Pollutioncontrols,F,3
1321,193,1,['publichealth'],Pollutioncontrols,F,3
1322,193,2,['publichealth'],Pollutioncontrols,F,3
1323,193,3,['publichealth'],Pollutioncontrols,J,2
1324,193,4,['publichealth'],Pollutioncontrols,F,3
1325,193,5,['publichealth'],Pollutioncontrols,J,2
1326,193,6,['publichealth'],Pollutioncontrols,F,2
1327,193,7,['publichealth'],Pollutioncontrols,F,4
1328,193,8,['publichealth'],Pollutioncontrols,J,3
1329,193,9,['publichealth'],Pollutioncontrols,F,3
1330,193,0,['publichealth'],airquality,J,4
1331,193,1,['publichealth'],airquality,J,3
1332,193,2,['publichealth'],airquality,J,4
1333,193,3,['publichealth'],airquality,J,3
1334,193,4,['publichealth'],airquality,F,3
1335,193,5,['publichealth'],airquality,J,4
1336,193,6,['publichealth'],airquality,F,4
1337,193,7,['publichealth'],airquality,J,5
1338,193,8,['publichealth'],airquality,J,2
1339,193,9,['publichealth'],airquality,F,3
1340,201,0,['testscore'],Studytime,J,4
1341,201,1,['testscore'],Studytime,J,4
1342,201,2,['testscore'],Studytime,J,4
1343,201,3,['testscore'],Studytime,J,3
1344,201,4,['testscore'],Studytime,F,3
1345,201,5,['testscore'],Studytime,J,4
1346,201,6,['testscore'],Studytime,J,4
1347,201,7,['testscore'],Studytime,J,5
1348,201,8,['testscore'],Studytime,J,4
1349,201,9,['testscore'],Studytime,J,3
1350,201,0,['testscore'],IQscore,J,3
1351,201,1,['testscore'],IQscore,J,5
1352,201,2,['testscore'],IQscore,J,3
1353,201,3,['testscore'],IQscore,J,4
1354,201,4,['testscore'],IQscore,F,4
1355,201,5,['testscore'],IQscore,J,4
1356,201,6,['testscore'],IQscore,J,3
1357,201,7,['testscore'],IQscore,J,4
1358,201,8,['testscore'],IQscore,J,3
1359,201,9,['testscore'],IQscore,J,4
1360,238,0,['weightchange'],Sugarintake,J,3
1361,238,1,['weightchange'],Sugarintake,J,2
1362,238,2,['weightchange'],Sugarintake,J,3
1363,238,3,['weightchange'],Sugarintake,J,3
1364,238,4,['weightchange'],Sugarintake,J,4
1365,238,5,['weightchange'],Sugarintake,J,4
1366,238,6,['weightchange'],Sugarintake,J,4
1367,238,7,['weightchange'],Sugarintake,J,4
1368,238,8,['weightchange'],Sugarintake,J,2
1369,238,9,['weightchange'],Sugarintake,J,4
1370,238,0,['weightchange'],exerciseduration,F,3
1371,238,1,['weightchange'],exerciseduration,F,3
1372,238,2,['weightchange'],exerciseduration,F,3
1373,238,3,['weightchange'],exerciseduration,J,4
1374,238,4,['weightchange'],exerciseduration,J,3
1375,238,5,['weightchange'],exerciseduration,F,4
1376,238,6,['weightchange'],exerciseduration,J,4
1377,238,7,['weightchange'],exerciseduration,F,3
1378,238,8,['weightchange'],exerciseduration,F,3
1379,238,9,['weightchange'],exerciseduration,J,2
1380,242,0,['alertness'],Sleepduration,J,2
1381,242,1,['alertness'],Sleepduration,F,5
1382,242,2,['alertness'],Sleepduration,F,3
1383,242,3,['alertness'],Sleepduration,J,4
1384,242,4,['alertness'],Sleepduration,F,2
1385,242,5,['alertness'],Sleepduration,J,3
1386,242,6,['alertness'],Sleepduration,J,3
1387,242,7,['alertness'],Sleepduration,F,3
1388,242,8,['alertness'],Sleepduration,F,4
1389,242,9,['alertness'],Sleepduration,J,2
1390,242,0,['alertness'],caffeineintake,J,4
1391,242,1,['alertness'],caffeineintake,J,4
1392,242,2,['alertness'],caffeineintake,J,4
1393,242,3,['alertness'],caffeineintake,J,4
1394,242,4,['alertness'],caffeineintake,J,4
1395,242,5,['alertness'],caffeineintake,J,3
1396,242,6,['alertness'],caffeineintake,J,3
1397,242,7,['alertness'],caffeineintake,J,4
1398,242,8,['alertness'],caffeineintake,J,3
1399,242,9,['alertness'],caffeineintake,F,4
1400,244,0,['examscore'],Classattendance,J,4
1401,244,1,['examscore'],Classattendance,F,5
1402,244,2,['examscore'],Classattendance,J,4
1403,244,3,['examscore'],Classattendance,J,3
1404,244,4,['examscore'],Classattendance,J,4
1405,244,5,['examscore'],Classattendance,F,4
1406,244,6,['examscore'],Classattendance,J,4
1407,244,7,['examscore'],Classattendance,J,2
1408,244,8,['examscore'],Classattendance,F,5
1409,244,9,['examscore'],Classattendance,J,4
1410,244,0,['examscore'],studyduration,J,4
1411,244,1,['examscore'],studyduration,J,3
1412,244,2,['examscore'],studyduration,J,4
1413,244,3,['examscore'],studyduration,F,1
1414,244,4,['examscore'],studyduration,F,2
1415,244,5,['examscore'],studyduration,J,4
1416,244,6,['examscore'],studyduration,J,5
1417,244,7,['examscore'],studyduration,J,4
1418,244,8,['examscore'],studyduration,J,3
1419,244,9,['examscore'],studyduration,J,5
1420,255,0,['tripcost'],Traveldistance,J,3
1421,255,1,['tripcost'],Traveldistance,J,3
1422,255,2,['tripcost'],Traveldistance,J,4
1423,255,3,['tripcost'],Traveldistance,J,4
1424,255,4,['tripcost'],Traveldistance,J,4
1425,255,5,['tripcost'],Traveldistance,J,4
1426,255,6,['tripcost'],Traveldistance,J,4
1427,255,7,['tripcost'],Traveldistance,F,3
1428,255,8,['tripcost'],Traveldistance,J,4
1429,255,9,['tripcost'],Traveldistance,J,3
1430,255,0,['tripcost'],traveltime,J,4
1431,255,1,['tripcost'],traveltime,J,4
1432,255,2,['tripcost'],traveltime,J,4
1433,255,3,['tripcost'],traveltime,J,4
1434,255,4,['tripcost'],traveltime,F,3
1435,255,5,['tripcost'],traveltime,J,5
1436,255,6,['tripcost'],traveltime,F,2
1437,255,7,['tripcost'],traveltime,J,4
1438,255,8,['tripcost'],traveltime,J,4
1439,255,9,['tripcost'],traveltime,J,5
1440,257,0,['testscore'],Studytime,J,2
1441,257,1,['testscore'],Studytime,J,4
1442,257,2,['testscore'],Studytime,J,4
1443,257,3,['testscore'],Studytime,F,3
1444,257,4,['testscore'],Studytime,J,5
1445,257,5,['testscore'],Studytime,J,5
1446,257,6,['testscore'],Studytime,F,4
1447,257,7,['testscore'],Studytime,F,4
1448,257,8,['testscore'],Studytime,J,4
1449,257,9,['testscore'],Studytime,J,5
1450,257,0,['testscore'],sleeptime,F,3
1451,257,1,['testscore'],sleeptime,F,4
1452,257,2,['testscore'],sleeptime,J,4
1453,257,3,['testscore'],sleeptime,J,3
1454,257,4,['testscore'],sleeptime,J,5
1455,257,5,['testscore'],sleeptime,J,5
1456,257,6,['testscore'],sleeptime,F,2
1457,257,7,['testscore'],sleeptime,J,3
1458,257,8,['testscore'],sleeptime,J,3
1459,257,9,['testscore'],sleeptime,F,3
1460,259,0,['weightchange'],Calorieintake,F,2
1461,259,1,['weightchange'],Calorieintake,J,4
1462,259,2,['weightchange'],Calorieintake,J,2
1463,259,3,['weightchange'],Calorieintake,J,4
1464,259,4,['weightchange'],Calorieintake,J,2
1465,259,5,['weightchange'],Calorieintake,F,4
1466,259,6,['weightchange'],Calorieintake,J,4
1467,259,7,['weightchange'],Calorieintake,J,3
1468,259,8,['weightchange'],Calorieintake,J,3
1469,259,9,['weightchange'],Calorieintake,F,4
1470,259,0,['weightchange'],exercisetime,J,4
1471,259,1,['weightchange'],exercisetime,F,4
1472,259,2,['weightchange'],exercisetime,J,3
1473,259,3,['weightchange'],exercisetime,F,3
1474,259,4,['weightchange'],exercisetime,F,3
1475,259,5,['weightchange'],exercisetime,F,4
1476,259,6,['weightchange'],exercisetime,F,2
1477,259,7,['weightchange'],exercisetime,F,2
1478,259,8,['weightchange'],exercisetime,F,3
1479,259,9,['weightchange'],exercisetime,F,2
1480,262,0,['skilllevel'],Practicetime,J,4
1481,262,1,['skilllevel'],Practicetime,J,3
1482,262,2,['skilllevel'],Practicetime,J,5
1483,262,3,['skilllevel'],Practicetime,J,3
1484,262,4,['skilllevel'],Practicetime,F,4
1485,262,5,['skilllevel'],Practicetime,J,4
1486,262,6,['skilllevel'],Practicetime,F,2
1487,262,7,['skilllevel'],Practicetime,J,4
1488,262,8,['skilllevel'],Practicetime,J,3
1489,262,9,['skilllevel'],Practicetime,F,2
1490,262,0,['skilllevel'],talentlevel,J,5
1491,262,1,['skilllevel'],talentlevel,F,1
1492,262,2,['skilllevel'],talentlevel,F,4
1493,262,3,['skilllevel'],talentlevel,F,2
1494,262,4,['skilllevel'],talentlevel,J,3
1495,262,5,['skilllevel'],talentlevel,J,4
1496,262,6,['skilllevel'],talentlevel,J,3
1497,262,7,['skilllevel'],talentlevel,J,2
1498,262,8,['skilllevel'],talentlevel,J,4
1499,262,9,['skilllevel'],talentlevel,F,1
1500,267,0,['economicgrowth'],Inflationrate,J,4
1501,267,1,['economicgrowth'],Inflationrate,F,3
1502,267,2,['economicgrowth'],Inflationrate,F,5
1503,267,3,['economicgrowth'],Inflationrate,F,4
1504,267,4,['economicgrowth'],Inflationrate,J,1
1505,267,5,['economicgrowth'],Inflationrate,F,4
1506,267,6,['economicgrowth'],Inflationrate,F,3
1507,267,7,['economicgrowth'],Inflationrate,F,4
1508,267,8,['economicgrowth'],Inflationrate,J,3
1509,267,9,['economicgrowth'],Inflationrate,J,3
1510,267,0,['economicgrowth'],unemploymentrate,F,4
1511,267,1,['economicgrowth'],unemploymentrate,J,3
1512,267,2,['economicgrowth'],unemploymentrate,J,2
1513,267,3,['economicgrowth'],unemploymentrate,F,4
1514,267,4,['economicgrowth'],unemploymentrate,J,2
1515,267,5,['economicgrowth'],unemploymentrate,F,4
1516,267,6,['economicgrowth'],unemploymentrate,J,4
1517,267,7,['economicgrowth'],unemploymentrate,F,4
1518,267,8,['economicgrowth'],unemploymentrate,F,4
1519,267,9,['economicgrowth'],unemploymentrate,F,4
1520,270,0,['musicskill'],Practicehours,J,5
1521,270,1,['musicskill'],Practicehours,J,4
1522,270,2,['musicskill'],Practicehours,F,2
1523,270,3,['musicskill'],Practicehours,J,4
1524,270,4,['musicskill'],Practicehours,J,4
1525,270,5,['musicskill'],Practicehours,J,3
1526,270,6,['musicskill'],Practicehours,J,3
1527,270,7,['musicskill'],Practicehours,F,4
1528,270,8,['musicskill'],Practicehours,J,3
1529,270,9,['musicskill'],Practicehours,J,3
1530,270,0,['musicskill'],instructorquality,J,2
1531,270,1,['musicskill'],instructorquality,J,2
1532,270,2,['musicskill'],instructorquality,J,3
1533,270,3,['musicskill'],instructorquality,J,4
1534,270,4,['musicskill'],instructorquality,J,5
1535,270,5,['musicskill'],instructorquality,F,3
1536,270,6,['musicskill'],instructorquality,J,5
1537,270,7,['musicskill'],instructorquality,J,3
1538,270,8,['musicskill'],instructorquality,F,4
1539,270,9,['musicskill'],instructorquality,F,3
1540,273,0,['health&wellness'],Dietquality,J,4
1541,273,1,['health&wellness'],Dietquality,J,4
1542,273,2,['health&wellness'],Dietquality,F,5
1543,273,3,['health&wellness'],Dietquality,J,4
1544,273,4,['health&wellness'],Dietquality,F,4
1545,273,5,['health&wellness'],Dietquality,J,4
1546,273,6,['health&wellness'],Dietquality,F,4
1547,273,7,['health&wellness'],Dietquality,F,3
1548,273,8,['health&wellness'],Dietquality,J,3
1549,273,9,['health&wellness'],Dietquality,F,2
1550,273,0,['health&wellness'],exerciseroutine,J,4
1551,273,1,['health&wellness'],exerciseroutine,J,3
1552,273,2,['health&wellness'],exerciseroutine,J,4
1553,273,3,['health&wellness'],exerciseroutine,J,3
1554,273,4,['health&wellness'],exerciseroutine,J,3
1555,273,5,['health&wellness'],exerciseroutine,J,3
1556,273,6,['health&wellness'],exerciseroutine,J,5
1557,273,7,['health&wellness'],exerciseroutine,J,2
1558,273,8,['health&wellness'],exerciseroutine,J,5
1559,273,9,['health&wellness'],exerciseroutine,J,2
1560,274,0,['studentgrowth'],Studydedication,J,5
1561,274,1,['studentgrowth'],Studydedication,F,2
1562,274,2,['studentgrowth'],Studydedication,J,4
1563,274,3,['studentgrowth'],Studydedication,J,2
1564,274,4,['studentgrowth'],Studydedication,J,4
1565,274,5,['studentgrowth'],Studydedication,J,4
1566,274,6,['studentgrowth'],Studydedication,J,4
1567,274,7,['studentgrowth'],Studydedication,F,5
1568,274,8,['studentgrowth'],Studydedication,J,3
1569,274,9,['studentgrowth'],Studydedication,J,4
1570,274,0,['studentgrowth'],academicsupport,J,3
1571,274,1,['studentgrowth'],academicsupport,J,5
1572,274,2,['studentgrowth'],academicsupport,J,3
1573,274,3,['studentgrowth'],academicsupport,F,1
1574,274,4,['studentgrowth'],academicsupport,J,4
1575,274,5,['studentgrowth'],academicsupport,F,4
1576,274,6,['studentgrowth'],academicsupport,J,4
1577,274,7,['studentgrowth'],academicsupport,F,1
1578,274,8,['studentgrowth'],academicsupport,J,4
1579,274,9,['studentgrowth'],academicsupport,F,4
1580,277,0,['jobsatisfaction'],Companytenure,J,2
1581,277,1,['jobsatisfaction'],Companytenure,J,4
1582,277,2,['jobsatisfaction'],Companytenure,J,3
1583,277,3,['jobsatisfaction'],Companytenure,F,3
1584,277,4,['jobsatisfaction'],Companytenure,F,2
1585,277,5,['jobsatisfaction'],Companytenure,J,4
1586,277,6,['jobsatisfaction'],Companytenure,J,5
1587,277,7,['jobsatisfaction'],Companytenure,J,3
1588,277,8,['jobsatisfaction'],Companytenure,J,2
1589,277,9,['jobsatisfaction'],Companytenure,J,5
1590,277,0,['jobsatisfaction'],workperformance,F,2
1591,277,1,['jobsatisfaction'],workperformance,F,1
1592,277,2,['jobsatisfaction'],workperformance,J,4
1593,277,3,['jobsatisfaction'],workperformance,J,4
1594,277,4,['jobsatisfaction'],workperformance,F,2
1595,277,5,['jobsatisfaction'],workperformance,F,2
1596,277,6,['jobsatisfaction'],workperformance,J,4
1597,277,7,['jobsatisfaction'],workperformance,J,4
1598,277,8,['jobsatisfaction'],workperformance,J,3
1599,277,9,['jobsatisfaction'],workperformance,J,4
1600,278,0,['work'],Commutedistance,J,3
1601,278,1,['work'],Commutedistance,F,3
1602,278,2,['work'],Commutedistance,J,3
1603,278,3,['work'],Commutedistance,F,2
1604,278,4,['work'],Commutedistance,J,3
1605,278,5,['work'],Commutedistance,F,5
1606,278,6,['work'],Commutedistance,F,2
1607,278,7,['work'],Commutedistance,F,4
1608,278,8,['work'],Commutedistance,F,2
1609,278,9,['work'],Commutedistance,F,4
1610,278,0,['work'],flexibleschedule,J,2
1611,278,1,['work'],flexibleschedule,F,3
1612,278,2,['work'],flexibleschedule,J,4
1613,278,3,['work'],flexibleschedule,F,4
1614,278,4,['work'],flexibleschedule,J,4
1615,278,5,['work'],flexibleschedule,F,3
1616,278,6,['work'],flexibleschedule,J,5
1617,278,7,['work'],flexibleschedule,J,5
1618,278,8,['work'],flexibleschedule,F,3
1619,278,9,['work'],flexibleschedule,J,5
1620,279,0,['projectsuccess'],Leadershipcompetence,J,3
1621,279,1,['projectsuccess'],Leadershipcompetence,J,4
1622,279,2,['projectsuccess'],Leadershipcompetence,J,5
1623,279,3,['projectsuccess'],Leadershipcompetence,J,3
1624,279,4,['projectsuccess'],Leadershipcompetence,F,2
1625,279,5,['projectsuccess'],Leadershipcompetence,J,4
1626,279,6,['projectsuccess'],Leadershipcompetence,J,5
1627,279,7,['projectsuccess'],Leadershipcompetence,J,3
1628,279,8,['projectsuccess'],Leadershipcompetence,J,4
1629,279,9,['projectsuccess'],Leadershipcompetence,J,3
1630,279,0,['projectsuccess'],teamcohesion,J,3
1631,279,1,['projectsuccess'],teamcohesion,J,5
1632,279,2,['projectsuccess'],teamcohesion,J,4
1633,279,3,['projectsuccess'],teamcohesion,J,4
1634,279,4,['projectsuccess'],teamcohesion,F,4
1635,279,5,['projectsuccess'],teamcohesion,J,3
1636,279,6,['projectsuccess'],teamcohesion,J,4
1637,279,7,['projectsuccess'],teamcohesion,J,4
1638,279,8,['projectsuccess'],teamcohesion,F,2
1639,279,9,['projectsuccess'],teamcohesion,J,5
1640,286,0,['learningoutcomes'],Studententhusiasm,J,5
1641,286,1,['learningoutcomes'],Studententhusiasm,F,5
1642,286,2,['learningoutcomes'],Studententhusiasm,J,5
1643,286,3,['learningoutcomes'],Studententhusiasm,J,4
1644,286,4,['learningoutcomes'],Studententhusiasm,J,4
1645,286,5,['learningoutcomes'],Studententhusiasm,J,4
1646,286,6,['learningoutcomes'],Studententhusiasm,F,1
1647,286,7,['learningoutcomes'],Studententhusiasm,J,4
1648,286,8,['learningoutcomes'],Studententhusiasm,J,4
1649,286,9,['learningoutcomes'],Studententhusiasm,J,3
1650,286,0,['learningoutcomes'],teachingquality,J,3
1651,286,1,['learningoutcomes'],teachingquality,J,4
1652,286,2,['learningoutcomes'],teachingquality,F,4
