,participant,trial,task_id,feature1_name,feature2_name,target_name,feature1_value_F,feature2_value_F,feature1_value_J,feature2_value_J,target_value_F,target_value_J,answer
2980,29,80,1058,Fatcontent,sugarcontent,caloriecount,0.81,0.47,0.88,0.76,216.0,323.0,J
2981,29,81,1100,Accuracyofpolls,undecidedvoters,electionoutcomeprobabilities,0.81,0.03,0.63,0.11,0.9,0.73,F
2982,29,82,1150,Populationdensity,diseaserate,lifeexpectancy,2500.0,0.05,600.0,0.09,73.0,61.0,F
2983,29,83,1847,Drugdose,individualvariation,treatmentefficacy,0.23,0.62,0.91,0.37,0.81,0.84,J
2984,29,84,100,Traveltime,traveldistance,transportationcost,30.0,34.0,16.0,26.0,238.0,132.0,J
2985,29,85,3320,Votingpercentage,campaignspending,electionresult,0.47,0.35,0.51,0.29,0.48,0.37,J
2986,29,86,649,Numberofemployees,officespace,productivityrating,186.0,1700.0,264.0,2100.0,84.0,89.0,F
2987,29,87,502,TreatmentAdherence,SideEffects,RecoveryRate,0.92,0.87,0.67,0.51,0.88,0.63,F
2988,29,88,244,Classattendance,studyduration,examscore,0.24,3.66,0.92,6.44,72.41,96.81,J
2989,29,89,1082,Effort,talent,success,0.32,0.85,0.15,0.93,0.62,0.71,F
2990,29,90,6,Exerciseduration,dietquality,healthscore,16.0,35.0,28.0,61.0,36.0,57.0,J
2991,29,91,12,Positiveaffect,resilience,wellbeingscore,0.68,0.83,0.63,0.49,0.71,0.48,F
2992,29,92,3040,Noisepollution,greenspace,lifesatisfaction,61.0,88.0,68.0,90.0,82.0,86.0,J
2993,29,93,3086,Medicationtype,dosage,therapeuticeffect,35.0,79.0,57.0,38.0,62.0,45.0,F
2994,29,94,338,Informationquality,medialiteracy,informedpublic,0.92,0.43,0.75,0.53,0.78,0.69,F
2995,29,95,1866,Foodintake,Exercise,Bodyweight,1850.0,90.0,2100.0,100.0,165.0,172.0,F
2996,29,96,544,HealthcareAccess,LifestyleFactors,LifeExpectancy,0.83,0.71,0.29,0.37,71.6,63.8,F
2997,29,97,94,Drawingtalent,arttraining,creativeproductions,0.39,0.83,0.32,0.85,0.71,0.52,J
2998,29,98,135,Studyhours,leisuretime,examperformance,10.0,3.0,3.0,5.0,88.0,63.0,F
2999,29,99,83,Tidiness,organizationskills,orderlinessrating,0.63,0.37,0.05,0.15,0.65,0.23,F
3000,30,0,943,Age,exercise,health,48.0,210.0,31.0,240.0,74.0,82.0,F
3001,30,1,1904,Wages,Experience,Joboffer,35000.0,10.0,30000.0,12.0,55000.0,52000.0,F
3002,30,2,808,Skill,practice,mastery,0.91,0.19,0.12,0.89,0.67,0.42,F
3003,30,3,61,Physicalendurance,perseverance,athleticachievement,34.0,61.0,72.0,88.0,59.0,93.0,J
3004,30,4,1935,Exercisefrequency,Nutritionquality,Healthandwellbeing,0.26,0.94,0.93,0.18,0.53,0.67,F
3005,30,5,143,Inequality,socialtensions,politicalstability,0.68,0.56,0.72,0.65,0.73,0.76,F
3006,30,6,753,Sleepduration,caffeine,alertness,3.1,2.3,6.3,3.7,6.0,9.1,J
3007,30,7,504,PolicePresence,NeighborhoodIncome,CrimeRate,0.85,0.88,0.45,0.63,0.82,0.53,J
3008,30,8,40,Orderliness,organizationabilities,tidinessscore,0.72,0.65,0.77,0.85,0.75,0.88,J
3009,30,9,548,Hoursstudied,quizscores,examgrade,3.0,90.0,6.0,80.0,84.0,82.0,F
3010,30,10,391,Caloriedeficit,activitylevel,weightloss,613.0,252.0,261.0,513.0,43.0,37.0,F
3011,30,11,891,InterestLevel,ContentDifficulty,ExamScore,0.63,0.55,0.73,0.26,72.5,58.2,J
3012,30,12,702,Healthcareaccess,publichealthinitiatives,communitywellbeing,0.67,0.71,0.83,0.92,0.66,0.79,J
3013,30,13,15,Stresslevel,leisuretime,burnoutrisk,5.2,3.7,8.3,3.2,72.3,86.5,J
3014,30,14,1280,Genetics,lifestylefactors,lifeexpectancy,0.38,0.72,0.52,0.63,69.0,76.0,F
3015,30,15,559,Crimerate,policefunding,publicsafety,0.72,0.84,0.83,0.91,0.81,0.89,J
3016,30,16,274,Studydedication,academicsupport,studentgrowth,5.6,7.7,9.2,1.3,9.7,8.9,F
3017,30,17,3,Age,coffeeconsumption,sleepquality,42.0,9.0,22.0,7.0,3.0,8.0,F
3018,30,18,1224,Commutelength,flexibleschedules,work,20.0,80.0,90.0,25.0,70.0,92.0,F
3019,30,19,201,Studytime,IQscore,testscore,62.0,127.0,69.0,132.0,93.0,94.0,J
3020,30,20,696,Compensation,workplaceculture,employeeretention,130000.0,8.0,85000.0,2.0,99.0,80.0,F
3021,30,21,772,Leadership,morale,productivity,0.38,0.52,0.44,0.71,0.42,0.55,J
3022,30,22,3086,Medicationtype,dosage,therapeuticeffect,50.0,90.0,12.0,43.0,76.0,31.0,F
3023,30,23,56,Exploratorytendency,noveltyseeking,creativityindex,0.55,0.76,0.49,0.92,0.69,0.77,J
3024,30,24,130,Healthcareaccess,lifestylediseases,lifeexpectancy,39.0,29.0,61.0,46.0,67.0,72.0,F
3025,30,25,338,Informationquality,medialiteracy,informedpublic,0.47,0.75,0.75,0.53,0.55,0.69,J
3026,30,26,480,GPA,InterviewPerformance,JobOfferOdds,3.4,0.7,3.7,0.8,0.54,0.59,J
3027,30,27,1833,Exerciseamount,fitnesslevel,healthoutcomes,44.0,53.0,28.0,86.0,45.0,49.0,J
3028,30,28,319,Productquality,brandtrust,customerloyalty,0.34,0.28,0.38,0.29,0.39,0.42,J
3029,30,29,91,Athleticism,strengthandfitness,sportsperformance,0.92,0.24,0.43,0.52,0.65,0.46,F
3030,30,30,1161,Stresslevel,copingabilities,burnoutrisk,5.5,7.8,6.3,1.8,29.7,25.1,J
3031,30,31,539,StudyTime,TeachingQuality,AcademicPerformance,3.8,6.3,3.2,7.8,65.1,67.1,J
3032,30,32,375,Inflation,unemployment,economicgrowth,7.2,4.8,4.3,3.9,2.5,3.3,J
3033,30,33,67,Attachmentsecurity,socialsupport,wellbeinglevel,0.73,0.81,0.24,0.11,0.62,0.16,F
3034,30,34,286,Studententhusiasm,teachingquality,learningoutcomes,0.73,0.62,0.56,0.63,0.84,0.67,F
3035,30,35,277,Companytenure,workperformance,jobsatisfaction,6.0,9.0,12.0,5.0,76.0,71.0,F
3036,30,36,824,Effort,talent,achievement,0.24,0.32,0.87,0.77,0.26,0.85,J
3037,30,37,305,Drugefficacy,treatmentadherence,symptomimprovement,0.76,0.71,0.57,0.49,0.81,0.63,F
3038,30,38,68,esteemstability,identitycoherence,lifesatisfaction,0.65,0.19,0.09,0.41,0.36,0.29,F
3039,30,39,693,Parentingstyle,peerinfluences,childdevelopment,0.39,0.71,0.13,0.66,0.61,0.46,F
3040,30,40,3202,Commutemethod,routeflexibility,work,0.23,0.62,0.73,0.26,0.48,0.81,J
3041,30,41,1100,Accuracyofpolls,undecidedvoters,electionoutcomeprobabilities,0.75,0.06,0.78,0.07,0.84,0.87,J
3042,30,42,295,Leadershipintegrity,citizenapproval,administrationsuccess,0.73,0.62,0.61,0.54,0.81,0.68,F
3043,30,43,687,Numberofsocialconnections,emotionalsupport,lifesatisfaction,2.1,6.8,5.6,4.4,5.7,6.5,J
3044,30,44,516,HealthCoverage,PreventativeCare,LifeExpectancy,0.47,0.59,0.42,0.51,72.97,71.85,F
3045,30,45,54,Readingamount,vocabularysize,verbalintelligence,8.0,25.0,9.0,16.0,12.0,31.0,F
3046,30,46,649,Numberofemployees,officespace,productivityrating,328.0,2500.0,175.0,1600.0,92.0,82.0,J
3047,30,47,801,Teamwork,communication,productivity,0.54,0.62,0.92,0.43,0.49,0.68,J
3048,30,48,3077,Employeehappiness,salary,productivity,0.79,68832.0,0.62,47385.0,0.89,0.78,F
3049,30,49,82,Morningalertness,sleepconsistency,dailyproductivity,0.42,0.35,0.21,0.61,0.48,0.36,F
3050,30,50,931,NewsSource,MediaBias,VoterOpinion,0.77,0.52,0.64,0.88,0.64,0.71,J
3051,30,51,1020,Genetics,healthcare,lifeexpectancy,0.73,0.81,0.51,0.73,78.32,76.85,F
3052,30,52,39,Morningness,sleepconsistency,dailyproductivity,0.85,0.44,0.64,0.9,0.76,0.88,F
3053,30,53,242,Sleepduration,caffeineintake,alertness,9.1,1.3,8.3,3.1,9.6,9.2,F
3054,30,54,918,HouseSize,Furnishings,PropertyValue,1250.0,7100.0,800.0,4700.0,480000.0,300000.0,F
3055,30,55,1136,Price,convenience,customersatisfaction,13.0,94.0,81.0,93.0,48.0,97.0,F
3056,30,56,348,Medicalresearch,drugdevelopment,diseasecure,19.0,14.0,34.0,26.0,22.0,39.0,J
3057,30,57,853,Effort,Ability,Performance,0.72,0.57,0.12,0.42,0.73,0.33,F
3058,30,58,193,Pollutioncontrols,airquality,publichealth,65.0,38.0,68.0,77.0,47.0,80.0,J
3059,30,59,259,Calorieintake,exercisetime,weightchange,1400.0,5.0,1300.0,15.0,0.2,0.3,J
3060,30,60,331,Skillbuilding,careerguidance,workforcereadiness,0.85,0.43,0.73,0.26,0.68,0.62,F
3061,30,61,608,Classattendance,studytime,coursegrade,0.73,3.6,0.69,3.9,85.0,82.0,J
3062,30,62,1847,Drugdose,individualvariation,treatmentefficacy,0.42,0.19,0.72,0.24,0.33,0.68,J
3063,30,63,255,Traveldistance,traveltime,tripcost,29.0,21.0,38.0,29.0,58.0,79.0,F
3064,30,64,2763,Housesize,houselocation,houseprice,600.0,30.0,1300.0,100.0,185000.0,355000.0,J
3065,30,65,145,Teacherexperience,classsizes,graduationrates,14.7,21.1,14.3,25.3,88.9,87.6,J
3066,30,66,80,Extraversion,socialactivity,communitybelonging,0.72,0.84,0.51,0.38,0.81,0.41,F
3067,30,67,679,Stresslevel,copingmechanisms,wellbeing,0.85,0.63,0.61,0.52,0.38,0.48,J
3068,30,68,1944,Staffcooperation,Managerapproach,Companyculture,0.73,0.91,0.83,0.62,0.85,0.75,F
3069,30,69,7,Noiselevel,memorycapacity,focusability,0.91,0.53,0.62,0.94,0.81,0.86,J
3070,30,70,811,Effort,guidance,improvement,0.54,0.31,0.29,0.15,0.34,0.18,F
3071,30,71,350,Teacherexcellence,curriculuminnovation,studentfuturesunlocked,58.0,82.0,89.0,83.0,73.0,90.0,J
3072,30,72,487,ScreenTime,ExerciseFrequency,AttentionSpan,1.2,2.4,3.8,2.3,3.9,5.1,F
3073,30,73,434,Protein,fat,caloricenergy,43.0,7.0,28.0,25.0,623.0,567.0,J
3074,30,74,470,StudyTime,FocusLevel,ExamGrade,2.7,7.2,7.9,7.7,71.0,87.0,J
3075,30,75,491,StudyTechnique,GradeMotivation,FinalGrade,0.33,0.71,0.06,0.72,73.8,67.1,F
3076,30,76,244,Classattendance,studyduration,examscore,0.44,4.83,0.16,2.22,83.92,58.94,F
3077,30,77,730,Policeaccountability,communityrelations,crimereporting,0.61,0.51,0.47,0.53,0.53,0.52,J
3078,30,78,1082,Effort,talent,success,0.28,0.64,0.53,0.68,0.56,0.77,J
3079,30,79,69,Emotionalstability,distresstolerance,resiliencefactors,0.45,0.23,0.56,0.87,0.33,0.68,J
3080,30,80,313,Policetraining,communityrelations,publicsafety,0.05,0.32,0.85,0.73,0.17,0.82,J
3081,30,81,1859,Diet,genetics,lifespan,0.73,0.81,0.91,0.88,68.32,78.56,J
3082,30,82,462,Population,Resources,Happiness,90.0,82.0,83.0,36.0,88.0,65.0,F
3083,30,83,278,Commutedistance,flexibleschedule,work,5.7,5.8,4.6,4.1,46.3,38.9,F
3084,30,84,113,Studytime,examdifficulty,testscore,4.6,1.7,2.1,4.8,62.0,74.0,F
3085,30,85,1063,Birthrate,deathrate,populationgrowth,15.7,11.3,6.4,3.7,4.4,2.7,F
3086,30,86,190,Housingsupply,populationgrowth,homeprices,0.77,0.18,0.91,0.08,0.88,0.76,F
3087,30,87,1145,Interestrate,inflation,economicgrowth,3.8,8.6,5.8,6.2,5.9,5.5,J
3088,30,88,322,Healthcareaccess,preventionfocus,communitywellbeing,0.11,0.97,0.41,0.65,0.42,0.61,F
3089,30,89,554,Practicetime,talent,musicskill,4.7,5.6,1.3,7.2,7.1,6.1,F
3090,30,90,27,Agreeableness,cooperationtendency,collaborationquality,0.44,0.36,0.83,0.75,0.38,0.76,J
3091,30,91,359,Practicetime,inherentaptitude,skilllevel,28.0,50.0,49.0,43.0,43.0,61.0,F
3092,30,92,463,Strength,Flexibility,InjuryRisk,0.83,0.91,0.29,0.17,0.9,0.34,J
3093,30,93,466,SchoolFunding,ClassSize,TestResults,3900.0,32.0,8800.0,13.0,67.0,84.0,J
3094,30,94,100,Traveltime,traveldistance,transportationcost,45.0,19.0,28.0,37.0,201.0,249.0,J
3095,30,95,859,StudyTime,Comprehension,ExamScore,4.0,6.0,5.0,3.0,78.0,72.0,F
3096,30,96,2819,Healthcareaccess,lifestylefactors,lifeexpectancy,53.0,71.0,81.0,57.0,74.0,81.0,F
3097,30,97,63,Cooperationtendency,agreeableness,teamcohesion,0.83,0.26,0.34,0.52,0.76,0.47,F
3098,30,98,817,Riskfactors,prevention,disease,0.91,0.53,0.77,0.64,0.83,0.66,F
3099,30,99,3014,Commutedistance,trafficlevel,traveltime,12.7,4.3,8.9,10.2,32.1,28.7,J
3100,31,0,49,Caution,riskaversion,safetylevel,0.34,0.53,0.85,0.47,0.36,0.72,J
3101,31,1,391,Caloriedeficit,activitylevel,weightloss,104.0,402.0,423.0,73.0,28.0,31.0,J
3102,31,2,345,Workplacesafety,emergencypreparedness,injuryprevention,0.73,0.81,0.51,0.68,0.62,0.46,F
3103,31,3,242,Sleepduration,caffeineintake,alertness,8.3,3.1,7.3,3.7,9.2,8.8,F
3104,31,4,824,Effort,talent,achievement,0.83,0.75,0.92,0.61,0.81,0.82,F
3105,31,5,175,Dietquality,exerciseroutine,bloodpressure,0.68,0.54,0.65,0.55,127.0,126.0,F
3106,31,6,3025,Inflation,unemployment,economicgrowth,5.7,6.3,4.1,8.7,1.9,0.8,F
3107,31,7,286,Studententhusiasm,teachingquality,learningoutcomes,0.29,0.88,0.41,0.85,0.71,0.76,F
3108,31,8,891,InterestLevel,ContentDifficulty,ExamScore,0.05,0.12,0.86,0.48,21.6,79.3,F
3109,31,9,91,Athleticism,strengthandfitness,sportsperformance,0.22,0.34,0.28,0.42,0.24,0.33,J
3110,31,10,183,Policeforcesize,responsetimes,publicsafety,58.0,18.0,77.0,5.0,61.0,63.0,J
3111,31,11,12,Positiveaffect,resilience,wellbeingscore,0.52,0.38,0.28,0.35,0.33,0.22,F
3112,31,12,440,Ingredientratios,cookingmethod,foodtaste,0.72,0.14,0.52,0.84,8.44,8.23,F
3113,31,13,18,Optimism,purpose,meaninginlife,0.63,0.74,0.15,0.38,0.75,0.23,F
3114,31,14,1227,Studytime,learningtechniques,academicachievement,3.0,5.0,5.0,3.0,60.0,62.0,F
3115,31,15,331,Skillbuilding,careerguidance,workforcereadiness,0.31,0.93,0.82,0.47,0.75,0.52,J
3116,31,16,53,Peerpopularity,socialskills,leadershipcapacity,0.42,0.02,0.93,0.05,0.28,0.72,F
3117,31,17,468,Practice,InnateTalent,MusicSkill,0.94,0.97,0.12,0.54,0.94,0.29,F
3118,31,18,19,Altruism,volunteerhours,communityengagement,0.79,13.0,0.89,19.0,0.71,0.86,F
3119,31,19,1020,Genetics,healthcare,lifeexpectancy,0.61,0.83,0.62,0.84,79.63,78.92,F
3120,31,20,395,Studenteffort,teachingquality,learningoutcomes,0.68,0.52,0.26,0.74,0.65,0.57,F
3121,31,21,83,Tidiness,organizationskills,orderlinessrating,0.34,0.17,0.61,0.79,0.33,0.88,F
3122,31,22,3118,Populationsize,landarea,housingdemand,8000.0,32.0,2000.0,8.0,5000.0,900.0,F
3123,31,23,211,Population,resourcesavailable,qualityoflife,32.0,105.0,301.0,411.0,58.0,56.0,F
3124,31,24,65,Nurturance,caregivingaptitude,parentingquality,0.34,0.29,0.36,0.29,0.32,0.33,J
3125,31,25,911,TeacherQuality,StudyHours,TestScores,9.5,8.3,7.1,5.2,97.1,88.3,F
3126,31,26,679,Stresslevel,copingmechanisms,wellbeing,0.72,0.15,0.05,0.33,0.29,0.77,J
3127,31,27,1223,Medicationdose,drugsensitivity,treatmentefficacy,0.05,0.94,0.37,0.44,0.36,0.67,F
3128,31,28,1908,Stepsperday,Dietquality,Healthscore,8500.0,65.0,10900.0,50.0,82.0,69.0,F
3129,31,29,304,Economicpolicy,financialregulation,marketstability,6.4,9.3,7.6,3.1,86.7,58.9,F
3130,31,30,130,Healthcareaccess,lifestylediseases,lifeexpectancy,44.0,37.0,73.0,80.0,70.0,79.0,F
3131,31,31,320,Parentinvolvement,studentengagement,graduationrates,0.02,0.29,0.31,0.15,0.18,0.24,F
3132,31,32,753,Sleepduration,caffeine,alertness,8.6,3.4,5.2,1.7,9.5,7.8,F
3133,31,33,244,Classattendance,studyduration,examscore,0.93,4.51,0.68,4.32,91.27,82.85,F
3134,31,34,359,Practicetime,inherentaptitude,skilllevel,18.0,61.0,51.0,33.0,44.0,57.0,J
3135,31,35,687,Numberofsocialconnections,emotionalsupport,lifesatisfaction,5.2,7.6,6.4,2.9,8.9,4.2,F
3136,31,36,434,Protein,fat,caloricenergy,43.0,7.0,12.0,31.0,623.0,498.0,J
3137,31,37,3018,Pay,benefits,jobsatisfaction,25000.0,12000.0,28000.0,18000.0,63.0,79.0,J
3138,31,38,84,Socialawareness,tactfulness,popularitylevel,0.65,0.52,0.73,0.62,0.63,0.81,F
3139,31,39,505,TimePerTopic,MemorizationAbility,ExamScore,0.29,0.62,0.63,0.29,68.0,62.0,F
3140,31,40,313,Policetraining,communityrelations,publicsafety,0.61,0.12,0.29,0.11,0.31,0.18,J
3141,31,41,11,Jobprestige,educationlevel,lifesatisfaction,40.0,18.0,39.0,17.0,75.0,69.0,F
3142,31,42,274,Studydedication,academicsupport,studentgrowth,4.7,2.5,6.9,6.2,6.4,11.3,F
3143,31,43,1058,Fatcontent,sugarcontent,caloriecount,0.57,0.83,0.47,0.52,284.0,176.0,F
3144,31,44,470,StudyTime,FocusLevel,ExamGrade,4.9,6.3,3.8,5.2,74.0,67.0,F
3145,31,45,68,esteemstability,identitycoherence,lifesatisfaction,0.28,0.79,0.38,0.13,0.58,0.37,F
3146,31,46,319,Productquality,brandtrust,customerloyalty,0.66,0.58,0.92,0.83,0.7,0.94,F
3147,31,47,575,Friendcount,positivity,happiness,70.0,0.4,150.0,0.5,58.0,76.0,F
3148,31,48,3050,Cityplanning,regulations,livability,0.91,0.83,0.33,0.29,0.95,0.36,F
3149,31,49,55,Practicehours,tutorsupport,skilllevelattained,3.0,7.0,9.0,3.0,9.0,13.0,F
3150,31,50,277,Companytenure,workperformance,jobsatisfaction,10.0,3.0,14.0,12.0,62.0,86.0,F
3151,31,51,462,Population,Resources,Happiness,69.0,91.0,86.0,76.0,81.0,83.0,F
3152,31,52,307,Socialconnection,supportsystems,mentalhealth,9.1,7.9,8.3,9.6,8.2,9.2,F
3153,31,53,463,Strength,Flexibility,InjuryRisk,0.19,0.26,0.21,0.85,0.31,0.42,F
3154,31,54,918,HouseSize,Furnishings,PropertyValue,750.0,4100.0,4000.0,18000.0,275000.0,1200000.0,F
3155,31,55,6,Exerciseduration,dietquality,healthscore,53.0,17.0,48.0,91.0,61.0,88.0,J
3156,31,56,24,Musicalability,practiceroutines,skilledplaying,0.48,0.63,0.18,0.73,0.44,0.32,F
3157,31,57,81,Openness,culturalengagement,worldviewexpansion,0.92,0.71,0.79,0.63,0.88,0.81,F
3158,31,58,518,StudySkills,PracticeTests,ExamReadinessScore,30.0,18.0,15.0,22.0,32.0,25.0,F
3159,31,59,2927,Employeeproductivity,workplaceculture,companygrowth,0.85,0.71,0.45,0.38,0.88,0.52,F
3160,31,60,41,Attentiontodetail,precisionabilities,accuracylevel,0.32,0.64,0.42,0.88,0.51,0.72,J
3161,31,61,817,Riskfactors,prevention,disease,0.15,0.63,0.73,0.81,0.22,0.62,F
3162,31,62,491,StudyTechnique,GradeMotivation,FinalGrade,0.51,0.37,0.61,0.82,79.2,85.1,F
3163,31,63,480,GPA,InterviewPerformance,JobOfferOdds,2.2,0.3,2.3,0.7,0.25,0.28,J
3164,31,64,544,HealthcareAccess,LifestyleFactors,LifeExpectancy,0.83,0.71,0.51,0.06,71.6,65.9,F
3165,31,65,138,Populationdensity,greenspaces,communitysatisfaction,3400.0,1300.0,1200.0,350.0,83.0,58.0,F
3166,31,66,466,SchoolFunding,ClassSize,TestResults,3800.0,28.0,10000.0,12.0,68.0,85.0,J
3167,31,67,1987,Creativity,skills,productivity,0.73,0.62,0.93,0.71,0.81,0.91,J
3168,31,68,1224,Commutelength,flexibleschedules,work,70.0,55.0,85.0,30.0,90.0,87.0,F
3169,31,69,2863,Housesize,lotsize,houseprice,1600.0,1300.0,900.0,1200.0,480000.0,290000.0,F
3170,31,70,37,Familysupport,friendsupport,resiliencefactors,0.31,0.51,0.93,0.36,0.48,0.77,J
3171,31,71,13,Negativeaffect,copingabilities,anxietylevel,0.15,0.93,0.91,0.12,0.22,0.83,F
3172,31,72,14,esteem,socialsupport,confidencelevel,0.77,0.29,0.9,0.46,0.61,0.76,J
3173,31,73,702,Healthcareaccess,publichealthinitiatives,communitywellbeing,0.77,0.85,0.38,0.41,0.74,0.43,F
3174,31,74,475,DoctorSkill,MedicalResources,SurvivalRate,0.81,0.73,0.42,0.68,0.65,0.53,F
3175,31,75,338,Informationquality,medialiteracy,informedpublic,0.54,0.62,0.92,0.43,0.66,0.78,F
3176,31,76,723,Urbangreenspace,pollutionlevels,publichealth,0.93,0.87,0.71,0.39,0.85,0.61,J
3177,31,77,1161,Stresslevel,copingabilities,burnoutrisk,8.8,9.5,1.5,3.2,40.1,9.8,J
3178,31,78,859,StudyTime,Comprehension,ExamScore,4.0,7.0,8.0,5.0,77.0,86.0,F
3179,31,79,189,Screentime,physicalactivity,childhoodobesity,6.5,1.9,4.1,4.2,0.85,0.8,J
3180,31,80,375,Inflation,unemployment,economicgrowth,8.8,3.6,4.1,6.8,1.5,2.7,J
3181,31,81,696,Compensation,workplaceculture,employeeretention,80000.0,4.0,110000.0,8.0,78.0,95.0,J
3182,31,82,305,Drugefficacy,treatmentadherence,symptomimprovement,0.73,0.62,0.88,0.82,0.81,0.89,J
3183,31,83,487,ScreenTime,ExerciseFrequency,AttentionSpan,1.5,6.2,4.7,2.5,8.9,3.8,F
3184,31,84,1165,Rehabtime,injuryseverity,recoveryrate,3.0,9.0,11.0,9.0,0.7,0.59,F
3185,31,85,295,Leadershipintegrity,citizenapproval,administrationsuccess,0.52,0.43,0.75,0.69,0.56,0.81,J
3186,31,86,809,Attention,distraction,focus,0.55,0.28,0.81,0.68,0.5,0.8,F
3187,31,87,2904,Commutelength,flexibleschedule,worksatisfaction,9.0,5.0,8.0,12.0,7.1,8.4,J
3188,31,88,1866,Foodintake,Exercise,Bodyweight,1750.0,80.0,2000.0,150.0,155.0,178.0,J
3189,31,89,34,Socialparticipation,communitybelonging,civicengagement,0.51,0.38,0.73,0.62,0.22,0.51,J
3190,31,90,3202,Commutemethod,routeflexibility,work,0.54,0.31,0.64,0.91,0.59,0.83,J
3191,31,91,2778,Fatcontent,calories,heartdiseaserisk,18.0,390.0,12.0,510.0,0.09,0.07,F
3192,31,92,3153,Employeeskills,trainingprograms,jobperformance,3.2,2.1,6.7,5.4,4.3,9.2,J
3193,31,93,542,Nutrition,Exercise,PhysicalFitnessScore,32.0,64.0,27.0,43.0,78.0,58.0,F
3194,31,94,465,SleepHours,StressLevel,HealthScore,3.6,2.1,7.3,3.4,58.0,77.0,J
3195,31,95,4,Commutetime,jobsatisfaction,productivity,10.0,95.0,80.0,20.0,78.0,32.0,F
3196,31,96,7,Noiselevel,memorycapacity,focusability,0.32,0.85,0.73,0.62,0.56,0.81,F
3197,31,97,278,Commutedistance,flexibleschedule,work,2.7,7.4,8.8,3.1,29.8,69.5,F
3198,31,98,471,Fat,Sugar,RiskofDiabetes,39.0,10.0,27.0,16.0,28.0,34.0,F
3199,31,99,757,Riskfactors,treatment,lifeexpectancy,34.0,61.0,76.0,83.0,51.0,82.0,F
3200,32,0,13,Negativeaffect,copingabilities,anxietylevel,0.92,0.82,0.15,0.93,0.95,0.22,J
3201,32,1,801,Teamwork,communication,productivity,0.05,0.63,0.44,0.53,0.22,0.38,J
3202,32,2,1280,Genetics,lifestylefactors,lifeexpectancy,0.11,0.83,0.18,0.93,73.0,72.0,F
3203,32,3,462,Population,Resources,Happiness,43.0,61.0,59.0,47.0,51.0,55.0,J
3204,32,4,3320,Votingpercentage,campaignspending,electionresult,0.61,0.19,0.26,0.53,0.44,0.33,F
3205,32,5,34,Socialparticipation,communitybelonging,civicengagement,0.83,0.75,0.81,0.77,0.72,0.69,J
3206,32,6,491,StudyTechnique,GradeMotivation,FinalGrade,0.06,0.72,0.53,0.44,67.1,80.8,J
3207,32,7,807,Diet,exercise,fitnesslevel,53.0,41.0,17.0,14.0,71.0,23.0,F
3208,32,8,503,Exercise,DietQuality,WeightLoss,28.0,81.0,42.0,83.0,6.0,17.0,J
3209,32,9,1100,Accuracyofpolls,undecidedvoters,electionoutcomeprobabilities,0.68,0.07,0.71,0.06,0.79,0.82,J
3210,32,10,193,Pollutioncontrols,airquality,publichealth,51.0,22.0,75.0,47.0,35.0,68.0,J
3211,32,11,7,Noiselevel,memorycapacity,focusability,0.92,0.82,0.73,0.62,0.94,0.81,J
3212,32,12,9,Empathy,agreeableness,relationshipsatisfaction,0.91,0.97,0.65,0.73,0.87,0.59,F
3213,32,13,4,Commutetime,jobsatisfaction,productivity,30.0,55.0,10.0,95.0,48.0,78.0,J
3214,32,14,278,Commutedistance,flexibleschedule,work,7.2,4.7,3.6,6.4,58.6,35.3,J
3215,32,15,498,SocialSupport,CopingSkills,DepressionRisk,9.3,7.1,4.7,6.5,0.38,0.62,F
3216,32,16,753,Sleepduration,caffeine,alertness,6.3,3.7,2.3,1.4,9.1,5.0,F
3217,32,17,3165,Housingsupply,populationgrowth,homecosts,0.81,0.73,0.55,0.33,0.9,0.61,J
3218,32,18,183,Policeforcesize,responsetimes,publicsafety,84.0,12.0,47.0,4.0,57.0,59.0,F
3219,32,19,2912,Interestrates,constructionstarts,housingprices,6.5,900.0,6.6,850.0,171.0,174.0,J
3220,32,20,497,FinancialMeans,NutritionAccess,HealthOutcomes,19.0,29.0,38.0,17.0,68.0,80.0,J
3221,32,21,2904,Commutelength,flexibleschedule,worksatisfaction,18.0,4.0,13.0,9.0,3.7,6.3,J
3222,32,22,88,Cognitiveflexibility,creativethinking,innovationpotential,0.91,0.86,0.46,0.68,0.95,0.71,F
3223,32,23,61,Physicalendurance,perseverance,athleticachievement,83.0,44.0,80.0,60.0,78.0,85.0,J
3224,32,24,100,Traveltime,traveldistance,transportationcost,39.0,22.0,50.0,14.0,156.0,211.0,J
3225,32,25,141,Noiselevels,stresshormones,sleepquality,55.0,82.0,60.0,40.0,80.0,72.0,J
3226,32,26,1833,Exerciseamount,fitnesslevel,healthoutcomes,32.0,64.0,85.0,47.0,41.0,59.0,F
3227,32,27,211,Population,resourcesavailable,qualityoflife,905.0,812.0,481.0,592.0,72.0,64.0,F
3228,32,28,518,StudySkills,PracticeTests,ExamReadinessScore,88.0,84.0,26.0,34.0,89.0,33.0,F
3229,32,29,80,Extraversion,socialactivity,communitybelonging,0.32,0.81,0.15,0.34,0.63,0.21,F
3230,32,30,69,Emotionalstability,distresstolerance,resiliencefactors,0.32,0.91,0.21,0.76,0.51,0.38,F
3231,32,31,3,Age,coffeeconsumption,sleepquality,36.0,5.0,31.0,5.0,6.0,6.0,J
3232,32,32,3050,Cityplanning,regulations,livability,0.41,0.37,0.83,0.77,0.46,0.86,J
