,task_id,participant,target,features,answer,confidence
375,67,5,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",J,3
376,67,6,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",J,2
377,67,7,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",F,5
378,67,8,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",J,4
379,67,9,['wellbeinglevel'],"('Attachmentsecurity', 'socialsupport')",F,4
380,68,0,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",J,4
381,68,1,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",F,4
382,68,2,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",J,4
383,68,3,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",J,3
384,68,4,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",F,4
385,68,5,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",J,4
386,68,6,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",F,3
387,68,7,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",J,4
388,68,8,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",F,3
389,68,9,['lifesatisfaction'],"('esteemstability', 'identitycoherence')",J,5
390,69,0,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",F,4
391,69,1,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",J,2
392,69,2,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",F,5
393,69,3,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",F,5
394,69,4,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",F,4
395,69,5,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",F,4
396,69,6,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",F,3
397,69,7,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",F,2
398,69,8,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",J,4
399,69,9,['resiliencefactors'],"('Emotionalstability', 'distresstolerance')",J,2
400,75,0,['creativitylevel'],"('Curiosity', 'intellectualengagement')",J,4
401,75,1,['creativitylevel'],"('Curiosity', 'intellectualengagement')",F,4
402,75,2,['creativitylevel'],"('Curiosity', 'intellectualengagement')",F,4
403,75,3,['creativitylevel'],"('Curiosity', 'intellectualengagement')",F,3
404,75,4,['creativitylevel'],"('Curiosity', 'intellectualengagement')",J,3
405,75,5,['creativitylevel'],"('Curiosity', 'intellectualengagement')",F,4
406,75,6,['creativitylevel'],"('Curiosity', 'intellectualengagement')",J,2
407,75,7,['creativitylevel'],"('Curiosity', 'intellectualengagement')",J,4
408,75,8,['creativitylevel'],"('Curiosity', 'intellectualengagement')",F,3
409,75,9,['creativitylevel'],"('Curiosity', 'intellectualengagement')",F,3
410,80,0,['communitybelonging'],"('Extraversion', 'socialactivity')",F,4
411,80,1,['communitybelonging'],"('Extraversion', 'socialactivity')",J,2
412,80,2,['communitybelonging'],"('Extraversion', 'socialactivity')",J,4
413,80,3,['communitybelonging'],"('Extraversion', 'socialactivity')",J,4
414,80,4,['communitybelonging'],"('Extraversion', 'socialactivity')",F,4
415,80,5,['communitybelonging'],"('Extraversion', 'socialactivity')",F,5
416,80,6,['communitybelonging'],"('Extraversion', 'socialactivity')",J,4
417,80,7,['communitybelonging'],"('Extraversion', 'socialactivity')",F,3
418,80,8,['communitybelonging'],"('Extraversion', 'socialactivity')",J,5
419,80,9,['communitybelonging'],"('Extraversion', 'socialactivity')",J,3
420,81,0,['worldviewexpansion'],"('Openness', 'culturalengagement')",J,2
421,81,1,['worldviewexpansion'],"('Openness', 'culturalengagement')",F,3
422,81,2,['worldviewexpansion'],"('Openness', 'culturalengagement')",F,4
423,81,3,['worldviewexpansion'],"('Openness', 'culturalengagement')",J,4
424,81,4,['worldviewexpansion'],"('Openness', 'culturalengagement')",F,2
425,81,5,['worldviewexpansion'],"('Openness', 'culturalengagement')",J,3
426,81,6,['worldviewexpansion'],"('Openness', 'culturalengagement')",J,4
427,81,7,['worldviewexpansion'],"('Openness', 'culturalengagement')",F,2
428,81,8,['worldviewexpansion'],"('Openness', 'culturalengagement')",J,3
429,81,9,['worldviewexpansion'],"('Openness', 'culturalengagement')",F,4
430,82,0,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",J,3
431,82,1,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",F,2
432,82,2,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",J,2
433,82,3,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",F,4
434,82,4,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",J,2
435,82,5,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",J,4
436,82,6,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",J,4
437,82,7,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",J,3
438,82,8,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",F,3
439,82,9,['dailyproductivity'],"('Morningalertness', 'sleepconsistency')",F,4
440,83,0,['orderlinessrating'],"('Tidiness', 'organizationskills')",F,5
441,83,1,['orderlinessrating'],"('Tidiness', 'organizationskills')",F,4
442,83,2,['orderlinessrating'],"('Tidiness', 'organizationskills')",J,4
443,83,3,['orderlinessrating'],"('Tidiness', 'organizationskills')",F,4
444,83,4,['orderlinessrating'],"('Tidiness', 'organizationskills')",J,3
445,83,5,['orderlinessrating'],"('Tidiness', 'organizationskills')",F,5
446,83,6,['orderlinessrating'],"('Tidiness', 'organizationskills')",J,3
447,83,7,['orderlinessrating'],"('Tidiness', 'organizationskills')",F,3
448,83,8,['orderlinessrating'],"('Tidiness', 'organizationskills')",F,5
449,83,9,['orderlinessrating'],"('Tidiness', 'organizationskills')",F,2
450,84,0,['popularitylevel'],"('Socialawareness', 'tactfulness')",F,3
451,84,1,['popularitylevel'],"('Socialawareness', 'tactfulness')",F,2
452,84,2,['popularitylevel'],"('Socialawareness', 'tactfulness')",F,3
453,84,3,['popularitylevel'],"('Socialawareness', 'tactfulness')",J,3
454,84,4,['popularitylevel'],"('Socialawareness', 'tactfulness')",F,4
455,84,5,['popularitylevel'],"('Socialawareness', 'tactfulness')",J,4
456,84,6,['popularitylevel'],"('Socialawareness', 'tactfulness')",F,3
457,84,7,['popularitylevel'],"('Socialawareness', 'tactfulness')",J,3
458,84,8,['popularitylevel'],"('Socialawareness', 'tactfulness')",F,3
459,84,9,['popularitylevel'],"('Socialawareness', 'tactfulness')",J,4
460,87,0,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",J,5
461,87,1,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",F,3
462,87,2,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",F,4
463,87,3,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",J,3
464,87,4,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",J,4
465,87,5,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",J,4
466,87,6,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",J,4
467,87,7,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",F,2
468,87,8,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",J,4
469,87,9,['academicachievement'],"('Memorycapacity', 'knowledgeaccumulation')",J,5
470,88,0,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",J,4
471,88,1,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",F,3
472,88,2,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",J,3
473,88,3,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",J,3
474,88,4,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",J,4
475,88,5,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",F,4
476,88,6,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",F,4
477,88,7,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",F,5
478,88,8,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",F,5
479,88,9,['innovationpotential'],"('Cognitiveflexibility', 'creativethinking')",F,3
480,90,0,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",F,5
481,90,1,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",J,3
482,90,2,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",J,3
483,90,3,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",J,2
484,90,4,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",J,4
485,90,5,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",F,3
486,90,6,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",F,4
487,90,7,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",F,4
488,90,8,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",J,4
489,90,9,['matevalue'],"('Physicalattractiveness', 'datingsuccess')",J,3
490,91,0,['sportsperformance'],"('Athleticism', 'strengthandfitness')",J,4
491,91,1,['sportsperformance'],"('Athleticism', 'strengthandfitness')",F,4
492,91,2,['sportsperformance'],"('Athleticism', 'strengthandfitness')",J,4
493,91,3,['sportsperformance'],"('Athleticism', 'strengthandfitness')",F,4
494,91,4,['sportsperformance'],"('Athleticism', 'strengthandfitness')",J,3
495,91,5,['sportsperformance'],"('Athleticism', 'strengthandfitness')",J,4
496,91,6,['sportsperformance'],"('Athleticism', 'strengthandfitness')",J,4
497,91,7,['sportsperformance'],"('Athleticism', 'strengthandfitness')",F,4
498,91,8,['sportsperformance'],"('Athleticism', 'strengthandfitness')",F,2
499,91,9,['sportsperformance'],"('Athleticism', 'strengthandfitness')",F,3
500,94,0,['creativeproductions'],"('Drawingtalent', 'arttraining')",J,2
501,94,1,['creativeproductions'],"('Drawingtalent', 'arttraining')",F,4
502,94,2,['creativeproductions'],"('Drawingtalent', 'arttraining')",J,3
503,94,3,['creativeproductions'],"('Drawingtalent', 'arttraining')",F,4
504,94,4,['creativeproductions'],"('Drawingtalent', 'arttraining')",J,2
505,94,5,['creativeproductions'],"('Drawingtalent', 'arttraining')",J,5
506,94,6,['creativeproductions'],"('Drawingtalent', 'arttraining')",J,4
507,94,7,['creativeproductions'],"('Drawingtalent', 'arttraining')",J,2
508,94,8,['creativeproductions'],"('Drawingtalent', 'arttraining')",J,2
509,94,9,['creativeproductions'],"('Drawingtalent', 'arttraining')",J,4
510,100,0,['transportationcost'],"('Traveltime', 'traveldistance')",F,4
511,100,1,['transportationcost'],"('Traveltime', 'traveldistance')",F,3
512,100,2,['transportationcost'],"('Traveltime', 'traveldistance')",F,5
513,100,3,['transportationcost'],"('Traveltime', 'traveldistance')",J,2
514,100,4,['transportationcost'],"('Traveltime', 'traveldistance')",F,2
515,100,5,['transportationcost'],"('Traveltime', 'traveldistance')",F,2
516,100,6,['transportationcost'],"('Traveltime', 'traveldistance')",F,3
517,100,7,['transportationcost'],"('Traveltime', 'traveldistance')",J,4
518,100,8,['transportationcost'],"('Traveltime', 'traveldistance')",J,2
519,100,9,['transportationcost'],"('Traveltime', 'traveldistance')",F,3
520,113,0,['testscore'],"('Studytime', 'examdifficulty')",J,2
521,113,1,['testscore'],"('Studytime', 'examdifficulty')",J,3
522,113,2,['testscore'],"('Studytime', 'examdifficulty')",F,2
523,113,3,['testscore'],"('Studytime', 'examdifficulty')",J,2
524,113,4,['testscore'],"('Studytime', 'examdifficulty')",F,2
525,113,5,['testscore'],"('Studytime', 'examdifficulty')",J,3
526,113,6,['testscore'],"('Studytime', 'examdifficulty')",J,2
527,113,7,['testscore'],"('Studytime', 'examdifficulty')",F,4
528,113,8,['testscore'],"('Studytime', 'examdifficulty')",J,3
529,113,9,['testscore'],"('Studytime', 'examdifficulty')",F,4
530,130,0,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,5
531,130,1,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,4
532,130,2,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,4
533,130,3,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,4
534,130,4,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",J,3
535,130,5,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,3
536,130,6,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,3
537,130,7,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,3
538,130,8,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",J,4
539,130,9,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,3
540,135,0,['examperformance'],"('Studyhours', 'leisuretime')",F,4
541,135,1,['examperformance'],"('Studyhours', 'leisuretime')",J,3
542,135,2,['examperformance'],"('Studyhours', 'leisuretime')",J,2
543,135,3,['examperformance'],"('Studyhours', 'leisuretime')",F,4
544,135,4,['examperformance'],"('Studyhours', 'leisuretime')",F,5
545,135,5,['examperformance'],"('Studyhours', 'leisuretime')",F,5
546,135,6,['examperformance'],"('Studyhours', 'leisuretime')",F,4
547,135,7,['examperformance'],"('Studyhours', 'leisuretime')",F,4
548,135,8,['examperformance'],"('Studyhours', 'leisuretime')",F,4
549,135,9,['examperformance'],"('Studyhours', 'leisuretime')",J,3
550,138,0,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",J,3
551,138,1,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",J,3
552,138,2,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",F,3
553,138,3,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",F,4
554,138,4,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",F,2
555,138,5,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",J,4
556,138,6,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",F,2
557,138,7,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",F,3
558,138,8,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",F,5
559,138,9,['communitysatisfaction'],"('Populationdensity', 'greenspaces')",J,3
560,141,0,['sleepquality'],"('Noiselevels', 'stresshormones')",J,3
561,141,1,['sleepquality'],"('Noiselevels', 'stresshormones')",J,3
562,141,2,['sleepquality'],"('Noiselevels', 'stresshormones')",J,3
563,141,3,['sleepquality'],"('Noiselevels', 'stresshormones')",F,4
564,141,4,['sleepquality'],"('Noiselevels', 'stresshormones')",F,4
565,141,5,['sleepquality'],"('Noiselevels', 'stresshormones')",F,3
566,141,6,['sleepquality'],"('Noiselevels', 'stresshormones')",F,3
567,141,7,['sleepquality'],"('Noiselevels', 'stresshormones')",J,4
568,141,8,['sleepquality'],"('Noiselevels', 'stresshormones')",J,4
569,141,9,['sleepquality'],"('Noiselevels', 'stresshormones')",F,3
570,143,0,['politicalstability'],"('Inequality', 'socialtensions')",J,2
571,143,1,['politicalstability'],"('Inequality', 'socialtensions')",J,2
572,143,2,['politicalstability'],"('Inequality', 'socialtensions')",F,2
573,143,3,['politicalstability'],"('Inequality', 'socialtensions')",J,4
574,143,4,['politicalstability'],"('Inequality', 'socialtensions')",F,4
575,143,5,['politicalstability'],"('Inequality', 'socialtensions')",F,5
576,143,6,['politicalstability'],"('Inequality', 'socialtensions')",F,4
577,143,7,['politicalstability'],"('Inequality', 'socialtensions')",F,3
578,143,8,['politicalstability'],"('Inequality', 'socialtensions')",J,3
579,143,9,['politicalstability'],"('Inequality', 'socialtensions')",F,4
580,145,0,['graduationrates'],"('Teacherexperience', 'classsizes')",F,4
581,145,1,['graduationrates'],"('Teacherexperience', 'classsizes')",F,4
582,145,2,['graduationrates'],"('Teacherexperience', 'classsizes')",F,2
583,145,3,['graduationrates'],"('Teacherexperience', 'classsizes')",J,4
584,145,4,['graduationrates'],"('Teacherexperience', 'classsizes')",F,5
585,145,5,['graduationrates'],"('Teacherexperience', 'classsizes')",F,4
586,145,6,['graduationrates'],"('Teacherexperience', 'classsizes')",F,3
587,145,7,['graduationrates'],"('Teacherexperience', 'classsizes')",J,2
588,145,8,['graduationrates'],"('Teacherexperience', 'classsizes')",J,5
589,145,9,['graduationrates'],"('Teacherexperience', 'classsizes')",J,3
590,146,0,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",J,5
591,146,1,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",J,3
592,146,2,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,4
593,146,3,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,4
594,146,4,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",J,3
595,146,5,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",J,5
596,146,6,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,3
597,146,7,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,5
598,146,8,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",J,2
599,146,9,['lifeexpectancy'],"('Healthcareaccess', 'lifestylediseases')",F,3
600,172,0,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",J,3
601,172,1,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",F,4
602,172,2,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",F,5
603,172,3,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",J,3
604,172,4,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",F,5
605,172,5,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",F,4
606,172,6,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",F,3
607,172,7,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",F,2
608,172,8,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",J,4
609,172,9,['hospitaladmissions'],"('Healthcareaccess', 'preventativecare')",F,3
610,175,0,['bloodpressure'],"('Dietquality', 'exerciseroutine')",F,5
611,175,1,['bloodpressure'],"('Dietquality', 'exerciseroutine')",J,3
612,175,2,['bloodpressure'],"('Dietquality', 'exerciseroutine')",J,5
613,175,3,['bloodpressure'],"('Dietquality', 'exerciseroutine')",F,4
614,175,4,['bloodpressure'],"('Dietquality', 'exerciseroutine')",J,4
615,175,5,['bloodpressure'],"('Dietquality', 'exerciseroutine')",J,5
616,175,6,['bloodpressure'],"('Dietquality', 'exerciseroutine')",F,4
617,175,7,['bloodpressure'],"('Dietquality', 'exerciseroutine')",F,2
618,175,8,['bloodpressure'],"('Dietquality', 'exerciseroutine')",J,4
619,175,9,['bloodpressure'],"('Dietquality', 'exerciseroutine')",J,4
620,183,0,['publicsafety'],"('Policeforcesize', 'responsetimes')",F,3
621,183,1,['publicsafety'],"('Policeforcesize', 'responsetimes')",F,3
622,183,2,['publicsafety'],"('Policeforcesize', 'responsetimes')",F,5
623,183,3,['publicsafety'],"('Policeforcesize', 'responsetimes')",F,3
624,183,4,['publicsafety'],"('Policeforcesize', 'responsetimes')",J,2
625,183,5,['publicsafety'],"('Policeforcesize', 'responsetimes')",F,3
626,183,6,['publicsafety'],"('Policeforcesize', 'responsetimes')",F,3
627,183,7,['publicsafety'],"('Policeforcesize', 'responsetimes')",J,3
628,183,8,['publicsafety'],"('Policeforcesize', 'responsetimes')",J,3
629,183,9,['publicsafety'],"('Policeforcesize', 'responsetimes')",J,2
630,186,0,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",F,3
631,186,1,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",F,4
632,186,2,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",J,3
633,186,3,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",F,2
634,186,4,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",F,3
635,186,5,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",F,4
636,186,6,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",F,5
637,186,7,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",F,3
638,186,8,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",F,3
639,186,9,['lifeexpectancy'],"('Healthcareaccess', 'diseaseburden')",J,3
640,189,0,['childhoodobesity'],"('Screentime', 'physicalactivity')",F,3
641,189,1,['childhoodobesity'],"('Screentime', 'physicalactivity')",F,5
642,189,2,['childhoodobesity'],"('Screentime', 'physicalactivity')",J,3
643,189,3,['childhoodobesity'],"('Screentime', 'physicalactivity')",F,4
644,189,4,['childhoodobesity'],"('Screentime', 'physicalactivity')",F,2
645,189,5,['childhoodobesity'],"('Screentime', 'physicalactivity')",F,2
646,189,6,['childhoodobesity'],"('Screentime', 'physicalactivity')",F,3
647,189,7,['childhoodobesity'],"('Screentime', 'physicalactivity')",J,5
648,189,8,['childhoodobesity'],"('Screentime', 'physicalactivity')",J,3
649,189,9,['childhoodobesity'],"('Screentime', 'physicalactivity')",J,4
650,190,0,['homeprices'],"('Housingsupply', 'populationgrowth')",J,2
651,190,1,['homeprices'],"('Housingsupply', 'populationgrowth')",J,4
652,190,2,['homeprices'],"('Housingsupply', 'populationgrowth')",F,3
653,190,3,['homeprices'],"('Housingsupply', 'populationgrowth')",F,2
654,190,4,['homeprices'],"('Housingsupply', 'populationgrowth')",F,3
655,190,5,['homeprices'],"('Housingsupply', 'populationgrowth')",F,2
656,190,6,['homeprices'],"('Housingsupply', 'populationgrowth')",J,4
657,190,7,['homeprices'],"('Housingsupply', 'populationgrowth')",F,3
658,190,8,['homeprices'],"('Housingsupply', 'populationgrowth')",F,4
659,190,9,['homeprices'],"('Housingsupply', 'populationgrowth')",J,3
660,193,0,['publichealth'],"('Pollutioncontrols', 'airquality')",F,4
661,193,1,['publichealth'],"('Pollutioncontrols', 'airquality')",J,3
662,193,2,['publichealth'],"('Pollutioncontrols', 'airquality')",J,4
663,193,3,['publichealth'],"('Pollutioncontrols', 'airquality')",J,4
664,193,4,['publichealth'],"('Pollutioncontrols', 'airquality')",F,2
665,193,5,['publichealth'],"('Pollutioncontrols', 'airquality')",F,4
666,193,6,['publichealth'],"('Pollutioncontrols', 'airquality')",F,2
667,193,7,['publichealth'],"('Pollutioncontrols', 'airquality')",F,3
668,193,8,['publichealth'],"('Pollutioncontrols', 'airquality')",J,3
669,193,9,['publichealth'],"('Pollutioncontrols', 'airquality')",J,3
670,201,0,['testscore'],"('Studytime', 'IQscore')",J,2
671,201,1,['testscore'],"('Studytime', 'IQscore')",F,5
672,201,2,['testscore'],"('Studytime', 'IQscore')",J,3
673,201,3,['testscore'],"('Studytime', 'IQscore')",J,4
674,201,4,['testscore'],"('Studytime', 'IQscore')",J,3
675,201,5,['testscore'],"('Studytime', 'IQscore')",F,4
676,201,6,['testscore'],"('Studytime', 'IQscore')",F,5
677,201,7,['testscore'],"('Studytime', 'IQscore')",J,5
678,201,8,['testscore'],"('Studytime', 'IQscore')",F,4
679,201,9,['testscore'],"('Studytime', 'IQscore')",J,5
680,238,0,['weightchange'],"('Sugarintake', 'exerciseduration')",F,4
681,238,1,['weightchange'],"('Sugarintake', 'exerciseduration')",J,3
682,238,2,['weightchange'],"('Sugarintake', 'exerciseduration')",J,3
683,238,3,['weightchange'],"('Sugarintake', 'exerciseduration')",J,3
684,238,4,['weightchange'],"('Sugarintake', 'exerciseduration')",J,2
685,238,5,['weightchange'],"('Sugarintake', 'exerciseduration')",J,4
686,238,6,['weightchange'],"('Sugarintake', 'exerciseduration')",F,2
687,238,7,['weightchange'],"('Sugarintake', 'exerciseduration')",J,4
688,238,8,['weightchange'],"('Sugarintake', 'exerciseduration')",J,4
689,238,9,['weightchange'],"('Sugarintake', 'exerciseduration')",F,4
690,242,0,['alertness'],"('Sleepduration', 'caffeineintake')",F,4
691,242,1,['alertness'],"('Sleepduration', 'caffeineintake')",J,3
692,242,2,['alertness'],"('Sleepduration', 'caffeineintake')",F,3
693,242,3,['alertness'],"('Sleepduration', 'caffeineintake')",F,3
694,242,4,['alertness'],"('Sleepduration', 'caffeineintake')",F,4
695,242,5,['alertness'],"('Sleepduration', 'caffeineintake')",J,5
696,242,6,['alertness'],"('Sleepduration', 'caffeineintake')",F,5
697,242,7,['alertness'],"('Sleepduration', 'caffeineintake')",F,4
698,242,8,['alertness'],"('Sleepduration', 'caffeineintake')",F,4
699,242,9,['alertness'],"('Sleepduration', 'caffeineintake')",J,3
700,244,0,['examscore'],"('Classattendance', 'studyduration')",F,2
701,244,1,['examscore'],"('Classattendance', 'studyduration')",F,4
702,244,2,['examscore'],"('Classattendance', 'studyduration')",F,4
703,244,3,['examscore'],"('Classattendance', 'studyduration')",F,5
704,244,4,['examscore'],"('Classattendance', 'studyduration')",J,3
705,244,5,['examscore'],"('Classattendance', 'studyduration')",F,2
706,244,6,['examscore'],"('Classattendance', 'studyduration')",F,2
707,244,7,['examscore'],"('Classattendance', 'studyduration')",F,3
708,244,8,['examscore'],"('Classattendance', 'studyduration')",J,2
709,244,9,['examscore'],"('Classattendance', 'studyduration')",F,2
710,255,0,['tripcost'],"('Traveldistance', 'traveltime')",F,3
711,255,1,['tripcost'],"('Traveldistance', 'traveltime')",F,3
712,255,2,['tripcost'],"('Traveldistance', 'traveltime')",J,4
713,255,3,['tripcost'],"('Traveldistance', 'traveltime')",J,4
714,255,4,['tripcost'],"('Traveldistance', 'traveltime')",J,2
715,255,5,['tripcost'],"('Traveldistance', 'traveltime')",F,3
716,255,6,['tripcost'],"('Traveldistance', 'traveltime')",F,4
717,255,7,['tripcost'],"('Traveldistance', 'traveltime')",F,4
718,255,8,['tripcost'],"('Traveldistance', 'traveltime')",J,4
719,255,9,['tripcost'],"('Traveldistance', 'traveltime')",F,4
720,257,0,['testscore'],"('Studytime', 'sleeptime')",J,5
721,257,1,['testscore'],"('Studytime', 'sleeptime')",F,3
722,257,2,['testscore'],"('Studytime', 'sleeptime')",J,1
723,257,3,['testscore'],"('Studytime', 'sleeptime')",J,3
724,257,4,['testscore'],"('Studytime', 'sleeptime')",F,4
725,257,5,['testscore'],"('Studytime', 'sleeptime')",J,4
726,257,6,['testscore'],"('Studytime', 'sleeptime')",J,4
727,257,7,['testscore'],"('Studytime', 'sleeptime')",J,3
728,257,8,['testscore'],"('Studytime', 'sleeptime')",J,4
729,257,9,['testscore'],"('Studytime', 'sleeptime')",F,4
730,259,0,['weightchange'],"('Calorieintake', 'exercisetime')",F,4
731,259,1,['weightchange'],"('Calorieintake', 'exercisetime')",J,3
732,259,2,['weightchange'],"('Calorieintake', 'exercisetime')",F,4
733,259,3,['weightchange'],"('Calorieintake', 'exercisetime')",F,4
734,259,4,['weightchange'],"('Calorieintake', 'exercisetime')",J,4
735,259,5,['weightchange'],"('Calorieintake', 'exercisetime')",F,3
736,259,6,['weightchange'],"('Calorieintake', 'exercisetime')",F,3
737,259,7,['weightchange'],"('Calorieintake', 'exercisetime')",J,5
738,259,8,['weightchange'],"('Calorieintake', 'exercisetime')",F,4
739,259,9,['weightchange'],"('Calorieintake', 'exercisetime')",J,4
740,262,0,['skilllevel'],"('Practicetime', 'talentlevel')",J,3
741,262,1,['skilllevel'],"('Practicetime', 'talentlevel')",F,4
742,262,2,['skilllevel'],"('Practicetime', 'talentlevel')",J,5
743,262,3,['skilllevel'],"('Practicetime', 'talentlevel')",J,5
744,262,4,['skilllevel'],"('Practicetime', 'talentlevel')",F,3
745,262,5,['skilllevel'],"('Practicetime', 'talentlevel')",F,4
746,262,6,['skilllevel'],"('Practicetime', 'talentlevel')",F,5
747,262,7,['skilllevel'],"('Practicetime', 'talentlevel')",F,3
748,262,8,['skilllevel'],"('Practicetime', 'talentlevel')",J,4
749,262,9,['skilllevel'],"('Practicetime', 'talentlevel')",F,5
750,267,0,['economicgrowth'],"('Inflationrate', 'unemploymentrate')",J,2
