,Feature 1 name,Feature 2 name,Feature 3 name,Object 1 Feature 1 value,Object 1 Feature 2 value,Object 1 Feature 3 value,Object 2 Feature 1 value,Object 2 Feature 2 value,Object 2 Feature 3 value
1338,Time (minutes),Difficulty (1-10),Stress Level (1-10),20.0,7,5.0,25.0,8,6.0
1339,Time (minutes),Difficulty (1-10),Stress Level (1-10),40.0,6,5.0,35.0,5,4.0
1340,Speed (km/h),Distance (km),Time (minutes),60.0,30,30.0,50.0,25,30.0
1341,Speed (km/h),Distance (km),Time (minutes),70.0,40,34.0,65.0,39,37.0
1342,Speed (km/h),Distance (km),Time (minutes),55.0,25,27.0,60.0,30,30.0
1343,Speed (km/h),Distance (km),Time (minutes),80.0,40,30.0,75.0,37,30.0
1344,Speed (km/h),Distance (km),Time (minutes),65.0,35,32.0,60.0,30,30.0
1345,Speed (km/h),Distance (km),Time (minutes),50.0,20,24.0,55.0,22,25.0
1346,Speed (km/h),Distance (km),Time (minutes),75.0,40,32.0,70.0,35,30.0
1347,Speed (km/h),Distance (km),Time (minutes),60.0,30,30.0,65.0,32,31.0
1348,Speed (km/h),Distance (km),Time (minutes),55.0,25,27.0,50.0,24,29.0
1349,Speed (km/h),Distance (km),Time (minutes),70.0,35,30.0,65.0,32,29.0
1350,Price (€),Size (cm²),Value for Money,100.0,100,1.0,120.0,120,1.0
1351,Price (€),Size (cm²),Value for Money,150.0,150,1.0,180.0,180,1.0
1352,Price (€),Size (cm²),Value for Money,120.0,120,1.0,130.0,130,1.0
1353,Price (€),Size (cm²),Value for Money,80.0,80,1.0,90.0,90,1.0
1354,Price (€),Size (cm²),Value for Money,200.0,200,1.0,210.0,210,1.0
1355,Price (€),Size (cm²),Value for Money,110.0,110,1.0,130.0,130,1.0
1356,Price (€),Size (cm²),Value for Money,90.0,90,1.0,100.0,100,1.0
1357,Price (€),Size (cm²),Value for Money,130.0,130,1.0,140.0,140,1.0
1358,Price (€),Size (cm²),Value for Money,160.0,160,1.0,170.0,170,1.0
1359,Price (€),Size (cm²),Value for Money,100.0,100,1.0,110.0,110,1.0
1360,Fat (g),Protein (g),Calories,10.0,20,200.0,15.0,15,225.0
1361,Fat (g),Protein (g),Calories,12.0,25,260.0,10.0,30,250.0
1362,Fat (g),Protein (g),Calories,18.0,22,280.0,15.0,28,275.0
1363,Fat (g),Protein (g),Calories,8.0,30,250.0,12.0,25,260.0
1364,Fat (g),Protein (g),Calories,14.0,28,290.0,16.0,24,280.0
1365,Fat (g),Protein (g),Calories,10.0,35,270.0,12.0,30,275.0
1366,Fat (g),Protein (g),Calories,16.0,20,280.0,18.0,18,285.0
1367,Fat (g),Protein (g),Calories,9.0,32,250.0,11.0,28,260.0
1368,Fat (g),Protein (g),Calories,12.0,28,270.0,14.0,25,275.0
1369,Fat (g),Protein (g),Calories,15.0,25,280.0,13.0,30,275.0
1370,Age (years),Experience (years),Performance (1-10),30.0,10,8.0,40.0,15,9.0
1371,Age (years),Experience (years),Performance (1-10),25.0,5,6.0,35.0,12,8.0
1372,Age (years),Experience (years),Performance (1-10),40.0,20,9.0,50.0,25,9.0
1373,Age (years),Experience (years),Performance (1-10),28.0,8,7.0,32.0,10,8.0
1374,Age (years),Experience (years),Performance (1-10),35.0,15,8.0,45.0,20,9.0
1375,Age (years),Experience (years),Performance (1-10),22.0,4,5.0,28.0,8,7.0
1376,Age (years),Experience (years),Performance (1-10),32.0,10,8.0,38.0,14,9.0
1377,Age (years),Experience (years),Performance (1-10),27.0,6,6.0,30.0,9,8.0
1378,Age (years),Experience (years),Performance (1-10),34.0,12,8.0,40.0,16,9.0
1379,Age (years),Experience (years),Performance (1-10),29.0,7,6.0,33.0,11,8.0
1380,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),6.0,10,7.0,5.0,12,8.0
1381,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),7.0,8,6.0,6.0,10,7.0
1382,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),5.0,12,8.0,4.0,14,9.0
1383,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),6.0,9,6.0,7.0,11,7.0
1384,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),8.0,7,6.0,7.0,9,7.0
1385,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),5.0,11,7.0,6.0,13,8.0
1386,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),7.0,10,7.0,6.0,12,8.0
1387,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),6.0,8,6.0,5.0,10,7.0
1388,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),5.0,13,8.0,4.0,15,9.0
1389,Screen Size (inches),Battery Life (hours),User Satisfaction (1-10),7.0,9,7.0,6.0,11,8.0
1390,Price (€),Brand Reputation (1-10),Quality Rating (1-10),100.0,7,8.0,120.0,8,9.0
1391,Price (€),Brand Reputation (1-10),Quality Rating (1-10),150.0,6,7.0,140.0,8,8.0
1392,Price (€),Brand Reputation (1-10),Quality Rating (1-10),120.0,8,9.0,130.0,7,8.0
1393,Price (€),Brand Reputation (1-10),Quality Rating (1-10),80.0,9,9.0,90.0,7,8.0
1394,Price (€),Brand Reputation (1-10),Quality Rating (1-10),200.0,5,7.0,190.0,7,8.0
1395,Price (€),Brand Reputation (1-10),Quality Rating (1-10),110.0,8,8.0,120.0,9,9.0
1396,Price (€),Brand Reputation (1-10),Quality Rating (1-10),90.0,7,7.0,100.0,8,8.0
1397,Price (€),Brand Reputation (1-10),Quality Rating (1-10),130.0,9,9.0,140.0,8,8.0
1398,Price (€),Brand Reputation (1-10),Quality Rating (1-10),160.0,7,7.0,150.0,8,8.0
1399,Price (€),Brand Reputation (1-10),Quality Rating (1-10),100.0,8,8.0,110.0,9,9.0
1400,Book Thickness,Number of Pages,Reading Time (minutes),1.5,250.0,300.0,2.0,300.0,360.0
1401,Book Thickness,Number of Pages,Reading Time (minutes),1.2,200.0,240.0,1.8,280.0,324.0
1402,Book Thickness,Number of Pages,Reading Time (minutes),1.7,270.0,324.0,2.2,310.0,374.0
1403,Book Thickness,Number of Pages,Reading Time (minutes),1.3,220.0,260.0,1.6,260.0,304.0
1404,Book Thickness,Number of Pages,Reading Time (minutes),1.9,310.0,368.0,2.4,340.0,416.0
1405,Book Thickness,Number of Pages,Reading Time (minutes),1.4,230.0,276.0,1.7,250.0,297.5
1406,Book Thickness,Number of Pages,Reading Time (minutes),1.6,260.0,304.0,2.0,290.0,350.0
1407,Book Thickness,Number of Pages,Reading Time (minutes),1.8,290.0,342.0,2.3,320.0,391.0
1408,Book Thickness,Number of Pages,Reading Time (minutes),1.5,240.0,288.0,1.9,270.0,332.5
1409,Book Thickness,Number of Pages,Reading Time (minutes),1.7,280.0,324.0,2.1,300.0,378.0
1410,Car Horsepower,Car Weight,Acceleration (seconds),250.0,3000.0,6.2,300.0,3200.0,5.8
1411,Car Horsepower,Car Weight,Acceleration (seconds),220.0,2800.0,6.6,280.0,3000.0,6.0
1412,Car Horsepower,Car Weight,Acceleration (seconds),270.0,3100.0,6.0,320.0,3300.0,5.6
1413,Car Horsepower,Car Weight,Acceleration (seconds),240.0,2900.0,6.7,290.0,3100.0,6.2
1414,Car Horsepower,Car Weight,Acceleration (seconds),260.0,3000.0,6.3,310.0,3200.0,5.9
1415,Car Horsepower,Car Weight,Acceleration (seconds),230.0,2800.0,6.8,290.0,3000.0,6.4
1416,Car Horsepower,Car Weight,Acceleration (seconds),280.0,3100.0,5.9,330.0,3300.0,5.5
1417,Car Horsepower,Car Weight,Acceleration (seconds),250.0,2900.0,6.5,300.0,3100.0,6.0
1418,Car Horsepower,Car Weight,Acceleration (seconds),240.0,2800.0,6.7,290.0,3000.0,6.3
1419,Car Horsepower,Car Weight,Acceleration (seconds),270.0,3000.0,6.2,320.0,3200.0,5.8
1420,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),4000.0,6.5,24.0,3500.0,5.8,22.0
1421,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),3800.0,6.1,23.0,3200.0,5.5,20.0
1422,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),4200.0,6.8,25.0,3700.0,6.2,23.0
1423,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),3900.0,6.3,23.5,3400.0,5.7,21.0
1424,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),4100.0,6.7,25.0,3600.0,6.0,22.5
1425,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),3700.0,5.9,22.0,3300.0,5.4,20.0
1426,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),4300.0,6.9,26.0,3800.0,6.3,24.0
1427,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),4000.0,6.4,24.0,3500.0,5.8,22.0
1428,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),3900.0,6.2,23.5,3400.0,5.6,21.0
1429,Phone Battery Capacity,Phone Screen Size,Phone Battery Life (hours),4200.0,6.6,25.0,3700.0,6.1,23.0
1430,House Size,House Age,House Value ($1000s),2000.0,10.0,500.0,2200.0,15.0,450.0
1431,House Size,House Age,House Value ($1000s),1800.0,8.0,450.0,2000.0,12.0,400.0
1432,House Size,House Age,House Value ($1000s),2100.0,12.0,480.0,2300.0,16.0,430.0
1433,House Size,House Age,House Value ($1000s),1900.0,9.0,440.0,2100.0,13.0,390.0
1434,House Size,House Age,House Value ($1000s),2200.0,14.0,470.0,2400.0,18.0,420.0
1435,House Size,House Age,House Value ($1000s),1700.0,7.0,420.0,1900.0,11.0,380.0
1436,House Size,House Age,House Value ($1000s),2000.0,11.0,460.0,2200.0,15.0,410.0
1437,House Size,House Age,House Value ($1000s),1900.0,10.0,440.0,2100.0,14.0,390.0
1438,House Size,House Age,House Value ($1000s),2100.0,13.0,470.0,2300.0,17.0,420.0
1439,House Size,House Age,House Value ($1000s),1800.0,8.0,430.0,2000.0,12.0,390.0
1440,Exercise Duration,Exercise Intensity,Calories Burned,30.0,5.0,200.0,45.0,4.0,210.0
1441,Exercise Duration,Exercise Intensity,Calories Burned,25.0,6.0,180.0,40.0,5.0,200.0
1442,Exercise Duration,Exercise Intensity,Calories Burned,40.0,4.0,220.0,50.0,3.0,210.0
1443,Exercise Duration,Exercise Intensity,Calories Burned,35.0,5.0,210.0,45.0,4.0,200.0
1444,Exercise Duration,Exercise Intensity,Calories Burned,30.0,6.0,190.0,40.0,5.0,210.0
1445,Exercise Duration,Exercise Intensity,Calories Burned,20.0,7.0,170.0,35.0,6.0,190.0
1446,Exercise Duration,Exercise Intensity,Calories Burned,45.0,3.0,200.0,55.0,2.0,190.0
1447,Exercise Duration,Exercise Intensity,Calories Burned,30.0,5.0,200.0,40.0,4.0,210.0
1448,Exercise Duration,Exercise Intensity,Calories Burned,35.0,4.0,200.0,45.0,3.0,190.0
1449,Exercise Duration,Exercise Intensity,Calories Burned,25.0,5.0,180.0,35.0,4.0,190.0
1450,Dog Age,Dog Weight,Training Time (minutes),2.0,15.0,60.0,3.0,20.0,50.0
1451,Dog Age,Dog Weight,Training Time (minutes),1.0,12.0,50.0,2.0,18.0,45.0
1452,Dog Age,Dog Weight,Training Time (minutes),3.0,22.0,55.0,4.0,25.0,50.0
1453,Dog Age,Dog Weight,Training Time (minutes),2.0,17.0,55.0,3.0,21.0,50.0
1454,Dog Age,Dog Weight,Training Time (minutes),1.0,14.0,50.0,2.0,19.0,45.0
1455,Dog Age,Dog Weight,Training Time (minutes),4.0,24.0,50.0,5.0,28.0,45.0
1456,Dog Age,Dog Weight,Training Time (minutes),2.0,16.0,55.0,3.0,20.0,50.0
1457,Dog Age,Dog Weight,Training Time (minutes),1.0,13.0,50.0,2.0,17.0,45.0
1458,Dog Age,Dog Weight,Training Time (minutes),3.0,21.0,55.0,4.0,24.0,50.0
1459,Dog Age,Dog Weight,Training Time (minutes),2.0,18.0,55.0,3.0,22.0,50.0
1460,Student Study Time,Student Distractions,Test Score,2.0,5.0,75.0,3.0,6.0,70.0
1461,Student Study Time,Student Distractions,Test Score,1.0,4.0,70.0,2.0,5.0,65.0
1462,Student Study Time,Student Distractions,Test Score,3.0,7.0,72.0,4.0,8.0,68.0
1463,Student Study Time,Student Distractions,Test Score,2.0,6.0,74.0,3.0,7.0,70.0
1464,Student Study Time,Student Distractions,Test Score,1.0,3.0,72.0,2.0,4.0,68.0
1465,Student Study Time,Student Distractions,Test Score,4.0,9.0,70.0,5.0,10.0,65.0
1466,Student Study Time,Student Distractions,Test Score,2.0,5.0,73.0,3.0,6.0,69.0
1467,Student Study Time,Student Distractions,Test Score,1.0,4.0,70.0,2.0,5.0,66.0
1468,Student Study Time,Student Distractions,Test Score,3.0,8.0,71.0,4.0,9.0,67.0
1469,Student Study Time,Student Distractions,Test Score,2.0,6.0,74.0,3.0,7.0,70.0
1470,Plant Height,Plant Leaves,Water Usage (ml/day),30.0,10.0,200.0,40.0,12.0,180.0
1471,Plant Height,Plant Leaves,Water Usage (ml/day),25.0,8.0,180.0,35.0,10.0,160.0
1472,Plant Height,Plant Leaves,Water Usage (ml/day),35.0,11.0,190.0,45.0,13.0,170.0
1473,Plant Height,Plant Leaves,Water Usage (ml/day),28.0,9.0,185.0,38.0,11.0,165.0
1474,Plant Height,Plant Leaves,Water Usage (ml/day),27.0,8.0,175.0,37.0,10.0,155.0
1475,Plant Height,Plant Leaves,Water Usage (ml/day),32.0,12.0,195.0,42.0,14.0,175.0
1476,Plant Height,Plant Leaves,Water Usage (ml/day),29.0,10.0,185.0,39.0,12.0,165.0
1477,Plant Height,Plant Leaves,Water Usage (ml/day),26.0,9.0,180.0,36.0,11.0,160.0
1478,Plant Height,Plant Leaves,Water Usage (ml/day),34.0,11.0,190.0,44.0,13.0,170.0
1479,Plant Height,Plant Leaves,Water Usage (ml/day),28.0,10.0,185.0,38.0,12.0,165.0
1480,Restaurant Size,Restaurant Reviews,Wait Time (minutes),100.0,4.5,30.0,120.0,4.2,35.0
1481,Restaurant Size,Restaurant Reviews,Wait Time (minutes),80.0,4.3,25.0,100.0,4.0,30.0
1482,Restaurant Size,Restaurant Reviews,Wait Time (minutes),110.0,4.6,28.0,130.0,4.3,33.0
1483,Restaurant Size,Restaurant Reviews,Wait Time (minutes),90.0,4.4,27.0,110.0,4.1,32.0
1484,Restaurant Size,Restaurant Reviews,Wait Time (minutes),120.0,4.7,26.0,140.0,4.4,31.0
1485,Restaurant Size,Restaurant Reviews,Wait Time (minutes),70.0,4.2,24.0,90.0,3.9,29.0
1486,Restaurant Size,Restaurant Reviews,Wait Time (minutes),100.0,4.5,29.0,120.0,4.2,34.0
1487,Restaurant Size,Restaurant Reviews,Wait Time (minutes),85.0,4.3,26.0,105.0,4.0,31.0
1488,Restaurant Size,Restaurant Reviews,Wait Time (minutes),115.0,4.6,27.0,135.0,4.3,32.0
1489,Restaurant Size,Restaurant Reviews,Wait Time (minutes),95.0,4.4,28.0,115.0,4.1,33.0
1490,Bike Weight,Bike Gears,Bike Speed (mph),20.0,10.0,15.0,25.0,12.0,14.0
1491,Bike Weight,Bike Gears,Bike Speed (mph),18.0,9.0,14.0,23.0,11.0,13.0
1492,Bike Weight,Bike Gears,Bike Speed (mph),22.0,11.0,14.5,27.0,13.0,13.5
1493,Bike Weight,Bike Gears,Bike Speed (mph),19.0,8.0,13.5,24.0,10.0,12.5
1494,Bike Weight,Bike Gears,Bike Speed (mph),21.0,10.0,14.2,26.0,12.0,13.2
1495,Bike Weight,Bike Gears,Bike Speed (mph),17.0,7.0,13.0,22.0,9.0,12.0
1496,Bike Weight,Bike Gears,Bike Speed (mph),23.0,12.0,14.7,28.0,14.0,13.7
1497,Bike Weight,Bike Gears,Bike Speed (mph),19.0,9.0,13.8,24.0,11.0,12.8
1498,Bike Weight,Bike Gears,Bike Speed (mph),22.0,11.0,14.4,27.0,13.0,13.4
1499,Bike Weight,Bike Gears,Bike Speed (ml/day),20.0,10.0,14.0,25.0,12.0,13.0
1500,Height,Arm span,Jump height,180.0,175,3.2,170.0,170,2.8
1501,Height,Arm span,Jump height,175.0,170,3.0,165.0,160,2.5
1502,Height,Arm span,Jump height,190.0,185,3.5,180.0,175,3.1
1503,Height,Arm span,Jump height,165.0,160,2.7,155.0,150,2.3
1504,Height,Arm span,Jump height,185.0,180,3.4,175.0,170,3.0
1505,Height,Arm span,Jump height,170.0,165,2.9,160.0,155,2.5
1506,Height,Arm span,Jump height,195.0,190,3.6,185.0,180,3.2
1507,Height,Arm span,Jump height,160.0,155,2.6,150.0,145,2.2
1508,Height,Arm span,Jump height,175.0,170,3.0,165.0,160,2.6
1509,Height,Arm span,Jump height,180.0,175,3.2,170.0,165,2.8
1510,Weight,Leg length,Swimming speed,80.0,85,5.2,70.0,75,4.8
1511,Weight,Leg length,Swimming speed,75.0,70,5.0,65.0,60,4.6
1512,Weight,Leg length,Swimming speed,90.0,80,5.5,80.0,75,5.1
1513,Weight,Leg length,Swimming speed,65.0,60,4.7,55.0,50,4.3
1514,Weight,Leg length,Swimming speed,85.0,80,5.4,75.0,70,5.0
1515,Weight,Leg length,Swimming speed,70.0,75,5.1,60.0,65,4.7
1516,Weight,Leg length,Swimming speed,95.0,90,5.6,85.0,85,5.2
1517,Weight,Leg length,Swimming speed,60.0,55,4.6,50.0,50,4.2
1518,Weight,Leg length,Swimming speed,80.0,75,5.3,70.0,70,4.9
1519,Weight,Leg length,Swimming speed,75.0,70,5.0,65.0,65,4.6
1520,Engine power,Weight,Speed,200.0,1500,120.0,180.0,1600,110.0
1521,Engine power,Weight,Speed,220.0,1400,125.0,200.0,1500,115.0
1522,Engine power,Weight,Speed,180.0,1600,110.0,160.0,1700,100.0
1523,Engine power,Weight,Speed,240.0,1300,130.0,220.0,1400,120.0
1524,Engine power,Weight,Speed,210.0,1450,122.0,190.0,1550,112.0
1525,Engine power,Weight,Speed,190.0,1550,112.0,170.0,1650,102.0
1526,Engine power,Weight,Speed,230.0,1350,128.0,210.0,1450,118.0
1527,Engine power,Weight,Speed,170.0,1650,105.0,150.0,1750,95.0
1528,Engine power,Weight,Speed,220.0,1400,125.0,200.0,1500,115.0
1529,Engine power,Weight,Speed,200.0,1500,120.0,180.0,1600,110.0
1530,Battery capacity,Weight,Battery life,5000.0,200,12.0,4000.0,250,10.0
1531,Battery capacity,Weight,Battery life,6000.0,220,14.0,5000.0,270,12.0
1532,Battery capacity,Weight,Battery life,4000.0,250,10.0,3000.0,300,8.0
1533,Battery capacity,Weight,Battery life,7000.0,240,16.0,6000.0,290,14.0
1534,Battery capacity,Weight,Battery life,5500.0,230,13.0,4500.0,280,11.0
1535,Battery capacity,Weight,Battery life,4500.0,280,11.0,3500.0,330,9.0
1536,Battery capacity,Weight,Battery life,6500.0,260,15.0,5500.0,310,13.0
1537,Battery capacity,Weight,Battery life,3000.0,300,8.0,2000.0,350,6.0
1538,Battery capacity,Weight,Battery life,5000.0,250,12.0,4000.0,300,10.0
1539,Battery capacity,Weight,Battery life,6000.0,270,14.0,5000.0,320,12.0
1540,Experience,Years since graduation,Salary,10.0,5,80000.0,8.0,7,75000.0
1541,Experience,Years since graduation,Salary,12.0,6,85000.0,10.0,8,80000.0
1542,Experience,Years since graduation,Salary,8.0,10,70000.0,6.0,12,65000.0
1543,Experience,Years since graduation,Salary,15.0,7,90000.0,13.0,9,85000.0
1544,Experience,Years since graduation,Salary,9.0,8,75000.0,7.0,10,70000.0
1545,Experience,Years since graduation,Salary,11.0,9,82000.0,9.0,11,77000.0
1546,Experience,Years since graduation,Salary,14.0,8,88000.0,12.0,10,83000.0
1547,Experience,Years since graduation,Salary,7.0,11,68000.0,5.0,13,63000.0
1548,Experience,Years since graduation,Salary,13.0,10,86000.0,11.0,12,81000.0
1549,Experience,Years since graduation,Salary,10.0,12,78000.0,8.0,14,73000.0
1550,Age,Exercise hours,Heart rate,30.0,5,65.0,40.0,3,70.0
1551,Age,Exercise hours,Heart rate,40.0,4,70.0,50.0,2,75.0
1552,Age,Exercise hours,Heart rate,25.0,6,60.0,35.0,4,65.0
1553,Age,Exercise hours,Heart rate,50.0,3,75.0,60.0,1,80.0
1554,Age,Exercise hours,Heart rate,35.0,5,68.0,45.0,3,73.0
1555,Age,Exercise hours,Heart rate,20.0,7,58.0,30.0,5,63.0
1556,Age,Exercise hours,Heart rate,60.0,2,80.0,70.0,0,85.0
1557,Age,Exercise hours,Heart rate,45.0,4,72.0,55.0,2,77.0
1558,Age,Exercise hours,Heart rate,30.0,6,65.0,40.0,4,70.0
1559,Age,Exercise hours,Heart rate,50.0,3,75.0,60.0,1,80.0
1560,Car weight,Engine power,Fuel efficiency,1500.0,200,12.0,1600.0,190,11.0
1561,Car weight,Engine power,Fuel efficiency,1400.0,210,13.0,1500.0,200,12.0
1562,Car weight,Engine power,Fuel efficiency,1700.0,180,10.0,1800.0,170,9.0
1563,Car weight,Engine power,Fuel efficiency,1300.0,220,14.0,1400.0,210,13.0
1564,Car weight,Engine power,Fuel efficiency,1600.0,190,11.0,1700.0,180,10.0
1565,Car weight,Engine power,Fuel efficiency,1200.0,230,15.0,1300.0,220,14.0
1566,Car weight,Engine power,Fuel efficiency,1800.0,170,9.0,1900.0,160,8.0
1567,Car weight,Engine power,Fuel efficiency,1100.0,240,16.0,1200.0,230,15.0
1568,Car weight,Engine power,Fuel efficiency,1500.0,200,12.0,1600.0,190,11.0
1569,Car weight,Engine power,Fuel efficiency,1400.0,210,13.0,1500.0,200,12.0
1570,Book pages,Author fame,Popularity,300.0,8,4.5,250.0,9,4.4
1571,Book pages,Author fame,Popularity,400.0,7,4.6,350.0,8,4.5
1572,Book pages,Author fame,Popularity,200.0,10,4.7,150.0,11,4.6
1573,Book pages,Author fame,Popularity,500.0,6,4.4,450.0,7,4.3
1574,Book pages,Author fame,Popularity,350.0,9,4.6,300.0,10,4.5
1575,Book pages,Author fame,Popularity,250.0,8,4.5,200.0,9,4.4
1576,Book pages,Author fame,Popularity,450.0,5,4.3,400.0,6,4.2
1577,Book pages,Author fame,Popularity,150.0,11,4.6,100.0,12,4.5
1578,Book pages,Author fame,Popularity,300.0,7,4.5,250.0,8,4.4
1579,Book pages,Author fame,Popularity,400.0,6,4.4,350.0,7,4.3
1580,Room size,Window count,Light level,30.0,2,4.5,25.0,3,4.4
1581,Room size,Window count,Light level,40.0,1,4.6,35.0,2,4.5
1582,Room size,Window count,Light level,20.0,3,4.7,15.0,4,4.6
1583,Room size,Window count,Light level,50.0,0,4.3,45.0,1,4.2
1584,Room size,Window count,Light level,35.0,2,4.5,30.0,3,4.4
1585,Room size,Window count,Light level,25.0,3,4.6,20.0,4,4.5
1586,Room size,Window count,Light level,45.0,1,4.4,40.0,2,4.3
1587,Room size,Window count,Light level,15.0,4,4.6,10.0,5,4.5
1588,Room size,Window count,Light level,30.0,2,4.5,25.0,3,4.4
1589,Room size,Window count,Light level,40.0,1,4.6,35.0,2,4.5
1590,Clothing thickness,Material quality,Warmth,5.0,7,8.0,6.0,6,7.0
1591,Clothing thickness,Material quality,Warmth,4.0,8,9.0,5.0,7,8.0
1592,Clothing thickness,Material quality,Warmth,6.0,5,6.0,7.0,4,5.0
1593,Clothing thickness,Material quality,Warmth,3.0,9,10.0,4.0,8,9.0
1594,Clothing thickness,Material quality,Warmth,5.0,6,7.0,6.0,5,6.0
1595,Clothing thickness,Material quality,Warmth,4.0,7,8.0,5.0,6,7.0
1596,Clothing thickness,Material quality,Warmth,7.0,4,5.0,8.0,3,4.0
1597,Clothing thickness,Material quality,Warmth,2.0,10,11.0,3.0,9,10.0
1598,Clothing thickness,Material quality,Warmth,6.0,5,6.0,7.0,4,5.0
1599,Clothing thickness,Material quality,Warmth,5.0,7,8.0,6.0,6,7.0
1600,Car Engine Size,Horsepower,Fuel Consumption,2.0,150,12.0,2.5,180,14.0
1601,Car Engine Size,Horsepower,Fuel Consumption,1.8,130,11.0,2.2,170,13.0
1602,Car Engine Size,Horsepower,Fuel Consumption,2.4,190,15.0,1.6,120,10.0
1603,Car Engine Size,Horsepower,Fuel Consumption,2.3,160,14.0,2.1,140,13.0
1604,Car Engine Size,Horsepower,Fuel Consumption,1.5,110,9.0,1.7,130,11.0
1605,Car Engine Size,Horsepower,Fuel Consumption,2.0,140,12.0,1.9,130,11.0
1606,Car Engine Size,Horsepower,Fuel Consumption,1.6,120,10.0,1.4,100,9.0
1607,Car Engine Size,Horsepower,Fuel Consumption,2.5,180,14.0,2.6,200,15.0
1608,Car Engine Size,Horsepower,Fuel Consumption,1.8,135,11.0,1.9,140,12.0
1609,Car Engine Size,Horsepower,Fuel Consumption,2.2,170,13.0,2.0,150,12.0
1610,House Size,Number of Rooms,Price,120.0,3,250.0,150.0,4,300.0
1611,House Size,Number of Rooms,Price,100.0,2,200.0,130.0,3,270.0
1612,House Size,Number of Rooms,Price,140.0,5,350.0,110.0,3,240.0
1613,House Size,Number of Rooms,Price,160.0,4,330.0,130.0,3,260.0
1614,House Size,Number of Rooms,Price,90.0,2,180.0,110.0,3,230.0
1615,House Size,Number of Rooms,Price,150.0,4,320.0,140.0,3,280.0
1616,House Size,Number of Rooms,Price,110.0,3,240.0,100.0,2,200.0
1617,House Size,Number of Rooms,Price,130.0,4,290.0,120.0,3,250.0
1618,House Size,Number of Rooms,Price,170.0,5,380.0,160.0,4,340.0
1619,House Size,Number of Rooms,Price,100.0,3,220.0,120.0,4,260.0
1620,Phone Battery Capacity,Number of Apps Installed,Battery Life,4000.0,50,24.0,3000.0,40,20.0
1621,Phone Battery Capacity,Number of Apps Installed,Battery Life,3500.0,60,19.0,4500.0,45,23.0
1622,Phone Battery Capacity,Number of Apps Installed,Battery Life,5000.0,30,28.0,3000.0,50,18.0
1623,Phone Battery Capacity,Number of Apps Installed,Battery Life,4200.0,40,22.0,3800.0,55,20.0
1624,Phone Battery Capacity,Number of Apps Installed,Battery Life,2800.0,70,16.0,3500.0,35,21.0
1625,Phone Battery Capacity,Number of Apps Installed,Battery Life,4500.0,50,23.0,4000.0,60,21.0
1626,Phone Battery Capacity,Number of Apps Installed,Battery Life,3000.0,30,20.0,3200.0,40,19.0
1627,Phone Battery Capacity,Number of Apps Installed,Battery Life,4800.0,25,27.0,4200.0,35,23.0
1628,Phone Battery Capacity,Number of Apps Installed,Battery Life,3700.0,65,19.0,4000.0,30,22.0
1629,Phone Battery Capacity,Number of Apps Installed,Battery Life,3200.0,50,18.0,3400.0,40,20.0
1630,Student Study Time,Time Spent on Social Media,Exam Score,5.0,1,85.0,4.0,2,80.0
1631,Student Study Time,Time Spent on Social Media,Exam Score,6.0,0,90.0,3.0,3,75.0
1632,Student Study Time,Time Spent on Social Media,Exam Score,4.0,3,78.0,5.0,1,85.0
1633,Student Study Time,Time Spent on Social Media,Exam Score,7.0,2,92.0,6.0,1,90.0
1634,Student Study Time,Time Spent on Social Media,Exam Score,3.0,4,72.0,4.0,2,78.0
1635,Student Study Time,Time Spent on Social Media,Exam Score,5.0,1,85.0,6.0,0,90.0
1636,Student Study Time,Time Spent on Social Media,Exam Score,4.0,2,80.0,3.0,3,75.0
1637,Student Study Time,Time Spent on Social Media,Exam Score,6.0,1,88.0,5.0,2,84.0
1638,Student Study Time,Time Spent on Social Media,Exam Score,3.0,5,70.0,4.0,1,77.0
1639,Student Study Time,Time Spent on Social Media,Exam Score,5.0,2,83.0,6.0,0,89.0
1640,Dog Weight,Age,Energy Level,30.0,2,7.0,25.0,3,6.0
1641,Dog Weight,Age,Energy Level,20.0,1,6.0,35.0,4,5.0
1642,Dog Weight,Age,Energy Level,25.0,3,6.0,20.0,2,7.0
1643,Dog Weight,Age,Energy Level,35.0,5,4.0,30.0,2,7.0
1644,Dog Weight,Age,Energy Level,18.0,1,5.0,22.0,2,6.0
