,Feature 1 name,Feature 2 name,Feature 3 name,Object 1 Feature 1 value,Object 1 Feature 2 value,Object 1 Feature 3 value,Object 2 Feature 1 value,Object 2 Feature 2 value,Object 2 Feature 3 value
262,Dog Weight (kg),Dog Activity Level (1-10),Dog Energy Level,14.0,9.0,8.0,12.0,8.0,7.0
263,Dog Weight (kg),Dog Activity Level (1-10),Dog Energy Level,16.0,10.0,9.0,14.0,9.0,8.0
264,Dog Weight (kg),Dog Activity Level (1-10),Dog Energy Level,18.0,6.0,6.0,16.0,7.0,7.0
265,Dog Weight (kg),Dog Activity Level (1-10),Dog Energy Level,20.0,7.0,7.0,18.0,6.0,6.0
266,Dog Weight (kg),Dog Activity Level (1-10),Dog Energy Level,22.0,8.0,8.0,20.0,7.0,7.0
267,Dog Weight (kg),Dog Activity Level (1-10),Dog Energy Level,24.0,9.0,9.0,22.0,8.0,8.0
268,Dog Weight (kg),Dog Activity Level (1-10),Dog Energy Level,26.0,10.0,10.0,24.0,9.0,9.0
269,Dog Weight (kg),Dog Activity Level (1-10),Dog Energy Level,28.0,6.0,6.0,26.0,7.0,7.0
270,Bike Weight (kg),Bike Gears,Bike Speed,10.0,18.0,30.0,9.0,16.0,28.0
271,Bike Weight (kg),Bike Gears,Bike Speed,11.0,19.0,31.0,10.0,17.0,29.0
272,Bike Weight (kg),Bike Gears,Bike Speed,12.0,20.0,32.0,11.0,18.0,30.0
273,Bike Weight (kg),Bike Gears,Bike Speed,13.0,21.0,33.0,12.0,19.0,31.0
274,Bike Weight (kg),Bike Gears,Bike Speed,14.0,22.0,34.0,13.0,20.0,32.0
275,Bike Weight (kg),Bike Gears,Bike Speed,15.0,23.0,35.0,14.0,21.0,33.0
276,Bike Weight (kg),Bike Gears,Bike Speed,16.0,24.0,36.0,15.0,22.0,34.0
277,Bike Weight (kg),Bike Gears,Bike Speed,17.0,25.0,37.0,16.0,23.0,35.0
278,Bike Weight (kg),Bike Gears,Bike Speed,18.0,26.0,38.0,17.0,24.0,36.0
279,Bike Weight (kg),Bike Gears,Bike Speed,19.0,27.0,39.0,18.0,25.0,37.0
280,Room Size (sq.m),Room Windows,Room Brightness,20.0,3.0,7.0,18.0,2.0,6.0
281,Room Size (sq.m),Room Windows,Room Brightness,22.0,4.0,8.0,20.0,3.0,7.0
282,Room Size (sq.m),Room Windows,Room Brightness,24.0,5.0,9.0,22.0,4.0,8.0
283,Room Size (sq.m),Room Windows,Room Brightness,26.0,6.0,10.0,24.0,5.0,9.0
284,Room Size (sq.m),Room Windows,Room Brightness,28.0,2.0,6.0,26.0,3.0,7.0
285,Room Size (sq.m),Room Windows,Room Brightness,30.0,3.0,7.0,28.0,2.0,6.0
286,Room Size (sq.m),Room Windows,Room Brightness,32.0,4.0,8.0,30.0,3.0,7.0
287,Room Size (sq.m),Room Windows,Room Brightness,34.0,5.0,9.0,32.0,4.0,8.0
288,Room Size (sq.m),Room Windows,Room Brightness,36.0,6.0,10.0,34.0,5.0,9.0
289,Room Size (sq.m),Room Windows,Room Brightness,38.0,2.0,6.0,36.0,3.0,7.0
290,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,40.0,80.0,6.0,35.0,75.0,5.0
291,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,45.0,85.0,7.0,40.0,80.0,6.0
292,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,50.0,90.0,8.0,45.0,85.0,7.0
293,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,55.0,95.0,9.0,50.0,90.0,8.0
294,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,60.0,70.0,5.0,55.0,75.0,6.0
295,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,65.0,75.0,6.0,60.0,70.0,5.0
296,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,70.0,80.0,7.0,65.0,75.0,6.0
297,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,75.0,85.0,8.0,70.0,80.0,7.0
298,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,80.0,90.0,9.0,75.0,85.0,8.0
299,Tea Caffeine (mg),Tea Temperature (Celsius),Tea Effectiveness,85.0,95.0,10.0,80.0,90.0,9.0
300,Speed,Mileage,Time to Destination,60.0,150.0,2.5,50.0,200.0,3.0
301,Speed,Mileage,Time to Destination,40.0,100.0,5.0,30.0,120.0,6.0
302,Speed,Mileage,Time to Destination,70.0,100.0,1.4,80.0,90.0,1.1
303,Speed,Mileage,Time to Destination,30.0,150.0,5.0,50.0,120.0,3.0
304,Speed,Mileage,Time to Destination,60.0,200.0,2.0,70.0,180.0,1.8
305,Speed,Mileage,Time to Destination,50.0,120.0,3.0,40.0,140.0,3.5
306,Speed,Mileage,Time to Destination,80.0,100.0,1.25,70.0,120.0,1.7
307,Speed,Mileage,Time to Destination,45.0,130.0,3.0,55.0,110.0,2.7
308,Speed,Mileage,Time to Destination,65.0,140.0,2.2,75.0,130.0,1.9
309,Speed,Mileage,Time to Destination,35.0,110.0,4.0,45.0,100.0,3.6
310,Cooking Time,Portion Size,Time to Prepare,20.0,2.0,25.0,25.0,1.0,28.0
311,Cooking Time,Portion Size,Time to Prepare,15.0,3.0,20.0,10.0,4.0,22.0
312,Cooking Time,Portion Size,Time to Prepare,30.0,1.0,35.0,25.0,2.0,32.0
313,Cooking Time,Portion Size,Time to Prepare,25.0,2.0,30.0,30.0,1.0,35.0
314,Cooking Time,Portion Size,Time to Prepare,10.0,4.0,18.0,15.0,3.0,20.0
315,Cooking Time,Portion Size,Time to Prepare,18.0,2.0,22.0,20.0,1.0,24.0
316,Cooking Time,Portion Size,Time to Prepare,22.0,3.0,27.0,18.0,4.0,26.0
317,Cooking Time,Portion Size,Time to Prepare,27.0,1.0,30.0,25.0,2.0,29.0
318,Cooking Time,Portion Size,Time to Prepare,30.0,2.0,34.0,28.0,3.0,33.0
319,Cooking Time,Portion Size,Time to Prepare,15.0,4.0,20.0,12.0,5.0,22.0
320,Battery Capacity,Screen Size,Battery Life,5000.0,6.5,15.0,4500.0,6.7,14.0
321,Battery Capacity,Screen Size,Battery Life,4000.0,5.8,12.0,4200.0,5.5,13.0
322,Battery Capacity,Screen Size,Battery Life,5500.0,6.1,16.0,5300.0,6.3,15.0
323,Battery Capacity,Screen Size,Battery Life,3500.0,6.0,10.0,3700.0,5.8,11.0
324,Battery Capacity,Screen Size,Battery Life,4800.0,5.9,14.0,4600.0,6.1,13.0
325,Battery Capacity,Screen Size,Battery Life,5200.0,6.4,16.0,5000.0,6.6,15.0
326,Battery Capacity,Screen Size,Battery Life,3800.0,5.7,11.0,3900.0,5.9,12.0
327,Battery Capacity,Screen Size,Battery Life,5100.0,6.2,15.0,5300.0,6.0,16.0
328,Battery Capacity,Screen Size,Battery Life,4700.0,6.3,14.0,4500.0,6.5,13.0
329,Battery Capacity,Screen Size,Battery Life,4900.0,5.8,14.0,5000.0,5.6,15.0
330,Study Time,Difficulty Level,Score,3.0,5.0,70.0,4.0,7.0,75.0
331,Study Time,Difficulty Level,Score,2.0,6.0,65.0,3.0,5.0,70.0
332,Study Time,Difficulty Level,Score,5.0,4.0,80.0,4.0,6.0,75.0
333,Study Time,Difficulty Level,Score,3.0,7.0,65.0,2.0,8.0,60.0
334,Study Time,Difficulty Level,Score,4.0,5.0,75.0,5.0,4.0,80.0
335,Study Time,Difficulty Level,Score,2.0,4.0,70.0,3.0,3.0,75.0
336,Study Time,Difficulty Level,Score,5.0,6.0,70.0,4.0,5.0,75.0
337,Study Time,Difficulty Level,Score,3.0,3.0,75.0,2.0,4.0,70.0
338,Study Time,Difficulty Level,Score,4.0,7.0,65.0,3.0,6.0,70.0
339,Study Time,Difficulty Level,Score,5.0,5.0,75.0,4.0,6.0,72.0
340,Engine Size,Weight,Fuel Efficiency,2.0,2000.0,30.0,2.5,2200.0,25.0
341,Engine Size,Weight,Fuel Efficiency,1.8,1900.0,35.0,2.0,2100.0,30.0
342,Engine Size,Weight,Fuel Efficiency,3.0,2500.0,20.0,2.8,2400.0,22.0
343,Engine Size,Weight,Fuel Efficiency,1.6,1800.0,40.0,1.7,2000.0,35.0
344,Engine Size,Weight,Fuel Efficiency,2.2,2100.0,28.0,2.0,2000.0,30.0
345,Engine Size,Weight,Fuel Efficiency,2.5,2300.0,24.0,2.4,2200.0,25.0
346,Engine Size,Weight,Fuel Efficiency,1.5,1700.0,45.0,1.6,1900.0,40.0
347,Engine Size,Weight,Fuel Efficiency,2.8,2400.0,21.0,3.0,2500.0,20.0
348,Engine Size,Weight,Fuel Efficiency,2.0,2000.0,30.0,2.2,2100.0,28.0
349,Engine Size,Weight,Fuel Efficiency,1.8,1900.0,35.0,2.0,2000.0,32.0
350,Room Size,Number of People,Comfort,30.0,2.0,8.0,25.0,3.0,6.0
351,Room Size,Number of People,Comfort,20.0,4.0,5.0,25.0,3.0,6.0
352,Room Size,Number of People,Comfort,40.0,2.0,9.0,35.0,3.0,7.0
353,Room Size,Number of People,Comfort,25.0,3.0,7.0,30.0,2.0,8.0
354,Room Size,Number of People,Comfort,30.0,4.0,6.0,35.0,3.0,7.0
355,Room Size,Number of People,Comfort,20.0,2.0,8.0,25.0,1.0,9.0
356,Room Size,Number of People,Comfort,40.0,3.0,7.0,35.0,4.0,6.0
357,Room Size,Number of People,Comfort,35.0,2.0,8.0,30.0,3.0,7.0
358,Room Size,Number of People,Comfort,25.0,4.0,5.0,20.0,5.0,4.0
359,Room Size,Number of People,Comfort,30.0,3.0,7.0,35.0,2.0,8.0
360,Age of Tree,Tree Height,Fruit Yield,10.0,15.0,100.0,12.0,14.0,110.0
361,Age of Tree,Tree Height,Fruit Yield,8.0,12.0,80.0,10.0,13.0,90.0
362,Age of Tree,Tree Height,Fruit Yield,15.0,18.0,150.0,14.0,17.0,140.0
363,Age of Tree,Tree Height,Fruit Yield,6.0,10.0,60.0,8.0,11.0,70.0
364,Age of Tree,Tree Height,Fruit Yield,12.0,16.0,120.0,13.0,15.0,130.0
365,Age of Tree,Tree Height,Fruit Yield,10.0,14.0,100.0,11.0,13.0,105.0
366,Age of Tree,Tree Height,Fruit Yield,14.0,17.0,140.0,15.0,16.0,150.0
367,Age of Tree,Tree Height,Fruit Yield,9.0,11.0,85.0,10.0,12.0,95.0
368,Age of Tree,Tree Height,Fruit Yield,13.0,15.0,130.0,14.0,14.0,140.0
369,Age of Tree,Tree Height,Fruit Yield,7.0,13.0,75.0,9.0,12.0,85.0
370,Book Length,Number of References,Knowledge Content,300.0,10.0,70.0,350.0,8.0,75.0
371,Book Length,Number of References,Knowledge Content,250.0,15.0,75.0,300.0,12.0,78.0
372,Book Length,Number of References,Knowledge Content,400.0,5.0,60.0,350.0,10.0,70.0
373,Book Length,Number of References,Knowledge Content,200.0,20.0,70.0,250.0,18.0,72.0
374,Book Length,Number of References,Knowledge Content,350.0,12.0,75.0,400.0,10.0,73.0
375,Book Length,Number of References,Knowledge Content,250.0,10.0,70.0,280.0,12.0,72.0
376,Book Length,Number of References,Knowledge Content,400.0,15.0,78.0,380.0,14.0,77.0
377,Book Length,Number of References,Knowledge Content,300.0,8.0,70.0,320.0,10.0,72.0
378,Book Length,Number of References,Knowledge Content,280.0,14.0,75.0,300.0,12.0,74.0
379,Book Length,Number of References,Knowledge Content,320.0,12.0,74.0,340.0,10.0,73.0
380,Coffee Strength,Amount of Coffee,Effectiveness,5.0,20.0,80.0,4.0,25.0,85.0
381,Coffee Strength,Amount of Coffee,Effectiveness,3.0,25.0,70.0,5.0,20.0,80.0
382,Coffee Strength,Amount of Coffee,Effectiveness,6.0,15.0,75.0,5.0,20.0,80.0
383,Coffee Strength,Amount of Coffee,Effectiveness,4.0,30.0,85.0,3.0,25.0,75.0
384,Coffee Strength,Amount of Coffee,Effectiveness,5.0,18.0,78.0,6.0,15.0,75.0
385,Coffee Strength,Amount of Coffee,Effectiveness,3.0,20.0,70.0,4.0,25.0,80.0
386,Coffee Strength,Amount of Coffee,Effectiveness,6.0,25.0,90.0,5.0,30.0,88.0
387,Coffee Strength,Amount of Coffee,Effectiveness,4.0,22.0,78.0,5.0,20.0,80.0
388,Coffee Strength,Amount of Coffee,Effectiveness,5.0,25.0,85.0,4.0,30.0,87.0
389,Coffee Strength,Amount of Coffee,Effectiveness,3.0,28.0,75.0,4.0,25.0,80.0
390,House Size,Number of Rooms,Market Price,1500.0,3.0,300000.0,1600.0,2.0,280000.0
391,House Size,Number of Rooms,Market Price,1400.0,4.0,320000.0,1500.0,3.0,300000.0
392,House Size,Number of Rooms,Market Price,1800.0,2.0,310000.0,1700.0,3.0,330000.0
393,House Size,Number of Rooms,Market Price,1300.0,5.0,350000.0,1400.0,4.0,320000.0
394,House Size,Number of Rooms,Market Price,1600.0,3.0,310000.0,1700.0,2.0,290000.0
395,House Size,Number of Rooms,Market Price,1500.0,4.0,330000.0,1600.0,3.0,310000.0
396,House Size,Number of Rooms,Market Price,1700.0,2.0,300000.0,1800.0,3.0,320000.0
397,House Size,Number of Rooms,Market Price,1400.0,3.0,300000.0,1500.0,4.0,320000.0
398,House Size,Number of Rooms,Market Price,1600.0,5.0,360000.0,1500.0,4.0,340000.0
399,House Size,Number of Rooms,Market Price,1300.0,3.0,290000.0,1400.0,4.0,310000.0
400,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),60.0,1500.0,35.0,80.0,1800.0,25.0
401,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),50.0,1400.0,40.0,70.0,1700.0,28.0
402,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),70.0,1600.0,30.0,90.0,1900.0,22.0
403,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),45.0,1300.0,45.0,65.0,1600.0,32.0
404,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),65.0,1550.0,33.0,85.0,1850.0,24.0
405,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),55.0,1450.0,38.0,75.0,1750.0,27.0
406,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),40.0,1200.0,50.0,60.0,1500.0,36.0
407,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),58.0,1520.0,34.0,78.0,1820.0,26.0
408,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),62.0,1580.0,32.0,82.0,1880.0,23.0
409,Speed (mph),Engine Size (cc),Fuel Efficiency (miles per gallon),53.0,1430.0,39.0,73.0,1730.0,28.0
410,Height (cm),Weight (kg),BMI,170.0,60.0,20.8,180.0,70.0,21.6
411,Height (cm),Weight (kg),BMI,160.0,55.0,21.5,175.0,65.0,21.2
412,Height (cm),Weight (kg),BMI,175.0,75.0,24.9,165.0,68.0,24.7
413,Height (cm),Weight (kg),BMI,165.0,60.0,22.0,170.0,65.0,22.0
414,Height (cm),Weight (kg),BMI,180.0,80.0,24.7,190.0,90.0,24.9
415,Height (cm),Weight (kg),BMI,155.0,50.0,21.0,160.0,55.0,21.9
416,Height (cm),Weight (kg),BMI,170.0,70.0,24.2,160.0,75.0,29.3
417,Height (cm),Weight (kg),BMI,185.0,78.0,22.9,195.0,85.0,22.6
418,Height (cm),Weight (kg),BMI,160.0,60.0,23.4,170.0,65.0,22.6
419,Height (cm),Weight (kg),BMI,175.0,70.0,22.9,185.0,75.0,22.4
420,Study Time (hours),Intelligence (IQ score),Test Score,5.0,110.0,78.0,7.0,100.0,75.0
421,Study Time (hours),Intelligence (IQ score),Test Score,4.0,120.0,85.0,6.0,110.0,82.0
422,Study Time (hours),Intelligence (IQ score),Test Score,6.0,100.0,75.0,8.0,110.0,78.0
423,Study Time (hours),Intelligence (IQ score),Test Score,3.0,115.0,80.0,5.0,105.0,77.0
424,Study Time (hours),Intelligence (IQ score),Test Score,7.0,105.0,80.0,9.0,115.0,82.0
425,Study Time (hours),Intelligence (IQ score),Test Score,2.0,125.0,88.0,4.0,115.0,85.0
426,Study Time (hours),Intelligence (IQ score),Test Score,5.0,112.0,82.0,7.0,102.0,79.0
427,Study Time (hours),Intelligence (IQ score),Test Score,6.0,108.0,76.0,8.0,118.0,80.0
428,Study Time (hours),Intelligence (IQ score),Test Score,4.0,117.0,84.0,6.0,107.0,81.0
429,Study Time (hours),Intelligence (IQ score),Test Score,7.0,109.0,79.0,9.0,119.0,83.0
430,Distance (km),Speed (km/h),Travel Time (minutes),10.0,40.0,15.0,15.0,60.0,15.0
431,Distance (km),Speed (km/h),Travel Time (minutes),12.0,30.0,24.0,18.0,45.0,24.0
432,Distance (km),Speed (km/h),Travel Time (minutes),20.0,50.0,24.0,30.0,75.0,24.0
433,Distance (km),Speed (km/h),Travel Time (minutes),15.0,45.0,20.0,22.5,67.5,20.0
434,Distance (km),Speed (km/h),Travel Time (minutes),8.0,20.0,24.0,12.0,30.0,24.0
435,Distance (km),Speed (km/h),Travel Time (minutes),18.0,36.0,30.0,27.0,54.0,30.0
436,Distance (km),Speed (km/h),Travel Time (minutes),10.0,25.0,24.0,15.0,37.5,24.0
437,Distance (km),Speed (km/h),Travel Time (minutes),14.0,35.0,24.0,21.0,52.5,24.0
438,Distance (km),Speed (km/h),Travel Time (minutes),16.0,40.0,24.0,24.0,60.0,24.0
439,Distance (km),Speed (km/h),Travel Time (minutes),12.0,30.0,24.0,18.0,45.0,24.0
440,Experience (years),Training Hours,Job Performance Score,5.0,100.0,85.0,10.0,80.0,88.0
441,Experience (years),Training Hours,Job Performance Score,3.0,120.0,88.0,8.0,90.0,90.0
442,Experience (years),Training Hours,Job Performance Score,7.0,90.0,87.0,12.0,70.0,89.0
443,Experience (years),Training Hours,Job Performance Score,2.0,110.0,86.0,6.0,80.0,87.0
444,Experience (years),Training Hours,Job Performance Score,4.0,105.0,86.0,9.0,75.0,88.0
445,Experience (years),Training Hours,Job Performance Score,6.0,95.0,85.0,11.0,65.0,87.0
446,Experience (years),Training Hours,Job Performance Score,1.0,130.0,84.0,5.0,85.0,86.0
447,Experience (years),Training Hours,Job Performance Score,8.0,100.0,88.0,13.0,70.0,89.0
448,Experience (years),Training Hours,Job Performance Score,10.0,85.0,89.0,15.0,60.0,90.0
449,Experience (years),Training Hours,Job Performance Score,2.0,125.0,85.0,7.0,75.0,87.0
450,Price (in $),Size (in sq ft),Value per sq ft,200000.0,1500.0,133.3,300000.0,2000.0,150.0
451,Price (in $),Size (in sq ft),Value per sq ft,250000.0,2000.0,125.0,350000.0,2500.0,140.0
452,Price (in $),Size (in sq ft),Value per sq ft,180000.0,1200.0,150.0,270000.0,1800.0,150.0
453,Price (in $),Size (in sq ft),Value per sq ft,220000.0,1600.0,137.5,330000.0,2200.0,150.0
454,Price (in $),Size (in sq ft),Value per sq ft,240000.0,1800.0,133.3,360000.0,2400.0,150.0
455,Price (in $),Size (in sq ft),Value per sq ft,160000.0,1000.0,160.0,240000.0,1500.0,160.0
456,Price (in $),Size (in sq ft),Value per sq ft,190000.0,1400.0,135.7,285000.0,1900.0,150.0
457,Price (in $),Size (in sq ft),Value per sq ft,210000.0,1500.0,140.0,315000.0,2100.0,150.0
458,Price (in $),Size (in sq ft),Value per sq ft,230000.0,1600.0,143.75,345000.0,2200.0,156.8
459,Price (in $),Size (in sq ft),Value per sq ft,200000.0,1400.0,142.9,300000.0,2100.0,142.9
460,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,30.0,180.0,7.0,45.0,200.0,8.0
461,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,25.0,170.0,6.0,35.0,190.0,7.0
462,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,40.0,200.0,8.0,50.0,220.0,9.0
463,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,35.0,190.0,7.0,45.0,210.0,8.0
464,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,20.0,160.0,5.0,30.0,180.0,7.0
465,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,45.0,210.0,9.0,55.0,230.0,10.0
466,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,30.0,170.0,6.0,40.0,190.0,7.0
467,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,50.0,220.0,9.0,60.0,240.0,10.0
468,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,25.0,160.0,5.0,35.0,180.0,7.0
469,Cooking Time (minutes),Oven Temperature (°C),Doneness Score,35.0,190.0,7.0,45.0,210.0,8.0
470,Caffeine (mg),Sugar (g),Energy Boost Score,100.0,20.0,7.0,120.0,15.0,7.0
471,Caffeine (mg),Sugar (g),Energy Boost Score,80.0,15.0,6.0,100.0,10.0,6.0
472,Caffeine (mg),Sugar (g),Energy Boost Score,120.0,25.0,8.0,140.0,20.0,8.0
473,Caffeine (mg),Sugar (g),Energy Boost Score,90.0,18.0,6.0,110.0,13.0,6.0
474,Caffeine (mg),Sugar (g),Energy Boost Score,70.0,12.0,5.0,90.0,8.0,5.0
475,Caffeine (mg),Sugar (g),Energy Boost Score,110.0,22.0,7.0,130.0,17.0,7.0
476,Caffeine (mg),Sugar (g),Energy Boost Score,100.0,20.0,7.0,120.0,15.0,7.0
477,Caffeine (mg),Sugar (g),Energy Boost Score,130.0,27.0,8.0,150.0,22.0,8.0
478,Caffeine (mg),Sugar (g),Energy Boost Score,85.0,17.0,6.0,105.0,12.0,6.0
479,Caffeine (mg),Sugar (g),Energy Boost Score,95.0,19.0,6.0,115.0,14.0,6.0
480,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),3000.0,5.0,8.0,4000.0,6.0,10.0
481,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),2500.0,4.0,7.0,3500.0,5.0,9.0
482,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),3500.0,6.0,9.0,4500.0,7.0,10.0
483,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),2800.0,4.5,7.0,3800.0,5.5,9.0
484,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),3200.0,5.0,8.0,4200.0,6.0,10.0
485,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),2700.0,4.0,6.0,3700.0,5.0,8.0
486,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),3100.0,5.5,8.0,4100.0,6.5,10.0
487,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),2900.0,4.5,7.0,3900.0,5.5,9.0
488,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),3300.0,5.0,8.0,4300.0,6.0,10.0
489,Battery Capacity (mAh),Screen Size (inches),Usage Time (hours),2600.0,4.0,6.0,3600.0,5.0,8.0
490,Cooking Time (minutes),Flour (grams),Bread Rise Score,30.0,200.0,7.0,40.0,220.0,8.0
491,Cooking Time (minutes),Flour (grams),Bread Rise Score,25.0,180.0,6.0,35.0,200.0,7.0
492,Cooking Time (minutes),Flour (grams),Bread Rise Score,35.0,220.0,8.0,45.0,240.0,9.0
493,Cooking Time (minutes),Flour (grams),Bread Rise Score,28.0,190.0,6.0,38.0,210.0,7.0
494,Cooking Time (minutes),Flour (grams),Bread Rise Score,32.0,210.0,7.0,42.0,230.0,8.0
495,Cooking Time (minutes),Flour (grams),Bread Rise Score,24.0,170.0,5.0,34.0,190.0,6.0
496,Cooking Time (minutes),Flour (grams),Bread Rise Score,30.0,200.0,7.0,40.0,220.0,8.0
497,Cooking Time (minutes),Flour (grams),Bread Rise Score,36.0,230.0,8.0,46.0,250.0,9.0
498,Cooking Time (minutes),Flour (grams),Bread Rise Score,27.0,185.0,6.0,37.0,205.0,7.0
499,Cooking Time (minutes),Flour (grams),Bread Rise Score,31.0,215.0,7.0,41.0,235.0,8.0
500,Size (cm^2),Thickness (mm),Comfort (1-10),100.0,5.0,7.0,120.0,3.0,6.0
501,Size (cm^2),Thickness (mm),Comfort (1-10),150.0,2.0,6.0,130.0,4.0,7.0
502,Size (cm^2),Thickness (mm),Comfort (1-10),200.0,1.0,5.0,180.0,3.0,6.0
503,Size (cm^2),Thickness (mm),Comfort (1-10),80.0,6.0,8.0,90.0,5.0,7.0
504,Size (cm^2),Thickness (mm),Comfort (1-10),140.0,4.0,7.0,160.0,3.0,6.0
505,Size (cm^2),Thickness (mm),Comfort (1-10),110.0,5.0,7.0,100.0,6.0,8.0
506,Size (cm^2),Thickness (mm),Comfort (1-10),130.0,3.0,6.0,150.0,2.0,5.0
507,Size (cm^2),Thickness (mm),Comfort (1-10),120.0,4.0,7.0,110.0,5.0,8.0
508,Size (cm^2),Thickness (mm),Comfort (1-10),170.0,2.0,6.0,160.0,3.0,7.0
509,Size (cm^2),Thickness (mm),Comfort (1-10),90.0,5.0,7.0,100.0,4.0,6.0
510,Speed (km/h),Weight (kg),Distance Traveled (km),60.0,1000.0,12.0,70.0,1200.0,11.0
511,Speed (km/h),Weight (kg),Distance Traveled (km),50.0,1100.0,10.0,70.0,1000.0,12.0
512,Speed (km/h),Weight (kg),Distance Traveled (km),70.0,900.0,13.0,60.0,1000.0,12.0
513,Speed (km/h),Weight (kg),Distance Traveled (km),65.0,1050.0,12.0,60.0,1100.0,11.0
514,Speed (km/h),Weight (kg),Distance Traveled (km),55.0,950.0,11.0,70.0,1000.0,13.0
515,Speed (km/h),Weight (kg),Distance Traveled (km),75.0,800.0,14.0,65.0,1000.0,12.0
516,Speed (km/h),Weight (kg),Distance Traveled (km),60.0,1100.0,11.0,75.0,900.0,13.0
517,Speed (km/h),Weight (kg),Distance Traveled (km),70.0,1000.0,12.0,55.0,1100.0,10.0
518,Speed (km/h),Weight (kg),Distance Traveled (km),65.0,950.0,12.0,75.0,900.0,13.0
519,Speed (km/h),Weight (kg),Distance Traveled (km),50.0,1200.0,10.0,60.0,1000.0,12.0
520,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),6.5,4000.0,12.0,5.8,4500.0,13.0
521,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),7.0,3500.0,11.0,6.8,4000.0,12.0
522,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),6.1,5000.0,14.0,6.6,4500.0,13.0
523,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),6.7,4200.0,12.0,6.5,4800.0,13.0
524,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),5.5,5500.0,15.0,6.0,4500.0,12.0
525,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),6.2,4700.0,13.0,6.4,4900.0,14.0
526,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),6.8,4000.0,12.0,6.3,5000.0,14.0
527,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),6.0,5200.0,14.0,6.5,4500.0,13.0
528,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),6.9,4300.0,12.0,6.7,4800.0,13.0
529,Screen Size (inches),Battery Capacity (mAh),Battery Life (hours),5.7,5400.0,15.0,6.1,4600.0,13.0
530,Number of Ingredients,Preparation Time (min),Cooking Time (min),10.0,15.0,30.0,12.0,10.0,25.0
531,Number of Ingredients,Preparation Time (min),Cooking Time (min),8.0,20.0,35.0,10.0,15.0,30.0
532,Number of Ingredients,Preparation Time (min),Cooking Time (min),12.0,12.0,28.0,9.0,18.0,33.0
533,Number of Ingredients,Preparation Time (min),Cooking Time (min),9.0,18.0,32.0,11.0,14.0,29.0
534,Number of Ingredients,Preparation Time (min),Cooking Time (min),11.0,10.0,27.0,13.0,11.0,26.0
535,Number of Ingredients,Preparation Time (min),Cooking Time (min),7.0,22.0,37.0,10.0,16.0,31.0
536,Number of Ingredients,Preparation Time (min),Cooking Time (min),13.0,8.0,25.0,12.0,12.0,28.0
537,Number of Ingredients,Preparation Time (min),Cooking Time (min),10.0,16.0,31.0,8.0,19.0,34.0
