,Feature 1 name,Feature 2 name,Feature 3 name,Object 1 Feature 1 value,Object 1 Feature 2 value,Object 1 Feature 3 value,Object 2 Feature 1 value,Object 2 Feature 2 value,Object 2 Feature 3 value
586,Exercise Time (minutes),Heart Rate (bpm),Fat Burn (in grams),60.0,145.0,25.0,70.0,135.0,23.0
587,Exercise Time (minutes),Heart Rate (bpm),Fat Burn (in grams),40.0,125.0,17.0,50.0,135.0,19.0
588,Exercise Time (minutes),Heart Rate (bpm),Fat Burn (in grams),50.0,140.0,21.0,60.0,130.0,19.0
589,Exercise Time (minutes),Heart Rate (bpm),Fat Burn (in grams),60.0,150.0,26.0,70.0,140.0,24.0
590,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),100.0,3.0,7.0,150.0,2.0,6.0
591,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),120.0,4.0,8.0,130.0,3.0,7.0
592,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),140.0,2.0,6.0,160.0,3.0,7.0
593,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),110.0,5.0,9.0,120.0,4.0,8.0
594,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),130.0,3.0,7.0,140.0,4.0,8.0
595,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),100.0,2.0,6.0,120.0,3.0,7.0
596,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),160.0,4.0,8.0,180.0,3.0,7.0
597,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),120.0,4.0,8.0,140.0,5.0,9.0
598,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),140.0,3.0,7.0,160.0,4.0,8.0
599,Number of Friends,Average Message Frequency,Social Engagement (on scale 1-10),150.0,5.0,9.0,170.0,4.0,8.0
600,Book Thickness (pages),Author Reputation,Book Popularity,500.0,3.0,70.0,400.0,8.0,65.0
601,Book Thickness (pages),Author Reputation,Book Popularity,300.0,2.0,40.0,350.0,9.0,55.0
602,Book Thickness (pages),Author Reputation,Book Popularity,600.0,4.0,80.0,550.0,7.0,70.0
603,Book Thickness (pages),Author Reputation,Book Popularity,400.0,5.0,60.0,450.0,6.0,65.0
604,Book Thickness (pages),Author Reputation,Book Popularity,250.0,1.0,30.0,300.0,5.0,45.0
605,Book Thickness (pages),Author Reputation,Book Popularity,550.0,6.0,75.0,500.0,7.0,70.0
606,Book Thickness (pages),Author Reputation,Book Popularity,350.0,4.0,50.0,300.0,8.0,55.0
607,Book Thickness (pages),Author Reputation,Book Popularity,450.0,3.0,60.0,400.0,4.0,60.0
608,Book Thickness (pages),Author Reputation,Book Popularity,300.0,7.0,50.0,350.0,5.0,55.0
609,Book Thickness (pages),Author Reputation,Book Popularity,400.0,2.0,55.0,450.0,3.0,60.0
610,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,4000.0,7.0,85.0,3500.0,9.0,80.0
611,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,3000.0,5.0,70.0,3200.0,6.0,75.0
612,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,5000.0,4.0,90.0,4800.0,6.0,85.0
613,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,3500.0,8.0,80.0,3300.0,10.0,78.0
614,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,2800.0,3.0,60.0,3000.0,5.0,65.0
615,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,4200.0,6.0,85.0,4000.0,7.0,83.0
616,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,3800.0,9.0,82.0,3700.0,10.0,80.0
617,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,4500.0,5.0,88.0,4300.0,7.0,86.0
618,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,3200.0,4.0,70.0,3400.0,6.0,72.0
619,Phone Battery Capacity (mAh),Brand Popularity,Phone Value,3600.0,8.0,80.0,3500.0,9.0,80.0
620,Car Engine Size (cc),Car Age (years),Car Resale Value,2000.0,3.0,18000.0,1800.0,5.0,17000.0
621,Car Engine Size (cc),Car Age (years),Car Resale Value,1600.0,2.0,16000.0,1800.0,4.0,15000.0
622,Car Engine Size (cc),Car Age (years),Car Resale Value,2200.0,4.0,17500.0,2000.0,6.0,16000.0
623,Car Engine Size (cc),Car Age (years),Car Resale Value,1800.0,5.0,14500.0,2000.0,3.0,16000.0
624,Car Engine Size (cc),Car Age (years),Car Resale Value,2400.0,2.0,20000.0,2200.0,4.0,18500.0
625,Car Engine Size (cc),Car Age (years),Car Resale Value,2000.0,6.0,15000.0,1900.0,8.0,13000.0
626,Car Engine Size (cc),Car Age (years),Car Resale Value,1900.0,3.0,16500.0,2100.0,5.0,17000.0
627,Car Engine Size (cc),Car Age (years),Car Resale Value,2100.0,4.0,17000.0,1900.0,6.0,15000.0
628,Car Engine Size (cc),Car Age (years),Car Resale Value,1700.0,5.0,14000.0,1800.0,7.0,13000.0
629,Car Engine Size (cc),Car Age (years),Car Resale Value,2000.0,7.0,15500.0,2200.0,5.0,17500.0
630,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),30.0,8.0,120.0,40.0,6.0,110.0
631,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),45.0,7.0,150.0,50.0,5.0,130.0
632,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),20.0,9.0,100.0,30.0,7.0,105.0
633,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),60.0,5.0,180.0,55.0,6.0,170.0
634,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),25.0,6.0,90.0,35.0,8.0,110.0
635,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),50.0,8.0,170.0,45.0,7.0,155.0
636,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),30.0,6.0,100.0,40.0,7.0,110.0
637,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),40.0,9.0,140.0,35.0,8.0,130.0
638,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),55.0,4.0,160.0,60.0,5.0,165.0
639,Exercise Duration (minutes),Exercise Intensity (1-10),Fat Burned (grams),35.0,7.0,115.0,45.0,6.0,120.0
640,Student Study Time (hours),Student Intelligence (score),Exam Score,5.0,80.0,85.0,6.0,75.0,86.0
641,Student Study Time (hours),Student Intelligence (score),Exam Score,4.0,90.0,88.0,5.0,85.0,87.0
642,Student Study Time (hours),Student Intelligence (score),Exam Score,6.0,70.0,80.0,7.0,75.0,82.0
643,Student Study Time (hours),Student Intelligence (score),Exam Score,3.0,85.0,78.0,4.0,80.0,79.0
644,Student Study Time (hours),Student Intelligence (score),Exam Score,7.0,65.0,75.0,8.0,70.0,76.0
645,Student Study Time (hours),Student Intelligence (score),Exam Score,5.0,95.0,90.0,6.0,90.0,89.0
646,Student Study Time (hours),Student Intelligence (score),Exam Score,4.0,80.0,80.0,5.0,85.0,83.0
647,Student Study Time (hours),Student Intelligence (score),Exam Score,6.0,75.0,80.0,7.0,70.0,78.0
648,Student Study Time (hours),Student Intelligence (score),Exam Score,3.0,90.0,85.0,4.0,85.0,84.0
649,Student Study Time (hours),Student Intelligence (score),Exam Score,5.0,85.0,84.0,6.0,80.0,83.0
650,Shoe Weight (grams),Brand Popularity,Comfort Rating,200.0,7.0,8.0,220.0,8.0,7.0
651,Shoe Weight (grams),Brand Popularity,Comfort Rating,250.0,6.0,6.0,240.0,9.0,7.0
652,Shoe Weight (grams),Brand Popularity,Comfort Rating,180.0,8.0,9.0,190.0,7.0,8.0
653,Shoe Weight (grams),Brand Popularity,Comfort Rating,230.0,5.0,5.0,220.0,7.0,6.0
654,Shoe Weight (grams),Brand Popularity,Comfort Rating,210.0,9.0,8.0,200.0,7.0,9.0
655,Shoe Weight (grams),Brand Popularity,Comfort Rating,190.0,6.0,7.0,180.0,8.0,8.0
656,Shoe Weight (grams),Brand Popularity,Comfort Rating,240.0,7.0,6.0,230.0,8.0,7.0
657,Shoe Weight (grams),Brand Popularity,Comfort Rating,220.0,8.0,7.0,210.0,9.0,8.0
658,Shoe Weight (grams),Brand Popularity,Comfort Rating,200.0,5.0,6.0,190.0,7.0,7.0
659,Shoe Weight (grams),Brand Popularity,Comfort Rating,230.0,6.0,5.0,240.0,7.0,6.0
660,TV Screen Size (inches),Brand Reputation,Customer Rating,50.0,6.0,8.0,55.0,7.0,7.0
661,TV Screen Size (inches),Brand Reputation,Customer Rating,55.0,5.0,7.0,60.0,8.0,8.0
662,TV Screen Size (inches),Brand Reputation,Customer Rating,45.0,7.0,8.0,50.0,6.0,7.0
663,TV Screen Size (inches),Brand Reputation,Customer Rating,60.0,4.0,7.0,65.0,6.0,7.0
664,TV Screen Size (inches),Brand Reputation,Customer Rating,40.0,8.0,9.0,45.0,7.0,8.0
665,TV Screen Size (inches),Brand Reputation,Customer Rating,50.0,7.0,8.0,55.0,6.0,7.0
666,TV Screen Size (inches),Brand Reputation,Customer Rating,55.0,6.0,7.0,60.0,5.0,6.0
667,TV Screen Size (inches),Brand Reputation,Customer Rating,45.0,8.0,8.0,50.0,7.0,8.0
668,TV Screen Size (inches),Brand Reputation,Customer Rating,60.0,5.0,7.0,65.0,6.0,7.0
669,TV Screen Size (inches),Brand Reputation,Customer Rating,40.0,7.0,8.0,45.0,8.0,9.0
670,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,300.0,7.0,8.0,350.0,6.0,7.0
671,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,400.0,5.0,7.0,380.0,7.0,8.0
672,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,250.0,8.0,9.0,300.0,6.0,7.0
673,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,350.0,6.0,7.0,400.0,5.0,6.0
674,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,300.0,9.0,9.0,320.0,7.0,8.0
675,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,400.0,7.0,8.0,420.0,6.0,7.0
676,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,280.0,6.0,7.0,300.0,8.0,8.0
677,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,320.0,5.0,6.0,340.0,7.0,7.0
678,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,350.0,8.0,9.0,330.0,7.0,8.0
679,Room Size (sq ft),Lighting Quality (1-10),Perceived Comfort,300.0,7.0,8.0,310.0,8.0,9.0
680,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,7.0,100.0,8.0,6.0,120.0,9.0
681,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,6.0,110.0,7.0,7.0,100.0,8.0
682,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,8.0,80.0,7.0,7.0,90.0,8.0
683,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,5.0,130.0,9.0,6.0,120.0,8.0
684,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,9.0,70.0,8.0,8.0,80.0,7.0
685,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,7.0,110.0,8.0,6.0,130.0,9.0
686,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,6.0,100.0,7.0,7.0,110.0,8.0
687,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,8.0,90.0,8.0,7.0,100.0,9.0
688,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,5.0,120.0,9.0,6.0,110.0,8.0
689,Coffee Strength (1-10),Caffeine Content (mg),Energy Boost,9.0,80.0,8.0,8.0,90.0,9.0
690,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,50.0,8.0,9.0,40.0,9.0,9.0
691,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,60.0,7.0,8.0,70.0,6.0,7.0
692,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,40.0,9.0,9.0,50.0,8.0,8.0
693,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,70.0,6.0,7.0,60.0,7.0,8.0
694,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,50.0,10.0,10.0,60.0,9.0,9.0
695,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,40.0,7.0,7.0,50.0,8.0,8.0
696,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,60.0,9.0,9.0,50.0,10.0,10.0
697,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,70.0,8.0,8.0,60.0,9.0,9.0
698,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,50.0,6.0,6.0,60.0,7.0,7.0
699,Restaurant Size (seats),Customer Reviews (1-10),Dining Experience,40.0,8.0,8.0,50.0,9.0,9.0
700,Study hours,Previous score,Exam score,4.0,80.0,82.0,5.0,75.0,85.0
701,Study hours,Previous score,Exam score,3.0,90.0,91.0,2.0,95.0,92.0
702,Study hours,Previous score,Exam score,5.0,70.0,78.0,6.0,65.0,80.0
703,Study hours,Previous score,Exam score,2.0,85.0,86.0,3.0,80.0,84.0
704,Study hours,Previous score,Exam score,6.0,60.0,70.0,5.0,70.0,74.0
705,Study hours,Previous score,Exam score,4.0,75.0,80.0,3.0,80.0,81.0
706,Study hours,Previous score,Exam score,5.0,65.0,72.0,6.0,60.0,75.0
707,Study hours,Previous score,Exam score,3.0,82.0,84.0,2.0,88.0,87.0
708,Study hours,Previous score,Exam score,4.0,78.0,81.0,5.0,73.0,83.0
709,Study hours,Previous score,Exam score,2.0,92.0,93.0,3.0,89.0,90.0
710,Cook time,Ingredients,Deliciousness,30.0,5.0,8.0,45.0,4.0,7.5
711,Cook time,Ingredients,Deliciousness,25.0,6.0,8.2,30.0,5.0,8.1
712,Cook time,Ingredients,Deliciousness,40.0,4.0,7.6,50.0,3.0,7.2
713,Cook time,Ingredients,Deliciousness,20.0,7.0,8.5,25.0,6.0,8.4
714,Cook time,Ingredients,Deliciousness,35.0,5.0,8.3,40.0,4.0,8.1
715,Cook time,Ingredients,Deliciousness,25.0,6.0,8.4,30.0,5.0,8.3
716,Cook time,Ingredients,Deliciousness,45.0,3.0,7.4,50.0,2.0,7.0
717,Cook time,Ingredients,Deliciousness,20.0,8.0,8.6,25.0,7.0,8.5
718,Cook time,Ingredients,Deliciousness,30.0,5.0,8.2,35.0,4.0,8.0
719,Cook time,Ingredients,Deliciousness,40.0,4.0,7.7,45.0,3.0,7.4
720,Distance,Maintenance,Car value,10000.0,500.0,15000.0,15000.0,400.0,14000.0
721,Distance,Maintenance,Car value,12000.0,450.0,14500.0,10000.0,500.0,15000.0
722,Distance,Maintenance,Car value,20000.0,300.0,13000.0,25000.0,250.0,12000.0
723,Distance,Maintenance,Car value,8000.0,600.0,16000.0,10000.0,500.0,15000.0
724,Distance,Maintenance,Car value,18000.0,350.0,13500.0,20000.0,300.0,13000.0
725,Distance,Maintenance,Car value,10000.0,550.0,14800.0,12000.0,500.0,14500.0
726,Distance,Maintenance,Car value,15000.0,400.0,14000.0,17000.0,350.0,13500.0
727,Distance,Maintenance,Car value,12000.0,450.0,14500.0,14000.0,400.0,14200.0
728,Distance,Maintenance,Car value,8000.0,600.0,16000.0,10000.0,550.0,15500.0
729,Distance,Maintenance,Car value,10000.0,500.0,15000.0,12000.0,450.0,14500.0
730,Speed,Comfort,Arrival time,100.0,7.0,5.0,90.0,8.0,5.5
731,Speed,Comfort,Arrival time,110.0,6.0,4.5,100.0,7.0,5.0
732,Speed,Comfort,Arrival time,90.0,8.0,5.5,80.0,9.0,6.0
733,Speed,Comfort,Arrival time,120.0,5.0,4.0,110.0,6.0,4.5
734,Speed,Comfort,Arrival time,100.0,7.0,5.0,95.0,8.0,5.2
735,Speed,Comfort,Arrival time,95.0,8.0,5.2,90.0,9.0,5.4
736,Speed,Comfort,Arrival time,110.0,6.0,4.5,105.0,7.0,4.7
737,Speed,Comfort,Arrival time,105.0,7.0,4.7,100.0,8.0,5.0
738,Speed,Comfort,Arrival time,90.0,9.0,5.6,85.0,10.0,5.8
739,Speed,Comfort,Arrival time,110.0,6.0,4.5,100.0,7.0,5.0
740,Age,Size,Comfort,5.0,2.0,6.0,6.0,3.0,7.0
741,Age,Size,Comfort,4.0,3.0,7.0,5.0,2.0,6.0
742,Age,Size,Comfort,7.0,4.0,5.0,6.0,5.0,6.0
743,Age,Size,Comfort,3.0,2.0,7.0,4.0,3.0,7.0
744,Age,Size,Comfort,5.0,5.0,6.0,6.0,4.0,7.0
745,Age,Size,Comfort,6.0,3.0,7.0,7.0,2.0,6.0
746,Age,Size,Comfort,4.0,4.0,7.0,5.0,3.0,7.0
747,Age,Size,Comfort,7.0,5.0,5.0,6.0,6.0,6.0
748,Age,Size,Comfort,5.0,3.0,7.0,4.0,4.0,7.0
749,Age,Size,Comfort,6.0,2.0,6.0,5.0,3.0,7.0
750,Battery life,Weight,User rating,20.0,150.0,4.5,25.0,180.0,4.6
751,Battery life,Weight,User rating,25.0,140.0,4.6,30.0,160.0,4.5
752,Battery life,Weight,User rating,15.0,160.0,4.3,20.0,170.0,4.4
753,Battery life,Weight,User rating,30.0,130.0,4.7,35.0,150.0,4.6
754,Battery life,Weight,User rating,20.0,150.0,4.5,25.0,140.0,4.6
755,Battery life,Weight,User rating,25.0,160.0,4.4,30.0,170.0,4.5
756,Battery life,Weight,User rating,15.0,170.0,4.2,20.0,180.0,4.3
757,Battery life,Weight,User rating,30.0,140.0,4.6,35.0,150.0,4.5
758,Battery life,Weight,User rating,25.0,150.0,4.5,30.0,160.0,4.6
759,Battery life,Weight,User rating,20.0,160.0,4.4,25.0,170.0,4.5
760,Room size,Cleanliness,Price,50.0,8.0,200.0,60.0,7.0,220.0
761,Room size,Cleanliness,Price,60.0,7.0,220.0,70.0,6.0,240.0
762,Room size,Cleanliness,Price,40.0,9.0,180.0,50.0,8.0,200.0
763,Room size,Cleanliness,Price,70.0,6.0,240.0,80.0,5.0,260.0
764,Room size,Cleanliness,Price,50.0,8.0,200.0,60.0,7.0,220.0
765,Room size,Cleanliness,Price,60.0,7.0,220.0,70.0,6.0,240.0
766,Room size,Cleanliness,Price,40.0,9.0,180.0,50.0,8.0,200.0
767,Room size,Cleanliness,Price,70.0,6.0,240.0,80.0,5.0,260.0
768,Room size,Cleanliness,Price,50.0,8.0,200.0,60.0,7.0,220.0
769,Room size,Cleanliness,Price,60.0,7.0,220.0,70.0,6.0,240.0
770,Speed,Weight,Distance,10.0,5.0,30.0,12.0,6.0,35.0
771,Speed,Weight,Distance,12.0,6.0,35.0,14.0,7.0,38.0
772,Speed,Weight,Distance,8.0,4.0,25.0,10.0,5.0,30.0
773,Speed,Weight,Distance,14.0,7.0,38.0,16.0,8.0,40.0
774,Speed,Weight,Distance,10.0,5.0,30.0,12.0,6.0,35.0
775,Speed,Weight,Distance,12.0,6.0,35.0,14.0,7.0,38.0
776,Speed,Weight,Distance,8.0,4.0,25.0,10.0,5.0,30.0
777,Speed,Weight,Distance,14.0,7.0,38.0,16.0,8.0,40.0
778,Speed,Weight,Distance,10.0,5.0,30.0,12.0,6.0,35.0
779,Speed,Weight,Distance,12.0,6.0,35.0,14.0,7.0,38.0
780,Price,Quality,Popularity,10.0,8.0,7.0,12.0,7.0,6.5
781,Price,Quality,Popularity,12.0,7.0,6.5,14.0,6.0,6.0
782,Price,Quality,Popularity,8.0,9.0,8.0,10.0,8.0,7.0
783,Price,Quality,Popularity,14.0,6.0,6.0,16.0,5.0,5.5
784,Price,Quality,Popularity,10.0,8.0,7.0,12.0,7.0,6.5
785,Price,Quality,Popularity,12.0,7.0,6.5,14.0,6.0,6.0
786,Price,Quality,Popularity,8.0,9.0,8.0,10.0,8.0,7.0
787,Price,Quality,Popularity,14.0,6.0,6.0,16.0,5.0,5.5
788,Price,Quality,Popularity,10.0,8.0,7.0,12.0,7.0,6.5
789,Price,Quality,Popularity,12.0,7.0,6.5,14.0,6.0,6.0
790,Weight,Speed,Distance,10.0,15.0,100.0,12.0,14.0,110.0
791,Weight,Speed,Distance,12.0,14.0,110.0,14.0,13.0,120.0
792,Weight,Speed,Distance,8.0,16.0,115.0,10.0,15.0,100.0
793,Weight,Speed,Distance,14.0,13.0,120.0,16.0,12.0,130.0
794,Weight,Speed,Distance,10.0,15.0,100.0,12.0,14.0,110.0
795,Weight,Speed,Distance,12.0,14.0,110.0,14.0,13.0,120.0
796,Weight,Speed,Distance,8.0,16.0,115.0,10.0,15.0,100.0
797,Weight,Speed,Distance,14.0,13.0,120.0,16.0,12.0,130.0
798,Weight,Speed,Distance,10.0,15.0,100.0,12.0,14.0,110.0
799,Weight,Speed,Distance,12.0,14.0,110.0,14.0,13.0,120.0
800,Car MPG,Car Weight,Fuel Efficiency,30.0,3000.0,45.0,25.0,2500.0,40.0
801,Car MPG,Car Weight,Fuel Efficiency,28.0,3200.0,42.0,32.0,2800.0,47.0
802,Car MPG,Car Weight,Fuel Efficiency,25.0,3500.0,38.0,30.0,3000.0,43.0
803,Car MPG,Car Weight,Fuel Efficiency,35.0,2800.0,50.0,33.0,2900.0,48.0
804,Car MPG,Car Weight,Fuel Efficiency,27.0,3100.0,40.0,29.0,3000.0,42.0
805,Car MPG,Car Weight,Fuel Efficiency,32.0,2700.0,48.0,26.0,3300.0,39.0
806,Car MPG,Car Weight,Fuel Efficiency,29.0,3000.0,43.0,31.0,2900.0,46.0
807,Car MPG,Car Weight,Fuel Efficiency,34.0,2600.0,50.0,30.0,2800.0,47.0
808,Car MPG,Car Weight,Fuel Efficiency,26.0,3400.0,37.0,33.0,2700.0,48.0
809,Car MPG,Car Weight,Fuel Efficiency,31.0,2900.0,46.0,28.0,3200.0,41.0
810,Book Page Count,Author Rating,Book Rating,400.0,4.8,4.7,500.0,4.5,4.6
811,Book Page Count,Author Rating,Book Rating,300.0,4.9,4.8,450.0,4.6,4.7
812,Book Page Count,Author Rating,Book Rating,350.0,4.7,4.6,400.0,4.8,4.7
813,Book Page Count,Author Rating,Book Rating,250.0,4.6,4.5,300.0,4.9,4.8
814,Book Page Count,Author Rating,Book Rating,500.0,4.5,4.6,450.0,4.7,4.7
815,Book Page Count,Author Rating,Book Rating,400.0,4.8,4.7,350.0,4.7,4.6
816,Book Page Count,Author Rating,Book Rating,300.0,4.9,4.8,300.0,4.6,4.5
817,Book Page Count,Author Rating,Book Rating,450.0,4.7,4.7,500.0,4.6,4.6
818,Book Page Count,Author Rating,Book Rating,350.0,4.8,4.7,400.0,4.7,4.6
819,Book Page Count,Author Rating,Book Rating,250.0,4.5,4.4,300.0,4.8,4.7
820,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,4000.0,12.0,8.5,3500.0,16.0,8.2
821,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,3800.0,14.0,8.3,4200.0,10.0,8.6
822,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,4500.0,8.0,8.8,4000.0,14.0,8.4
823,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,3600.0,16.0,8.4,4000.0,12.0,8.5
824,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,4200.0,10.0,8.6,3800.0,14.0,8.3
825,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,4000.0,14.0,8.5,4500.0,8.0,8.8
826,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,3500.0,16.0,8.2,3800.0,14.0,8.3
827,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,4200.0,12.0,8.6,4000.0,14.0,8.5
828,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,3800.0,14.0,8.3,3600.0,16.0,8.4
829,Phone Battery Capacity,Phone Camera Megapixels,Phone Overall Score,4500.0,10.0,8.9,4200.0,12.0,8.6
830,House Size sqft,House Location Rating,House Price,2000.0,8.0,400000.0,2500.0,7.0,420000.0
831,House Size sqft,House Location Rating,House Price,2500.0,9.0,450000.0,2200.0,8.0,430000.0
832,House Size sqft,House Location Rating,House Price,1800.0,7.0,380000.0,2200.0,8.0,410000.0
833,House Size sqft,House Location Rating,House Price,2400.0,10.0,500000.0,2000.0,9.0,440000.0
834,House Size sqft,House Location Rating,House Price,2200.0,8.0,420000.0,2500.0,7.0,430000.0
835,House Size sqft,House Location Rating,House Price,2000.0,9.0,440000.0,2400.0,8.0,460000.0
836,House Size sqft,House Location Rating,House Price,2600.0,7.0,430000.0,2200.0,9.0,450000.0
837,House Size sqft,House Location Rating,House Price,2300.0,10.0,480000.0,2100.0,8.0,420000.0
838,House Size sqft,House Location Rating,House Price,2100.0,8.0,400000.0,2400.0,9.0,470000.0
839,House Size sqft,House Location Rating,House Price,2500.0,9.0,460000.0,2000.0,8.0,410000.0
840,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,20.0,4.6,8.8,18.0,4.8,8.9
841,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,25.0,4.5,8.6,22.0,4.7,8.7
842,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,15.0,4.7,8.5,18.0,4.6,8.6
843,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,22.0,4.8,8.9,20.0,4.7,8.8
844,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,18.0,4.6,8.7,25.0,4.5,8.6
845,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,24.0,4.7,8.8,20.0,4.8,8.9
846,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,16.0,4.8,8.6,19.0,4.7,8.7
847,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,20.0,4.7,8.8,23.0,4.6,8.7
848,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,23.0,4.8,8.9,17.0,4.6,8.6
849,Restaurant Menu Size,Restaurant Online Rating,Restaurant Customer Satisfaction,19.0,4.5,8.6,22.0,4.7,8.8
850,Coffee Caffeine Content,Coffee Rating,Consumer Liking,100.0,4.6,8.5,120.0,4.5,8.7
851,Coffee Caffeine Content,Coffee Rating,Consumer Liking,110.0,4.7,8.6,130.0,4.6,8.8
852,Coffee Caffeine Content,Coffee Rating,Consumer Liking,90.0,4.5,8.3,100.0,4.6,8.5
853,Coffee Caffeine Content,Coffee Rating,Consumer Liking,120.0,4.8,8.9,110.0,4.7,8.8
854,Coffee Caffeine Content,Coffee Rating,Consumer Liking,105.0,4.6,8.4,115.0,4.7,8.6
855,Coffee Caffeine Content,Coffee Rating,Consumer Liking,130.0,4.7,8.8,120.0,4.8,8.9
856,Coffee Caffeine Content,Coffee Rating,Consumer Liking,95.0,4.5,8.4,105.0,4.6,8.5
857,Coffee Caffeine Content,Coffee Rating,Consumer Liking,115.0,4.7,8.7,105.0,4.6,8.5
858,Coffee Caffeine Content,Coffee Rating,Consumer Liking,125.0,4.8,8.9,115.0,4.7,8.7
859,Coffee Caffeine Content,Coffee Rating,Consumer Liking,100.0,4.6,8.5,110.0,4.7,8.6
860,Phone Camera Megapixels,Phone Display Size,Phone Overall Score,16.0,6.1,8.7,12.0,6.7,8.5
861,Phone Camera Megapixels,Phone Display Size,Phone Overall Score,14.0,6.5,8.6,18.0,5.8,8.8
862,Phone Camera Megapixels,Phone Display Size,Phone Overall Score,12.0,6.7,8.5,16.0,6.1,8.7
863,Phone Camera Megapixels,Phone Display Size,Phone Overall Score,18.0,6.0,8.8,14.0,6.5,8.6
864,Phone Camera Megapixels,Phone Display Size,Phone Overall Score,10.0,6.8,8.4,15.0,6.2,8.6
865,Phone Camera Megapixels,Phone Display Size,Phone Overall Score,16.0,6.3,8.7,12.0,6.7,8.5
866,Phone Camera Megapixels,Phone Display Size,Phone Overall Score,14.0,6.5,8.6,18.0,5.8,8.8
