prolific_id,condition_group,source_file,question_number,target,target_value,option1,option2,selected_option,button_pressed,optionA_trial_id,optionA_task_id,optionA_values,optionA_target_value,optionA_value1,optionA_value2,optionB_trial_id,optionB_task_id,optionB_values,optionB_target_value,optionB_value1,optionB_value2
UNKNOWN,ranking_B,comp-result_1248675_data.json,6,Reliability,,Car age,Maintenance cost,OptionA,F,1,51,"5.0, 1000",70,5.0,1000.0,14,51,"3.0, 1600",85,3.0,1600.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,7,Garden yield (kg),,Amount of fertilizer (grams),Rainfall (mm/week),OptionA,F,11,54,"240.0, 110",56,240.0,110.0,16,54,"250.0, 90",56,250.0,90.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,8,Battery Life (hours),,Phone RAM (GB),Screen Size (inches),OptionA,F,4,62,"8.0, 7.5",17,8.0,7.5,11,62,"2.0, 5.8",14,2.0,5.8
UNKNOWN,ranking_B,comp-result_1248675_data.json,9,Calories burned,,Exercise time (min),Heart rate (bpm),OptionB,J,4,70,"35.0, 105",320,35.0,105.0,12,70,"40.0, 115",360,40.0,115.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,10,Commute time (minutes),,Distance to work (miles),Number of traffic lights,OptionA,F,15,56,"6.0, 12",32,6.0,12.0,9,56,"7.0, 10",33,7.0,10.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,11,Walking speed (km/h),,Person height (cm),Age (years),OptionA,F,13,95,"175.0, 29.0",5.3,175.0,29.0,20,95,"168.0, 43.0",4.8,168.0,43.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,12,Morning Alertness,,Hours of Sleep,Number of Alarms,OptionA,F,11,93,"7.0, 2",6,7.0,2.0,16,93,"5.0, 2",5,5.0,2.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,13,Taste Rating,,Number of Ingredients,Prep Time (min),OptionA,F,16,90,"6.0, 30.0",7,6.0,30.0,13,90,"4.0, 15.0",9,4.0,15.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,14,Reading time (hours),,Book pages,Book weight (g),OptionB,J,1,68,"400.0, 300",5,400.0,300.0,7,68,"450.0, 340",5.5,450.0,340.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,15,Comfort Level,,Room Size,Lighting,OptionB,J,11,78,"45.0, 1.0",5,45.0,1.0,6,78,"35.0, 2.0",6,35.0,2.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,16,House Value,,House Size,Housing Age,OptionA,F,8,59,"300.0, 12",450,300.0,12.0,1,59,"150.0, 10",300,150.0,10.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,17,Reading Enjoyment,,Book Length,Author Fame,OptionB,J,7,77,"600.0, 5.0",10,600.0,5.0,1,77,"300.0, 8.0",7,300.0,8.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,18,Car speed (mph),,Engine power (hp),Weight (kg),OptionB,J,4,52,"140.0, 1500",95,140.0,1500.0,3,52,"250.0, 1600",120,250.0,1600.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,19,Cooling Time (min),,Room Size (m²),Window Size (m²),OptionA,F,9,87,"24.0, 3.0",26,24.0,3.0,8,87,"20.0, 2.0",35,20.0,2.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,20,Project Success (%),,Experience (years),Team Size,OptionB,J,4,65,"7.0, 3",90,7.0,3.0,10,65,"10.0, 6",91,10.0,6.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,21,Height (cm),,Age of the plant (weeks),Water given (ml/day),OptionA,F,20,53,"6.0, 400",16,6.0,400.0,16,53,"5.0, 400",14,5.0,400.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,22,App Performance,,Phone RAM,Phone Storage,OptionB,J,1,99,"4.0, 64",3,4.0,64.0,16,99,"6.0, 128",4,6.0,128.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,23,Post reach (people),,Number of likes (count),Time posted (hours ago),OptionA,F,9,55,"1100.0, 4",5500,1100.0,4.0,15,55,"800.0, 4",4000,800.0,4.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,24,Bike Speed,,Bike Weight,Bike Frame Size,OptionB,J,1,63,"10.0, 19",25,10.0,19.0,19,63,"9.0, 18",26,9.0,18.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,25,Exam Grade,,Study Time (hours),Difficulty Level (1-10),OptionA,F,3,76,"6.0, 2",90,6.0,2.0,11,76,"5.0, 6",75,5.0,6.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,26,Lighting (lux),,Room size (m2),Number of windows,OptionB,J,10,69,"20.0, 2",590,20.0,2.0,20,69,"18.0, 4",550,18.0,4.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,27,Customer Satisfaction,,Restaurant Wait Time (in mins),Restaurant Rating (1-5),OptionB,J,20,100,"14.0, 3",7,14.0,3.0,13,100,"18.0, 4",7,18.0,4.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,28,Weight Loss (lbs),,Exercise Minutes,Diet Score (1-10),OptionB,J,17,67,"110.0, 8",10,110.0,8.0,19,67,"120.0, 9",11,120.0,9.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,29,Popularity,,Book age,Page count,OptionA,F,7,80,"4.0, 280",84,4.0,280.0,5,80,"3.0, 320",86,3.0,320.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,30,Flower size (cm),,Plant height (cm),Plant age (months),OptionA,F,18,89,"43.0, 8",3.3,43.0,8.0,13,89,"26.0, 3",6,26.0,3.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,31,Endurance,,Age,Height,OptionB,J,15,73,"45.0, 195.0",75,45.0,195.0,4,73,"35.0, 185.0",80,35.0,185.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,32,Battery life (hours),,Laptop weight (kg),Screen size (inches),OptionB,J,18,71,"1.4, 15",6.8,1.4,15.0,9,71,"1.8, 12",7.2,1.8,12.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,33,Job Success,,Age,Experience,OptionB,J,15,79,"65.0, 0.2",3.5,65.0,0.2,7,79,"45.0, 2.0",5.5,45.0,2.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,34,Daily travel cost ($),,Distance to work (miles),Commute time (minutes),OptionA,F,13,84,"10.0, 10",60,10.0,10.0,1,84,"5.0, 15",30,5.0,15.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,35,Skill Level,,Experience,Years of Education,OptionA,F,16,83,"7.0, 12.0",9,7.0,12.0,14,83,"5.0, 14.0",9,5.0,14.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,36,Exam score (%),,Time spent studying (hours),Number of breaks (times),OptionA,F,3,85,"4.0, 4",65,4.0,4.0,1,85,"3.0, 5",60,3.0,5.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,37,Morning alertness (1-10),,Amount of sleep (hours),Time to bed (minutes past 10pm),OptionB,J,13,57,"6.0, 60",4,6.0,60.0,1,57,"8.0, 30",8,8.0,30.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,38,100m sprint time (s),,Runner stride length (cm),Runner age (years),OptionA,F,12,88,"68.0, 31",12.2,68.0,31.0,14,88,"63.0, 29",12.3,63.0,29.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,39,Physical Endurance,,Age,Height,OptionA,F,10,81,"30.0, 165.0",7.5,30.0,165.0,3,81,"40.0, 175.0",6,40.0,175.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,40,Speed (km/h),,Bicycle weight (kg),Wheel size (inches),OptionA,F,19,72,"9.0, 28",26,9.0,28.0,14,72,"16.0, 26",21,16.0,26.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,41,Shoe Demand,,Shoe price (in USD),Comfort rating (1-10),OptionB,J,8,74,"90.0, 7.0",60,90.0,7.0,2,74,"120.0, 9.0",40,120.0,9.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,42,Fuel Efficiency (km/l),,Car Engine Size (liters),Weight (kg),OptionB,J,2,61,"3.0, 1500.0",9,3.0,1500.0,1,61,"2.0, 1400.0",12,2.0,1400.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,43,Energy Boost (1-10),,Number of Calories,Sugar (g),OptionA,F,9,66,"180.0, 8",3,180.0,8.0,1,66,"100.0, 10",7,100.0,10.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,44,Mood Score (1-10),,Hours of Sleep,Screen Time (hours),OptionB,J,15,64,"7.0, 2",8,7.0,2.0,1,64,"8.0, 2",9,8.0,2.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,45,Energy Level (scale 1-10),,Age (years),Number of Pets,OptionB,J,8,96,"5.0, 1",4,5.0,1.0,2,96,"8.0, 3",3,8.0,3.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,46,Flower blooming time,,Hours of sunlight,Humidity,OptionB,J,2,60,"5.0, 65.0",5,5.0,65.0,15,60,"8.0, 55.0",3,8.0,55.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,47,Car Value,,Age (years),Mileage (km),OptionB,J,15,75,"9.0, 45000",24000,9.0,45000.0,17,75,"2.0, 5000",55000,2.0,5000.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,48,Retention Rate (%),,Study Time (hours),Number of Distractions,OptionA,F,16,94,"4.0, 2",83,4.0,2.0,7,94,"5.0, 0",90,5.0,0.0
UNKNOWN,ranking_B,comp-result_1248675_data.json,49,Phone price ($),,Phone battery capacity (mAh),Phone screen size (inches),OptionB,J,9,92,"4100.0, 6.0",610,4100.0,6.0,2,92,"5000.0, 5.8",580,5000.0,5.8
UNKNOWN,ranking_B,comp-result_1248675_data.json,50,Heating cost (per month),,House size (sqm),Number of windows,OptionA,F,2,91,"120.0, 5.0",350,120.0,5.0,14,91,"90.0, 9.0",250,90.0,9.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,1,Fuel Efficiency (km/l),,Car Engine Size (liters),Weight (kg),OptionA,F,12,61,"2.0, 1200.0",13,2.0,1200.0,7,61,"1.8, 1400.0",13,1.8,1400.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,2,Daily travel cost ($),,Distance to work (miles),Commute time (minutes),OptionB,J,11,84,"4.0, 14",20,4.0,14.0,16,84,"7.0, 12",28,7.0,12.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,3,Reliability,,Car age,Maintenance cost,OptionA,F,7,51,"8.0, 800",60,8.0,800.0,1,51,"5.0, 1000",70,5.0,1000.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,4,App Performance,,Phone RAM,Phone Storage,OptionB,J,14,99,"4.0, 128",3,4.0,128.0,6,99,"8.0, 128",5,8.0,128.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,5,Car speed (mph),,Engine power (hp),Weight (kg),OptionB,J,10,52,"170.0, 1600",90,170.0,1600.0,15,52,"190.0, 1400",108,190.0,1400.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,6,Flower size (cm),,Plant height (cm),Plant age (months),OptionB,J,14,89,"36.0, 6",4,36.0,6.0,16,89,"39.0, 7",3.7,39.0,7.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,7,Phone price ($),,Phone battery capacity (mAh),Phone screen size (inches),OptionA,F,16,92,"5200.0, 5.7",540,5200.0,5.7,3,92,"3800.0, 6.5",550,3800.0,6.5
UNKNOWN,ranking_B,comp-result_1248666_data.json,8,Lighting (lux),,Room size (m2),Number of windows,OptionB,J,1,69,"20.0, 2",500,20.0,2.0,7,69,"18.0, 3",500,18.0,3.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,9,Exam score (%),,Time spent studying (hours),Number of breaks (times),OptionA,F,2,85,"5.0, 3",70,5.0,3.0,11,85,"3.0, 6",55,3.0,6.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,10,Mood Score (1-10),,Hours of Sleep,Screen Time (hours),OptionA,F,3,64,"7.0, 1",8,7.0,1.0,7,64,"9.0, 1",10,9.0,1.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,11,Taste Rating,,Number of Ingredients,Prep Time (min),OptionB,J,17,90,"3.0, 10.0",10,3.0,10.0,6,90,"7.0, 35.0",6,7.0,35.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,12,Cooking time (minutes),,Number of ingredients,Prep time (minutes),OptionB,J,8,86,"2.0, 15",16,2.0,15.0,20,86,"8.0, 8",20,8.0,8.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,13,Reading time (hours),,Book pages,Book weight (g),OptionA,F,7,68,"450.0, 340",5.5,450.0,340.0,2,68,"300.0, 350",4.2,300.0,350.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,14,Battery Life (hours),,Phone RAM (GB),Screen Size (inches),OptionB,J,12,62,"4.0, 6.5",12,4.0,6.5,15,62,"5.0, 6.1",18,5.0,6.1
UNKNOWN,ranking_B,comp-result_1248666_data.json,15,Shoe Demand,,Shoe price (in USD),Comfort rating (1-10),OptionA,F,9,74,"120.0, 10.0",30,120.0,10.0,7,74,"80.0, 6.0",70,80.0,6.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,16,Height (cm),,Age of the plant (weeks),Water given (ml/day),OptionA,F,3,53,"5.0, 400",14,5.0,400.0,19,53,"5.0, 300",15,5.0,300.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,17,Garden yield (kg),,Amount of fertilizer (grams),Rainfall (mm/week),OptionB,J,7,54,"180.0, 120",52,180.0,120.0,6,54,"180.0, 130",48,180.0,130.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,18,Car Value,,Age (years),Mileage (km),OptionA,F,13,75,"4.0, 15000",42000,4.0,15000.0,4,75,"5.0, 25000",30000,5.0,25000.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,19,Speed (km/h),,Bicycle weight (kg),Wheel size (inches),OptionA,F,4,72,"13.0, 26",23,13.0,26.0,9,72,"13.0, 26",24,13.0,26.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,20,Cooling Time (min),,Room Size (m²),Window Size (m²),OptionA,F,18,87,"22.0, 2.6",31,22.0,2.6,7,87,"15.0, 1.0",40,15.0,1.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,21,Exam Grade,,Study Time (hours),Difficulty Level (1-10),OptionA,F,1,76,"5.0, 3",85,5.0,3.0,2,76,"4.0, 5",80,4.0,5.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,22,House Value,,House Size,Housing Age,OptionB,J,15,59,"280.0, 12",450,280.0,12.0,4,59,"250.0, 10",400,250.0,10.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,23,Project Success (%),,Experience (years),Team Size,OptionB,J,6,65,"8.0, 5",95,8.0,5.0,12,65,"11.0, 5",89,11.0,5.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,24,Heating cost (per month),,House size (sqm),Number of windows,OptionB,J,4,91,"110.0, 6.0",320,110.0,6.0,15,91,"120.0, 4.0",340,120.0,4.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,25,Morning alertness (1-10),,Amount of sleep (hours),Time to bed (minutes past 10pm),OptionB,J,3,57,"7.0, 45",6,7.0,45.0,2,57,"7.0, 60",5,7.0,60.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,26,Nutritional Value,,Weight,Calories,OptionB,J,7,82,"120.0, 140.0",60,120.0,140.0,3,82,"80.0, 120.0",75,80.0,120.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,27,Walking speed (km/h),,Person height (cm),Age (years),OptionA,F,13,95,"175.0, 29.0",5.3,175.0,29.0,16,95,"170.0, 41.0",4.6,170.0,41.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,28,Plant Health,,Plant Height,Water Amount,OptionB,J,14,98,"90.0, 2",12,90.0,2.0,1,98,"30.0, 1",7,30.0,1.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,29,Engagement rate (%),,Number of followers (count),Time posted (hours ago),OptionB,J,8,58,"1300.0, 1",6,1300.0,1.0,5,58,"800.0, 3",4,800.0,3.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,30,Energy Level (scale 1-10),,Age (years),Number of Pets,OptionB,J,20,96,"4.0, 2",4,4.0,2.0,6,96,"9.0, 4",2,9.0,4.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,31,Endurance,,Age,Height,OptionB,J,6,73,"45.0, 165.0",75,45.0,165.0,5,73,"40.0, 160.0",70,40.0,160.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,32,Weight Loss (lbs),,Exercise Minutes,Diet Score (1-10),OptionB,J,7,67,"60.0, 7",5,60.0,7.0,11,67,"80.0, 9",7,80.0,9.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,33,Job Success,,Age,Experience,OptionA,F,5,79,"40.0, 3.0",6,40.0,3.0,4,79,"40.0, 3.0",6,40.0,3.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,34,Flower blooming time,,Hours of sunlight,Humidity,OptionB,J,8,60,"6.0, 45.0",4,6.0,45.0,1,60,"6.0, 70.0",4,6.0,70.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,35,100m sprint time (s),,Runner stride length (cm),Runner age (years),OptionA,F,1,88,"80.0, 25",11.5,80.0,25.0,3,88,"75.0, 28",11.8,75.0,28.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,36,Physical Endurance,,Age,Height,OptionA,F,13,81,"20.0, 160.0",9,20.0,160.0,14,81,"25.0, 165.0",8.5,25.0,165.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,37,Battery life (hours),,Laptop weight (kg),Screen size (inches),OptionA,F,2,71,"1.3, 14",7.5,1.3,14.0,13,71,"1.3, 15",7.4,1.3,15.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,38,Comfort Level,,Room Size,Lighting,OptionA,F,12,78,"50.0, 0.8",4.5,50.0,0.8,15,78,"55.0, 0.5",4,55.0,0.5
UNKNOWN,ranking_B,comp-result_1248666_data.json,39,Post reach (people),,Number of likes (count),Time posted (hours ago),OptionA,F,13,55,"1000.0, 6",5000,1000.0,6.0,1,55,"1000.0, 2",5000,1000.0,2.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,40,Popularity,,Book age,Page count,OptionB,J,14,80,"9.0, 460",72,9.0,460.0,6,80,"5.0, 420",80,5.0,420.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,41,Energy Boost (1-10),,Number of Calories,Sugar (g),OptionB,J,3,66,"120.0, 8",6,120.0,8.0,10,66,"200.0, 10",2,200.0,10.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,42,Retention Rate (%),,Study Time (hours),Number of Distractions,OptionB,J,1,94,"3.0, 2",70,3.0,2.0,19,94,"4.0, 0",90,4.0,0.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,43,Commute time (minutes),,Distance to work (miles),Number of traffic lights,OptionA,F,12,56,"6.0, 10",31,6.0,10.0,7,56,"6.0, 9",31,6.0,9.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,44,Customer Satisfaction,,Restaurant Wait Time (in mins),Restaurant Rating (1-5),OptionA,F,10,100,"22.0, 2",6,22.0,2.0,6,100,"30.0, 1",4,30.0,1.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,45,Skill Level,,Experience,Years of Education,OptionB,J,6,83,"2.0, 16.0",8,2.0,16.0,8,83,"6.0, 13.0",9,6.0,13.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,46,Reading Enjoyment,,Book Length,Author Fame,OptionA,F,12,77,"900.0, 2.0",13,900.0,2.0,13,77,"900.0, 2.0",13,900.0,2.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,47,Calories burned,,Exercise time (min),Heart rate (bpm),OptionA,F,20,70,"45.0, 105",380,45.0,105.0,8,70,"20.0, 120",250,20.0,120.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,48,Bike Speed,,Bike Weight,Bike Frame Size,OptionB,J,12,63,"11.0, 19",24,11.0,19.0,7,63,"8.0, 17",27,8.0,17.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,49,Morning Alertness,,Hours of Sleep,Number of Alarms,OptionA,F,8,93,"8.0, 1",8,8.0,1.0,4,93,"7.0, 1",7,7.0,1.0
UNKNOWN,ranking_B,comp-result_1248666_data.json,50,Travel Time (min),,Distance (km),Speed (km/h),OptionA,F,16,97,"14.0, 70",10,14.0,70.0,7,97,"8.0, 50",10,8.0,50.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,1,Reliability,,Car age,Maintenance cost,OptionA,F,2,51,"4.0, 1200",75,4.0,1200.0,15,51,"7.0, 1100",65,7.0,1100.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,2,App Performance,,Phone RAM,Phone Storage,OptionB,J,4,99,"6.0, 128",4,6.0,128.0,6,99,"8.0, 128",5,8.0,128.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,3,Nutritional Value,,Weight,Calories,OptionB,J,11,82,"110.0, 130.0",65,110.0,130.0,14,82,"90.0, 85.0",80,90.0,85.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,4,Physical Endurance,,Age,Height,OptionA,F,1,81,"30.0, 180.0",7.5,30.0,180.0,7,81,"50.0, 185.0",5,50.0,185.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,5,Cooking time (minutes),,Number of ingredients,Prep time (minutes),OptionB,J,5,86,"3.0, 12",18,3.0,12.0,19,86,"5.0, 12",25,5.0,12.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,6,Morning Alertness,,Hours of Sleep,Number of Alarms,OptionA,F,15,93,"6.0, 1",7,6.0,1.0,10,93,"4.0, 3",3,4.0,3.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,7,Taste Rating,,Number of Ingredients,Prep Time (min),OptionB,J,3,90,"4.0, 15.0",9,4.0,15.0,2,90,"6.0, 30.0",7,6.0,30.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,8,Weight Loss (lbs),,Exercise Minutes,Diet Score (1-10),OptionA,F,6,67,"60.0, 9",5,60.0,9.0,9,67,"70.0, 8",6,70.0,8.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,9,Exam Grade,,Study Time (hours),Difficulty Level (1-10),OptionB,J,1,76,"5.0, 3",85,5.0,3.0,13,76,"7.0, 3",90,7.0,3.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,10,Post reach (people),,Number of likes (count),Time posted (hours ago),OptionA,F,8,55,"1300.0, 1",6500,1300.0,1.0,1,55,"1000.0, 2",5000,1000.0,2.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,11,Morning alertness (1-10),,Amount of sleep (hours),Time to bed (minutes past 10pm),OptionA,F,6,57,"8.0, 30",7,8.0,30.0,8,57,"7.0, 45",6,7.0,45.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,12,Fuel Efficiency (km/l),,Car Engine Size (liters),Weight (kg),OptionA,F,20,61,"3.2, 1500.0",8,3.2,1500.0,8,61,"2.8, 1500.0",10,2.8,1500.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,13,Walking speed (km/h),,Person height (cm),Age (years),OptionB,J,16,95,"170.0, 41.0",4.6,170.0,41.0,7,95,"170.0, 28.0",5,170.0,28.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,14,Phone price ($),,Phone battery capacity (mAh),Phone screen size (inches),OptionB,J,15,92,"4000.0, 6.0",590,4000.0,6.0,4,92,"5200.0, 6.0",590,5200.0,6.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,15,Calories burned,,Exercise time (min),Heart rate (bpm),OptionA,F,7,70,"25.0, 110",240,25.0,110.0,15,70,"30.0, 105",270,30.0,105.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,16,Retention Rate (%),,Study Time (hours),Number of Distractions,OptionA,F,6,94,"1.0, 4",45,1.0,4.0,11,94,"4.0, 2",80,4.0,2.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,17,Engagement rate (%),,Number of followers (count),Time posted (hours ago),OptionB,J,4,58,"900.0, 5",3,900.0,5.0,20,58,"1300.0, 1",6,1300.0,1.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,18,Job Success,,Age,Experience,OptionA,F,15,79,"65.0, 0.2",3.5,65.0,0.2,14,79,"65.0, 0.2",3.5,65.0,0.2
UNKNOWN,ranking_B,comp-result_1248647_data.json,19,Battery Life (hours),,Phone RAM (GB),Screen Size (inches),OptionB,J,14,62,"8.0, 7.0",18,8.0,7.0,5,62,"3.0, 6.0",16,3.0,6.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,20,Customer Satisfaction,,Restaurant Wait Time (in mins),Restaurant Rating (1-5),OptionB,J,18,100,"26.0, 1",4,26.0,1.0,7,100,"20.0, 5",6,20.0,5.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,21,Commute time (minutes),,Distance to work (miles),Number of traffic lights,OptionA,F,4,56,"7.0, 9",33,7.0,9.0,17,56,"3.0, 13",26,3.0,13.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,22,House Value,,House Size,Housing Age,OptionB,J,15,59,"280.0, 12",450,280.0,12.0,16,59,"320.0, 14",480,320.0,14.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,23,Heating cost (per month),,House size (sqm),Number of windows,OptionA,F,2,91,"120.0, 5.0",350,120.0,5.0,9,91,"110.0, 5.0",320,110.0,5.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,24,Car speed (mph),,Engine power (hp),Weight (kg),OptionB,J,1,52,"200.0, 1500",110,200.0,1500.0,3,52,"250.0, 1600",120,250.0,1600.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,25,Energy Level (scale 1-10),,Age (years),Number of Pets,OptionB,J,19,96,"5.0, 3",5,5.0,3.0,9,96,"10.0, 4",2,10.0,4.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,26,Battery life (hours),,Laptop weight (kg),Screen size (inches),OptionB,J,8,71,"1.2, 15",7.1,1.2,15.0,4,71,"1.4, 14",7.3,1.4,14.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,27,Bike Speed,,Bike Weight,Bike Frame Size,OptionA,F,1,63,"10.0, 19",25,10.0,19.0,2,63,"12.0, 20",23,12.0,20.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,28,Plant Health,,Plant Height,Water Amount,OptionB,J,1,98,"30.0, 1",7,30.0,1.0,15,98,"100.0, 1",14,100.0,1.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,29,Height (cm),,Age of the plant (weeks),Water given (ml/day),OptionB,J,4,53,"4.0, 500",12,4.0,500.0,17,53,"3.0, 700",11,3.0,700.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,30,Energy Boost (1-10),,Number of Calories,Sugar (g),OptionB,J,19,66,"160.0, 12",3,160.0,12.0,20,66,"180.0, 14",2,180.0,14.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,31,Reading Enjoyment,,Book Length,Author Fame,OptionA,F,2,77,"400.0, 7.0",8,400.0,7.0,3,77,"400.0, 7.0",8,400.0,7.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,32,Endurance,,Age,Height,OptionA,F,4,73,"35.0, 185.0",80,35.0,185.0,14,73,"65.0, 145.0",65,65.0,145.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,33,Flower blooming time,,Hours of sunlight,Humidity,OptionB,J,6,60,"6.0, 75.0",4,6.0,75.0,4,60,"7.0, 55.0",4,7.0,55.0
UNKNOWN,ranking_B,comp-result_1248647_data.json,34,Car Value,,Age (years),Mileage (km),OptionB,J,12,75,"10.0, 50000",23000,10.0,50000.0,8,75,"2.0, 5000",50000,2.0,5000.0
